file_name,file_path,file_type,parse_status,pages,extracted_title,matched_evidence_id,matched_source_accession,matched_title,match_score,top100_table_kind,intervention_terms,duration_terms,cfu_terms,sample_size_terms,outcome_terms,text_excerpt,error
Gut microbiota composition after diet and probiotics in overweight breast cancer survivors_ a randomized open-label pilot interv(科研通-ablesci.com).pdf,F:\workspace\codex\strain mix codex\Gut microbiota composition after diet and probiotics in overweight breast cancer survivors_ a randomized open-label pilot interv(科研通-ablesci.com).pdf,pdf,ok,9,Gut microbiota composition after diet and probiotics in overweight breast cancer survivors: a randomized open-label pilot intervention trial,PMID:32234652,32234652,Gut microbiota composition after diet and probiotics in overweight breast cancer survivors: a randomized open-label pilot intervention trial.,1.000,priority,Lactobacillus rhamnosus HN001; probiotic administration the number of bacterial species; Lactobacillus rhamnosus has been reported to improve insulin sensitivity and expression of ge; probiotic strains Biﬁdobacterium longum and Lactobacillus rhamno- sus has been found to b; probiotic strains; probiotic product,8 wk,units (CFU) of B. longum BB5; units (CFU) of L. rhamnosus,n = 16; n = 18,microbiota; body weight; body mass index; glucose; insulin; waist circumference; BMI; HbA1c; triglycerides; HDL; cholesterol; LDL,"Applied nutritional investigation Gut microbiota composition after diet and probiotics in overweight breast cancer survivors: a randomized open-label pilot intervention trial Marianna Pellegrini M.D. a, Mirko Ippolito M.D. a, Taira Monge R.D. a, Rossella Violi R.D. a, Paola Cappello M.D. b, Ilario Ferrocino Ph.D. c, Luca Simone Cocolin Ph.D. c, Antonella De Francesco M.D. a, Simona Bo Ph.D. d, Concetta Finocchiaro Ph.D. a,* a Department of Clinical Nutrition, Citt /C18a della Salute e della Scienza, Turin, Italy b CeRMS Labortory of Tumor Immunology, University of Turin, Italy c Department of Agricultural, Forest and Food Sciences, University of Turin, Italy d Department of Medical Science, University of Turin, Italy ARTICLE INFO Article History: Received 12 June 2019 Received in revised form 15 November 2019 Accepted 19 January 2020 ABSTRACT Objectives: Breast cancer (BC) is the most di",
Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight l(科研通-ablesci.com).pdf,F:\workspace\codex\strain mix codex\Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight l(科研通-ablesci.com).pdf,pdf,ok,14,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults wit,PMID:35714163,35714163,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial.,0.890,priority,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults w; Lacticaseibacillus; HA-114 improves eating behaviors and mood-related factors in adults with overweight du; Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults; Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss o; HA-114 supplementation or placebo; probiotic supplementation did not potentiate the reduction in body weight or fat mass; probiotic-supplemented group only. With respect to eating behaviors and mood-related fact,18 months; 12 weeks; 1 week,"(10 × 10 9 CFU per capsule), pro",152 adults,microbiota; body weight; fat mass; insulin; HOMA-IR; LDL; cholesterol; triglycerides; body mass index; BMI,"Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation?journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight",
MCO2-6-e70044.pdf,F:\workspace\codex\strain mix codex\MCO2-6-e70044.pdf,pdf,ok,18,"Comparison of diet and exercise on cardiometabolic factors in young adults with overweight/obesity: multiomics analysis and gut microbiota prediction, a randomized controlled trial",PMID:39802638,39802638,"Comparison of diet and exercise on cardiometabolic factors in young adults with overweight/obesity: multiomics analysis and gut microbiota prediction, a randomized controlled trial.",1.000,priority,,8 weeks,,123 participants; n=29; n=32; n=30,LDL; microbiota; glucose; waist circumference; body fat; body mass index; BMI; cholesterol; HDL; insulin,"Received:31July2024 Revised:13November2024 Accepted:22November2024 DOI:10.1002/mco2.70044 ORIGINAL ARTICLE Comparisonofdietandexerciseoncardiometabolicfactors inyoungadultswithoverweight/obesity:multiomics analysisandgutmicrobiotaprediction,arandomized controlledtrial ZongyuLin1,# TianzeLi1,# FenglianHuang1,# MiaoWu1 LeweiZhu1 YueqinZhou1 Ying-AnMing2 ZhijunLu1 WeiPeng1 FeiGao3 YannaZhu1,4,∗ 1DepartmentofMaternalandChild Health,SchoolofPublicHealth,Sun Yat-senUniversity,Guangzhou,China 2DepartmentofPhysicalEducation,Sun Yat-senUniversity,Guangzhou,China 3AgriculturalGenomicsInstituteat Shenzhen,ChineseAcademyof AgriculturalSciences,Shenzhen,China 4GuangdongProvincialKeyLaboratoryof Food,NutritionandHealth,Guangzhou, China ∗Correspondence YannaZhu,DepartmentofMaternaland ChildHealth,SchoolofPublicHealth, SunYat-senUniversity,No.74Zhongshan SecondRd,Guangzhou,Guangdong Province510080,China",
MEHD-27-30312.pdf,F:\workspace\codex\strain mix codex\MEHD-27-30312.pdf,pdf,ok,15,doi:10.3402/mehd.v27.30312,PMID:39594072,39594072,Modulation of Serum Metabolic Profiles by,0.269,intervention,Lactobacillus amylovorus CP1563; probiotic strains reduce visceral fat mass. This effect might reflect the fact that livin; Lactobacillus species,12 weeks; 4 months; 2 months; 2 weeks; 4 weeks,,200 participants; 197 subjects; 200 subjects,body fat; body mass index; BMI; visceral fat; Triglycerides; cholesterol; LDL; glucose; insulin; HOMA-IR; HDL,"ORIGINAL ARTICLE Effect of fragmentedLactobacillus amylovorusCP1563 on lipid metabolism in overweight and mildly obese individuals: a randomized controlled trial Futoshi Nakamura1, Yu Ishida1, Kohtaro Aihara1, Daisuke Sawada1, Nobuhisa Ashida1, Tomonori Sugawara1, Yumeko Aoki1, Isao Takehara2, Kazuhiko Takano3 and Shigeru Fujiwara1* 1Research & Development Center, Asahi Group Holdings, Ltd., Chuo-ku, Sagamihara-shi, Kanagawa, Japan; 2I-Food Service Division, Clinical Support Corporation, Chuo-ku, Sapporo, Hokkaido, Japan; 3Medical Corporation Hokubukai Utsukushigaoka Hospital, Kiyota-ku, Sapporo, Hokkaido, Japan Background: Previously, we showed that fragmented Lactobacillus amylovorus CP1563 (CP1563) functions as a dual agonist of peroxisome proliferator-activated receptor a and g in vitro and in vivo. Objective: Here, we examined the safety and effect of CP1563 ingestion on body fat in",
NCT01978691.csv,F:\workspace\codex\strain mix codex\NCT01978691.csv,csv,ok,csv,NCT01978691,NCT:NCT01978691,NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,1.000,priority,Bifidobacterium and Polydextrose on Body Fat Mass; probiotic; Bifidobacterium animalis ssp. lactis 420; prebiotic; Polydextrose,6 months,,232 participants,Body Fat; glucose; Insulin; BMI; HbA1c; cholesterol; HDL; LDL; triglycerides; microbiota,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,https://clinicaltrials.gov/study/NCT01978691,MetSProb,COMPLETED,""Obesity is a major problem worldwide, and it is related to abnormalities in glucose and lipid metabolism. The purpose of this study is to investigate the effect of a dietary supplement containing probiotic (Bifidobacterium animalis ssp. lactis 420) and/or prebiotic (Litesse) on change in body fat mass in a double-blind, randomized, placebo-controlle",
NCT04886778.csv,F:\workspace\codex\strain mix codex\NCT04886778.csv,csv,ok,csv,NCT04886778,NCT:NCT04886778,NCT04886778,Efficacy and Safety of Low-Carbohydrate Diet Combined With Probiotics for Weight Loss in Male Obese Patients.,1.000,priority,probiotic strains may play a different role in the same species. Therefore; Lactobacillus reuteri PLBK1; Lactobacillus reuteri PLBK2; Lactobacillus gasseri PLBK3; Lactobacillus acidophilus PLBK4; Bifidobacterium lactis PLBK5; Probiotic compound preparations,12 weeks,,,microbiota; glucose; insulin; body fat; body weight; Body mass index; BMI; HOMA-IR; waist circumference; triglycerides; cholesterol,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT04886778,Efficacy and Safety of Low-Carbohydrate Diet Combined With Probiotics for Weight Loss in Male Obese Patients.,https://clinicaltrials.gov/study/NCT04886778,,COMPLETED,""Over the years, increasing obesity prevalence represents an important threat to national and global public health. Many strategies studied for weight loss have reported that low-carbohydrate diets showed beneficial effects on weight loss for obese patients. However, individual weight losses have varied widely with",
NCT05832190.csv,F:\workspace\codex\strain mix codex\NCT05832190.csv,csv,ok,csv,NCT05832190,NCT:NCT05832190,NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,1.000,priority,,,,,MicrobioTa,"NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,https://clinicaltrials.gov/study/NCT05832190,TERMINATED,Severe Obesity|Metabolic Syndrome,OTHER: Standard of care|DIETARY_SUPPLEMENT: Biotin supplement|DIETARY_SUPPLEMENT: Fiber supplement,Assistance Publique - Hôpitaux de Paris,,INTERVENTIONAL",
NCT07073781.csv,F:\workspace\codex\strain mix codex\NCT07073781.csv,csv,ok,csv,NCT07073781,NCT:NCT07073781,NCT07073781,"Probiotic Impact on Cognitive Performance, and Metabolic Outcomes in Overweight Young Adults With Impaired Glucose Regulation",1.000,priority,Probiotic Impact on Cognitive Performance; Probiotic Consortium,,,,Glucose; Insulin; BMI,"NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type NCT07073781,""Probiotic Impact on Cognitive Performance, and Metabolic Outcomes in Overweight Young Adults With Impaired Glucose Regulation"",https://clinicaltrials.gov/study/NCT07073781,RECRUITING,""Impaired Glucose Regulation|Impaired Glucose Tolerance (Prediabetes)|Prediabetes (Insulin Resistance, Impaired Glucose Tolerance)|Overweight (BMI &gt; 25)|Cognitive Dysfunction|Neurovascular Coupling Mechanism and Cognitive Function"",DIETARY_SUPPLEMENT: Lab4p Probiotic Consortium|OTHER: Placebo,Leeds Beckett University,""Cultech Ltd, Port Talbot, UK"",INTERVENTIONAL",
NCT07452757.csv,F:\workspace\codex\strain mix codex\NCT07452757.csv,csv,ok,csv,NCT07452757,NCT:NCT07452757,NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,1.000,priority,,10 days; 30 days; 60 days,,140 subjects,body mass index; BMI; body weight; waist circumference; Body Fat; Cholesterol; Visceral Fat; Triglycerides; HDL; LDL; Glucose; HbA1c,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,https://clinicaltrials.gov/study/NCT07452757,,COMPLETED,""This is an open-label, four-arm, randomized, controlled clinical study designed to evaluate the efficacy and safety of a structured Weight Management Program (WMP) in overweight and obese adults with a body mass index (BMI) ≥ 23 kg/m² (Asian Indian ethnicity cut-off). A total of 140 subjects will be enro",
nutrients-12-00222-v2.pdf,F:\workspace\codex\strain mix codex\nutrients-12-00222-v2.pdf,pdf,ok,18,"nutrients Article Eﬀects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity Igor N. Sergeev 1,*, Thamer Aljutaily 1, Gemma Walton 2 and Eduardo Huarte 1 1 Department of Health and Nutritional Sciences, South Dakota State University, Brook",PMID:31952249,31952249,"Effects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity.",0.523,priority,Synbiotic Supplement on Human Gut Microbiota; probiotic supplements containing prebiotic components; prebiotic components of synbiotics support the growth and survival of positive bacteria t; synbiotic supplement on the composition; probiotic component of the synbiotic used in the study contained Lactobacillus acidophilu; prebiotic component was a galactooligosaccharide mixture. The results showed no statistic; synbiotic groups at the end of the clinical trial; Synbiotic supplementation increased the abundance of gut bacteria associated with positiv,3 months,or 15 × 109 CFU) of proprietary s,n = 10,Microbiota; BMI; body fat; glucose; Body mass index; body weight,"nutrients Article Eﬀects of Synbiotic Supplement on Human Gut Microbiota, Body Composition and Weight Loss in Obesity Igor N. Sergeev 1,*, Thamer Aljutaily 1, Gemma Walton 2 and Eduardo Huarte 1 1 Department of Health and Nutritional Sciences, South Dakota State University, Brookings, SD 57007, USA; thamer.aljutaily@jacks.sdstate.edu (T.A.); eduardohuarte@yahoo.es (E.H.) 2 Department of Food and Nutritional Sciences, University of Reading, Reading RG6 6AP , UK; g.e.walton@reading.ac.uk * Correspondence: igor.sergeev@sdstate.edu Received: 4 December 2019; Accepted: 10 January 2020; Published: 15 January 2020 /gid00030/gid00035/gid00032/gid00030/gid00038/gid00001/gid00033/gid00042/gid00045/gid00001 /gid00048/gid00043/gid00031/gid00028/gid00047/gid00032/gid00046 Abstract: Targeting gut microbiota with synbiotics (probiotic supplements containing prebiotic components) is emerging as a promis",
nutrients-13-02512-v2.pdf,F:\workspace\codex\strain mix codex\nutrients-13-02512-v2.pdf,pdf,ok,15,"Effects of 60-Day Saccharomyces boulardii and Superoxide Dismutase Supplementation on Body Composition, Hunger Sensation, Pro/Antioxidant Ratio, Inflammation and Hormonal Lipo-Metabolic Biomarkers in Obese Adults: A Double-Blind, Placebo-Controlled Trial",PMID:34444671,34444671,"Effects of 60-Day Saccharomyces boulardii and Superoxide Dismutase Supplementation on Body Composition, Hunger Sensation, Pro/Antioxidant Ratio, Inflammation and Hormonal Lipo-Metabolic Biomarkers in Obese Adults: A Double-Blind, Placebo-Controlled Trial.",1.000,priority,Saccharomyces boulardii and Superoxide Dismutase Supplementation on Body Composition; Saccharomyces boulardii and Superoxide Dismutase; Saccharomyces boulardii; probiotic; prebiotic treatment in the last 4 weeks. All participants agreed to avoid participating i; Saccharomyces cerevisiae variant boulardii,4 weeks; 1 month; 60 days; 3 months,(5.0× 109 CFU) and 500 IU SOD t,4 women,adiposity; glucose; insulin; HOMA-IR; BMI; body weight; fat mass; microbiota; cholesterol; triglycerides,"nutrients Article Effects of 60-Day Saccharomyces boulardii and Superoxide Dismutase Supplementation on Body Composition, Hunger Sensation, Pro/Antioxidant Ratio, Inﬂammation and Hormonal Lipo-Metabolic Biomarkers in Obese Adults: A Double-Blind, Placebo-Controlled Trial Mariangela Rondanelli 1,2 , Niccolò Miraglia 3,4 , Pietro Putignano 5, Ignazio Castagliuolo 6, Paola Brun 6 , Stefano Dall’Acqua 7 , Gabriella Peroni 8,* , Milena Anna Faliva 8, Maurizio Naso 8, Mara Nichetti 8, Vittoria Infantino 2 and Simone Perna 9 /gid00030/gid00035/gid00032/gid00030/gid00038/gid00001/gid00033/gid00042/gid00045/gid00001 /gid00048/gid00043/gid00031/gid00028/gid00047/gid00032/gid00046 Citation: Rondanelli, M.; Miraglia, N.; Putignano, P .; Castagliuolo, I.; Brun, P .; Dall’Acqua, S.; Peroni, G.; Faliva, M.A.; Naso, M.; Nichetti, M.; et al. Effects of 60-Day Saccharomyces boulardii and Superoxide Dismut",
nutrients-18-00250-v2.pdf,F:\workspace\codex\strain mix codex\nutrients-18-00250-v2.pdf,pdf,ok,24,"Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults",PMID:41599863,41599863,"Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults.",1.000,priority,Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum; Lactiplantibacillus plantarum Q180 and Phaeodacty- lum tricornutum; Lactobacillus; Lactiplantibacillus plantarum; probiotic strains belong to non-pathogenic; probiotic supplementation has emerged as a promising therapeutic approach; probiotic properties,,1.0 × 109 CFU of L. plantarum Q,n = 50; 100 adults,Body Fat; Adiposity; body mass index; BMI; waist circumference; body weight; triglycerides; microbiota; insulin; glucose,"Received: 23 December 2025 Revised: 9 January 2026 Accepted: 11 January 2026 Published: 13 January 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Efficacy and Safety of CKDB-322, a Combination of Lactiplantibacillus plantarum Q180 and Phaeodactylum tricornutum, for Reducing Body Fat and Abdominal Adiposity in Overweight Adults Hyang-Im Baek 1 , So-Young Kwon 2 , Hye-Ji Noh 2 and Soo Jung Park 3,* 1 Department of Food Science & Nutrition, Woosuk University, Wanju 55338, Republic of Korea; hyangim100@gmail.com 2 Research Institute, Chong Kun Dang Bio (CKD Bio), Seoul 03742, Republic of Korea; ksy2022@ckdbio.com (S.-Y.K.); nhj@ckdbio.com (H.-J.N.) 3 Department of Sasang Constitutional Medicine, College of Korean Medicine, W",
nutrients-18-00851.pdf,F:\workspace\codex\strain mix codex\nutrients-18-00851.pdf,pdf,ok,15,Green Tea Catechin Plus Inulin Improves Insulin Resistance Without Reducing Visceral Fat and Shows Exploratory Gut Microbiota Signals in Adults with Visceral Obesity: A Double-Blind Randomized Controlled Trial,PMID:41830022,41830022,Green Tea Catechin Plus Inulin Improves Insulin Resistance Without Reducing Visceral Fat and Shows Exploratory Gut Microbiota Signals in Adults with Visceral Obesity: A Double-Blind Randomized Controlled Trial.,1.000,priority,Inulin Improves Insulin Resistance Without Reducing Visceral Fat and Shows Exploratory; inulin may improve metabolic health and modulate the gut microbiota; inulin beverage; inulin 2.3 g; inulin; inulin group and increased in the placebo group; Bifidobacterium showed nominal between-group differences; inulin for12 weeks Nutrients 2026,12 weeks; 6 weeks; 2 weeks; 3 months,,n = 49; n = 47,Insulin; Visceral Fat; Microbiota; BMI; HOMA-IR; body weight; body fat; LDL; cholesterol; glucose; HbA1c; waist circumference,"Academic Editors: Alina Kuryłowicz and Monika Stołyhwo-Gofron Received: 28 January 2026 Revised: 26 February 2026 Accepted: 3 March 2026 Published: 6 March 2026 Copyright: © 2026 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license. Article Green Tea Catechin Plus Inulin Improves Insulin Resistance Without Reducing Visceral Fat and Shows Exploratory Gut Microbiota Signals in Adults with Visceral Obesity: A Double-Blind Randomized Controlled Trial Chikara Iino 1,* , Keita Mikami 1, Keisuke Furusawa 1, Satoshi Sato 1 , Kenta Yoshida 1 , Tohru Yamaguchi2,3 , Hiroto Bushita 2,3,4 , Keita Kinoshita 2,4 , Yuji Matsui 2,4 , Seiya Imoto 5 , Takuro Iwane 6, Yoshinori Tamada3 , Koichi Murashita 6, Shigeyuki Nakaji 7 , Tatsuya Mikami 7 and Hirotake Sakuraba 1 1 Departm",
PIIS0261561426000452.pdf,F:\workspace\codex\strain mix codex\PIIS0261561426000452.pdf,pdf,ok,18,"Effects of hypocaloric wholegrain rye vs refined wheat diets on weight loss, cardiometabolic risk factors and gut microbiota: A 12-week randomized controlled trial",PMID:41861447,41861447,"Effects of hypocaloric wholegrain rye vs refined wheat diets on weight loss, cardiometabolic risk factors and gut microbiota: A 12-week randomized controlled trial.",1.000,priority,,6 weeks; 2 weeks,,255 participants,fat mass; Body weight; HOMA-IR; insulin; LDL; HDL; BMI; body fat,"Randomized Contro l T rials Effects of h ypocaloric wholegr ain ry e v s r efined wheat diets on weig ht loss, car diometabolic risk fact ors and gut micr obio ta: A 1 2- wee k r andomized contr olled trial Sebastian Åberg a , b , * , 1 , Elise Nor din a , 1 , Kia Nøhr Iv ersen a , Pan pan Qin c , Per M. Hellstr € om d , Karsten Kristiansen c , Rikar d Landberg a , e a Department of Life Sciences, Division of Food and Nutrition Science, Chalmers Univ ersity of T echnology , SE-4 1 2 96 Gothenburg, Sweden b Institute of Neur oscience and Physiology , Department of Physiology , Sahlgrenska Academy , Univ ersity of Gothenburg, 40530 Gothenburg, Sweden c 4 Labor atory of Integr ative Biomedicine, Department of Biology , Univ ersity of Copenhagen, Copenhagen, Denmark d Department of Medical Sciences, Gastroenter ology and Hepatology , Uppsala Univ ersity , SE-75 1 85 Uppsala, Sweden e W allen",
PIIS240545772600402X.pdf,F:\workspace\codex\strain mix codex\PIIS240545772600402X.pdf,pdf,ok,10,"The effect of a two-week low glycaemic index, higher fibre diet versus high glycaemic index diet on body composition, ectopic lipids, inflammatory biomarkers, gastrointestinal hormones and gut microbiota in metabolic dysfunction-associated steatotic liver disease (MASLD): A pilot randomized cross-over study",PMID:42044842,42044842,"The effect of a two-week low glycaemic index, higher fibre diet versus high glycaemic index diet on body composition, ectopic lipids, inflammatory biomarkers, gastrointestinal hormones and gut microbiota in metabolic dysfunction-associated steatotic liver disease (MASLD): A pilot randomized cross-over study.",1.000,priority,,,,7 participants; 269 participants,microbiota; glucose; HOMA-IR; body weight; body mass index; insulin; BMI,"Original article The effect of a two-w eek low glycaemic index, higher fibre diet versus high glycaemic index diet on body composition, ectopic lipids, inflammatory biomarkers, gastrointestinal hormones and gut microbiota in metabolic dysfunction-associated steatotic liver disease (MASLD): A pilot randomized cross-over study Amina A. Al-Aw adi a,b,c,d,1 , Jane I. Grove a,b , Stephen Bawden b,e,f,g , Amrita Vijay b,h , Ana M. Valdes b,h , Penny Gow land b,e , Moir a A. Taylor b,i,2 , Guruprasad P. Aithal a,b,*,2 a Nottingham Digestive Diseases Centre, Translational Medical Sciences, School of Medicine, University of Nottingham, Nottingham, UK b National Institute for Health Research (NIHR) Nottingham Biomedical Research Centre, Nottingham University Hospitals NHS Trust and the University of Nottingham, Nottingham, UK c Al-Sabah Hospital, Ministry of Health, Civil Service Commission, Kuwai",
PIIS2475299122105160.pdf,F:\workspace\codex\strain mix codex\PIIS2475299122105160.pdf,pdf,ok,11,Ingesting Yogurt Containing Lactobacillus plantarum OLL2712 Reduces Abdominal Fat Accumulation and Chronic Inflammation in Overweight Adults in a Randomized Placebo-Controlled Trial,PMID:33718754,33718754,Ingesting Yogurt Containing Lactobacillus plantarum OLL2712 Reduces Abdominal Fat Accumulation and Chronic Inflammation in Overweight Adults in a Randomized Placebo-Controlled Trial.,1.000,priority,Yogurt ContainingLactobacillus plantarum OLL2712 Reduces Abdominal Fat Accumulation an; Lactobacillus plantarum OLL2712; yogurt or yogurt containing; Lactobacillus plantarum; yogurt contain- ingheat-treatedOLL2712cellscouldreducebodyfataccumulationand improve m; yogurt is a relatively affordable dairy food containing var- iousnutrients; yogurt has been reported to be effective for reducing the risk of obesity and other me; yogurt on abdominal fat 3 Thiswasatriple-blindstudywiththegroupallocationsbeingwithhel,12 wk,,n = 50; 50 participants; n =15,insulin; glucose; body fat; BMI; HOMA-IR; HbA1c,"CURRENT DEVELOPMENTS IN NUTRITIONORIGINAL RESEARCH Nutrition in Health and Disease Ingesting Yogurt ContainingLactobacillus plantarum OLL2712 Reduces Abdominal Fat Accumulation and Chronic Inflammation in Overweight Adults in a Randomized Placebo-Controlled Trial T akayuki T oshimitsu,1 Ayako Gotou,1 T oshihiro Sashihara,1 Keisuke Furuichi,1 Satoshi Hachimura,2 Nobuhiko Shioya,3 Satoru Suzuki,4 and Yukio Asami1 1Applied Microbiology Research Department, Food Microbiology Research Laboratories, Division of Research and Development, Meiji Co., Ltd., Hachi ouji, T okyo, Japan; 2Research Center for Food Safety, Graduate School of Agricultural and Life Sciences, The University of T okyo, Bunkyo-ku, T okyo, Japan; 3Statistical Analysis Department, KSO Corporation, Minato-ku, T okyo, Japan; and 4Shinagawa Season T errace Health Care Clinic, Minato-ku, T okyo, Japan ABSTRACT Background: Chronic ",
Randomized controlled trials reporting the effects of probiotics in individuals with overweight and obesity_ A critical review o(科研通-ablesci.com) (1).pdf,F:\workspace\codex\strain mix codex\Randomized controlled trials reporting the effects of probiotics in individuals with overweight and obesity_ A critical review o(科研通-ablesci.com) (1).pdf,pdf,ok,13,Randomized controlled trials reporting the effects of probiotics in individuals with overweight and obesity: A critical review of the interventions and body adiposity parameters,PMID:37084470,37084470,Randomized controlled trials reporting the effects of probiotics in individuals with overweight and obesity: A critical review of the interventions and body adiposity parameters.,1.000,priority,Lactobacillus in over- weight adults; probiotic supplementation; probiotic supple- mentation; probiotic supplementation for the treatment of obesity. 1.1. Gut microbiota The gut micro; probiotic; Lactobacillus and Biﬁdobacterium genera; Saccharomyces boulardii; Lactobacillus,12 weeks,"/C21 10 10 CFU/day, in capsules,; 1 /C2 109 CFU (colony-forming u",5 women; 7 men; 366 participants,adiposity; Body weight; microbiota; body mass index; BMI; waist circumference; fat mass; body fat,"Narrative Review Randomized controlled trials reporting the effects of probiotics in individuals with overweight and obesity: A critical review of the interventions and body adiposity parameters Marcella Rodrigues Guedes a, Karine Scanci da Silva Pontes a, Maria In ^es Barreto Silva b, c, Mario Fritsch Neves d,M /C19arcia Regina Simas Torres Klein b, * a Post-Graduation Program in Clinical and Experimental Pathophysiology, State University of Rio de Janeiro (UERJ), Rio de Janeiro, Brazil b Department of Applied Nutrition, Nutrition Institute, State University of Rio de Janeiro (UERJ), Rio de Janeiro, Brazil c Human Nutrition Research Unit, Department of Agricultural, Food and Nutritional Science, Division of Human Nutrition, University of Alberta, Albe rta, Canada d Department of Clinical Medicine, State University of Rio de Janeiro (UERJ), Rio de Janeiro, Brazil article info Article his",
