evidence_id,source_database,source_accession,title,outcome_domain,suggested_text,suggested_p_value,final_value,final_unit,final_direction,comparison,time_point,p_value_confirmed,sample_size_confirmed,extraction_source,reviewer,review_status,reviewer_note,pdf_source_file,pdf_match_score,pdf_pages,pdf_intervention_terms,pdf_duration_terms,pdf_cfu_terms,pdf_sample_size_terms,pdf_outcome_terms,pdf_text_excerpt
NCT:NCT05832190,ClinicalTrials.gov,NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,BMI,"Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before",,,,,,,,5,detail_hint,supplement_queue,pending,,NCT05832190.csv,1.000,csv,,,,,MicrobioTa,"NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,https://clinicaltrials.gov/study/NCT05832190,TERMINATED,Severe Obesity|Metabolic Syndrome,OTHER: Standard of care|DIETARY_SUPPLEMENT: Biotin supplement|DIETARY_SUPPLEMENT: Fiber supplement,Assistance Publique - Hôpitaux de Paris,,INTERVENTIONAL"
NCT:NCT05832190,ClinicalTrials.gov,NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,waist,"Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before",,,,,,,,5,detail_hint,supplement_queue,pending,,NCT05832190.csv,1.000,csv,,,,,MicrobioTa,"NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,https://clinicaltrials.gov/study/NCT05832190,TERMINATED,Severe Obesity|Metabolic Syndrome,OTHER: Standard of care|DIETARY_SUPPLEMENT: Biotin supplement|DIETARY_SUPPLEMENT: Fiber supplement,Assistance Publique - Hôpitaux de Paris,,INTERVENTIONAL"
NCT:NCT05832190,ClinicalTrials.gov,NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,body_fat,"Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before",,,,,,,,5,detail_hint,supplement_queue,pending,,NCT05832190.csv,1.000,csv,,,,,MicrobioTa,"NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,https://clinicaltrials.gov/study/NCT05832190,TERMINATED,Severe Obesity|Metabolic Syndrome,OTHER: Standard of care|DIETARY_SUPPLEMENT: Biotin supplement|DIETARY_SUPPLEMENT: Fiber supplement,Assistance Publique - Hôpitaux de Paris,,INTERVENTIONAL"
NCT:NCT05832190,ClinicalTrials.gov,NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,glucose,"Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before",,,,,,,,5,detail_hint,supplement_queue,pending,,NCT05832190.csv,1.000,csv,,,,,MicrobioTa,"NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,https://clinicaltrials.gov/study/NCT05832190,TERMINATED,Severe Obesity|Metabolic Syndrome,OTHER: Standard of care|DIETARY_SUPPLEMENT: Biotin supplement|DIETARY_SUPPLEMENT: Fiber supplement,Assistance Publique - Hôpitaux de Paris,,INTERVENTIONAL"
NCT:NCT05832190,ClinicalTrials.gov,NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,lipid,"Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before",,,,,,,,5,detail_hint,supplement_queue,pending,,NCT05832190.csv,1.000,csv,,,,,MicrobioTa,"NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,https://clinicaltrials.gov/study/NCT05832190,TERMINATED,Severe Obesity|Metabolic Syndrome,OTHER: Standard of care|DIETARY_SUPPLEMENT: Biotin supplement|DIETARY_SUPPLEMENT: Fiber supplement,Assistance Publique - Hôpitaux de Paris,,INTERVENTIONAL"
NCT:NCT05832190,ClinicalTrials.gov,NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,microbiome,"Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before",,,,,,,,5,detail_hint,supplement_queue,pending,,NCT05832190.csv,1.000,csv,,,,,MicrobioTa,"NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,https://clinicaltrials.gov/study/NCT05832190,TERMINATED,Severe Obesity|Metabolic Syndrome,OTHER: Standard of care|DIETARY_SUPPLEMENT: Biotin supplement|DIETARY_SUPPLEMENT: Fiber supplement,Assistance Publique - Hôpitaux de Paris,,INTERVENTIONAL"
NCT:NCT04863313,ClinicalTrials.gov,NCT04863313,Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE),weight,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,,,,,,,,73,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT04863313,ClinicalTrials.gov,NCT04863313,Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE),BMI,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,,,,,,,,73,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT04863313,ClinicalTrials.gov,NCT04863313,Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE),waist,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,,,,,,,,73,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT04863313,ClinicalTrials.gov,NCT04863313,Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE),body_fat,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,,,,,,,,73,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT04863313,ClinicalTrials.gov,NCT04863313,Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE),glucose,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,,,,,,,,73,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT04863313,ClinicalTrials.gov,NCT04863313,Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE),lipid,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,,,,,,,,73,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT04863313,ClinicalTrials.gov,NCT04863313,Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE),microbiome,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,,,,,,,,73,detail_hint,supplement_queue,pending,,,,,,,,,,
NCT:NCT01978691,ClinicalTrials.gov,NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,weight,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,,,,,,,,225,detail_hint,supplement_queue,pending,,NCT01978691.csv,1.000,csv,Bifidobacterium and Polydextrose on Body Fat Mass; probiotic; Bifidobacterium animalis ssp. lactis 420; prebiotic; Polydextrose,6 months,,232 participants,Body Fat; glucose; Insulin; BMI; HbA1c; cholesterol; HDL; LDL; triglycerides; microbiota,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,https://clinicaltrials.gov/study/NCT01978691,MetSProb,COMPLETED,""Obesity is a major problem worldwide, and it is related to abnormalities in glucose and lipid metabolism. The purpose of this study is to investigate the effect of a dietary supplement containing probiotic (Bifidobacterium animalis ssp. lactis 420) and/or prebiotic (Litesse) on change in body fat mass in a double-blind, randomized, placebo-controlle"
NCT:NCT01978691,ClinicalTrials.gov,NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,BMI,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,,,,,,,,225,detail_hint,supplement_queue,pending,,NCT01978691.csv,1.000,csv,Bifidobacterium and Polydextrose on Body Fat Mass; probiotic; Bifidobacterium animalis ssp. lactis 420; prebiotic; Polydextrose,6 months,,232 participants,Body Fat; glucose; Insulin; BMI; HbA1c; cholesterol; HDL; LDL; triglycerides; microbiota,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,https://clinicaltrials.gov/study/NCT01978691,MetSProb,COMPLETED,""Obesity is a major problem worldwide, and it is related to abnormalities in glucose and lipid metabolism. The purpose of this study is to investigate the effect of a dietary supplement containing probiotic (Bifidobacterium animalis ssp. lactis 420) and/or prebiotic (Litesse) on change in body fat mass in a double-blind, randomized, placebo-controlle"
NCT:NCT01978691,ClinicalTrials.gov,NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,waist,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,,,,,,,,225,detail_hint,supplement_queue,pending,,NCT01978691.csv,1.000,csv,Bifidobacterium and Polydextrose on Body Fat Mass; probiotic; Bifidobacterium animalis ssp. lactis 420; prebiotic; Polydextrose,6 months,,232 participants,Body Fat; glucose; Insulin; BMI; HbA1c; cholesterol; HDL; LDL; triglycerides; microbiota,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,https://clinicaltrials.gov/study/NCT01978691,MetSProb,COMPLETED,""Obesity is a major problem worldwide, and it is related to abnormalities in glucose and lipid metabolism. The purpose of this study is to investigate the effect of a dietary supplement containing probiotic (Bifidobacterium animalis ssp. lactis 420) and/or prebiotic (Litesse) on change in body fat mass in a double-blind, randomized, placebo-controlle"
NCT:NCT01978691,ClinicalTrials.gov,NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,body_fat,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,,,,,,,,225,detail_hint,supplement_queue,pending,,NCT01978691.csv,1.000,csv,Bifidobacterium and Polydextrose on Body Fat Mass; probiotic; Bifidobacterium animalis ssp. lactis 420; prebiotic; Polydextrose,6 months,,232 participants,Body Fat; glucose; Insulin; BMI; HbA1c; cholesterol; HDL; LDL; triglycerides; microbiota,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,https://clinicaltrials.gov/study/NCT01978691,MetSProb,COMPLETED,""Obesity is a major problem worldwide, and it is related to abnormalities in glucose and lipid metabolism. The purpose of this study is to investigate the effect of a dietary supplement containing probiotic (Bifidobacterium animalis ssp. lactis 420) and/or prebiotic (Litesse) on change in body fat mass in a double-blind, randomized, placebo-controlle"
NCT:NCT01978691,ClinicalTrials.gov,NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,glucose,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,,,,,,,,225,detail_hint,supplement_queue,pending,,NCT01978691.csv,1.000,csv,Bifidobacterium and Polydextrose on Body Fat Mass; probiotic; Bifidobacterium animalis ssp. lactis 420; prebiotic; Polydextrose,6 months,,232 participants,Body Fat; glucose; Insulin; BMI; HbA1c; cholesterol; HDL; LDL; triglycerides; microbiota,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,https://clinicaltrials.gov/study/NCT01978691,MetSProb,COMPLETED,""Obesity is a major problem worldwide, and it is related to abnormalities in glucose and lipid metabolism. The purpose of this study is to investigate the effect of a dietary supplement containing probiotic (Bifidobacterium animalis ssp. lactis 420) and/or prebiotic (Litesse) on change in body fat mass in a double-blind, randomized, placebo-controlle"
NCT:NCT01978691,ClinicalTrials.gov,NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,lipid,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,,,,,,,,225,detail_hint,supplement_queue,pending,,NCT01978691.csv,1.000,csv,Bifidobacterium and Polydextrose on Body Fat Mass; probiotic; Bifidobacterium animalis ssp. lactis 420; prebiotic; Polydextrose,6 months,,232 participants,Body Fat; glucose; Insulin; BMI; HbA1c; cholesterol; HDL; LDL; triglycerides; microbiota,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,https://clinicaltrials.gov/study/NCT01978691,MetSProb,COMPLETED,""Obesity is a major problem worldwide, and it is related to abnormalities in glucose and lipid metabolism. The purpose of this study is to investigate the effect of a dietary supplement containing probiotic (Bifidobacterium animalis ssp. lactis 420) and/or prebiotic (Litesse) on change in body fat mass in a double-blind, randomized, placebo-controlle"
NCT:NCT01978691,ClinicalTrials.gov,NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,microbiome,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,,,,,,,,225,detail_hint,supplement_queue,pending,,NCT01978691.csv,1.000,csv,Bifidobacterium and Polydextrose on Body Fat Mass; probiotic; Bifidobacterium animalis ssp. lactis 420; prebiotic; Polydextrose,6 months,,232 participants,Body Fat; glucose; Insulin; BMI; HbA1c; cholesterol; HDL; LDL; triglycerides; microbiota,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,https://clinicaltrials.gov/study/NCT01978691,MetSProb,COMPLETED,""Obesity is a major problem worldwide, and it is related to abnormalities in glucose and lipid metabolism. The purpose of this study is to investigate the effect of a dietary supplement containing probiotic (Bifidobacterium animalis ssp. lactis 420) and/or prebiotic (Litesse) on change in body fat mass in a double-blind, randomized, placebo-controlle"
PMID:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,weight,"Analyses used mixed-effects models (completers: 57 control, 58 experimental) and Spearman correlations.; The experimental group showed superior improvements in weight (-5.2 kg vs -3.1 kg), HbA1c (-1.8% vs -0.8%), LDL-C (-0.5 vs -0.3 mmol/L), HDL-C (+0.17 vs +0.07 mmol/L), and HOMA-IR (-1.2 vs -0.6) compared to controls (all P < 0.05).",P < 0.05; P < 0.001; P = 0.003; P = 0.001; P = 0.008; P = 0.041; P = 0.672,,,,,,,n = 60,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,glucose,"Analyses used mixed-effects models (completers: 57 control, 58 experimental) and Spearman correlations.; The experimental group showed superior improvements in weight (-5.2 kg vs -3.1 kg), HbA1c (-1.8% vs -0.8%), LDL-C (-0.5 vs -0.3 mmol/L), HDL-C (+0.17 vs +0.07 mmol/L), and HOMA-IR (-1.2 vs -0.6) compared to controls (all P < 0.05).",P < 0.05; P < 0.001; P = 0.003; P = 0.001; P = 0.008; P = 0.041; P = 0.672,,,,,,,n = 60,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,lipid,"SGLT2 inhibitors improve cardiorenal outcomes and may modulate gut microbiota, while specific probiotics demonstrate glycemic and lipid benefits.",P < 0.05; P < 0.001; P = 0.003; P = 0.001; P = 0.008; P = 0.041; P = 0.672,,,,,,,n = 60,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,microbiome,"SGLT2 inhibitors improve cardiorenal outcomes and may modulate gut microbiota, while specific probiotics demonstrate glycemic and lipid benefits.",P < 0.05; P < 0.001; P = 0.003; P = 0.001; P = 0.008; P = 0.041; P = 0.672,,,,,,,n = 60,detail_hint,supplement_queue,pending,,,,,,,,,,
PMID:31126565,PubMed,31126565,Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: A systematic review and meta-analysis.,weight,"Therefore, the present review was undertaken to evaluate the overall effects of pro-/synbiotics supplementation on anthropometric indices and metabolic indices in overweight or obese children and adolescents.; A systematic computerized literature search of PubMed, Scopus, ISI Web of science and Google Scholar databases was conducted up to November 2018.",,,,,,,,410 subjects,detail_hint,supplement_queue,pending,,Effects of pro-_synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescent(科研通-ablesci.com) (1).pdf,1.000,24,synbiotic supplementation on anthropometric and metabolic indices in overweight or obese; synbiotic did not affect the anthropometric and metabolic indices. ACCEPTED MANUSCRIPT 2; Synbiotic supplementation can decrease BMI z -score in overweight or obese children and a; synbiotic subgroups. Conclusion; synbiotic supplements did not have favorable effects t o manage overweight or obese child; synbiotic; probiotic; probiotic and prebiotic synergistically. Prebiotics contain a group of fermentable dietar,16 weeks; 4 weeks; 8 weeks,,410 subjects; 5 participants; n=2; 215 subjects,BMI; waist circumference; body fat; cholesterol; microbiota; body mass index; glucose; HDL; LDL,"Accepted Manuscript Title: Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: a systematic review and meta-analysis Authors: Hamed Mohammadi, Abed Ghavami, Amir Hadi, Gholamreza Askari, Michael Symonds, Maryam Miraghajani PII: S0965-2299(19)30339-5 DOI: https://doi.org/10.1016/j.ctim.2019.05.008 Reference: YCTIM 2104 To appear in: Complementary Therapies in Medicine Received date: 11 March 2019 Accepted date: 7 May 2019 Please cite this article as: Mohammadi H, Ghavami A, Hadi A, Askari G, Symonds M, Miraghajani M, Effects of pro-/synbiotic supplementation on anthropometric and metabolic indices in overweight or obese children and adolescents: a systematic review and meta-analysis, Complementary Therapies in Medicine (2019), https://doi.org/10.1016/j.ctim.2019.05.008 This is a PDF ﬁle of an unedited manuscrip"
