evidence_id,source_database,source_accession,title,intervention_component,suggested_intervention,suggested_duration,suggested_cfu,suggested_dose,final_species,final_strain,final_total_CFU_per_day,final_log10_CFU_per_day,final_prebiotic_type,final_prebiotic_dose_g_day,final_duration_weeks,final_dosage_form,reviewer,review_status,reviewer_note
PMID:23657005,PubMed,23657005,"Transglucosidase improves the gut microbiota profile of type 2 diabetes mellitus patients: a randomized double-blind, placebo-controlled study.",primary_intervention,,12 weeks,,900 mg/day,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40827948,PubMed,40827948,Long-term efficacy of dapagliflozin combined with Bifidobacterium triple viable tablets on metabolic syndrome and gut microbiota in overweight/obese patients with type 2 diabetes.,primary_intervention,,24-week,1.0 x 10^7 CFU,10 mg/day,,,,,,,,,expansion_queue,pending,
PMID:40965226,PubMed,40965226,"Effects of a Probiotic Formulation Based on SF68, Phytosterols, and 6S-5-Methyltetrahydrofolic Acid on Body Composition, Biochemical Parameters, Gut Microbiota, and Gastrointestinal and General Symptoms of Overweight/Obese Subjects: The PrObesity Study.",primary_intervention,,12 weeks,,11 mg; 10.3 mg,,,,,,,,,expansion_queue,pending,
PMID:38233990,PubMed,38233990,Effects of a Cycling versus Running HIIT Program on Fat Mass Loss and Gut Microbiota Composition in Men with Overweight/Obesity.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:28596023,PubMed,28596023,Prebiotics Reduce Body Fat and Alter Intestinal Microbiota in Children Who Are Overweight or With Obesity.,primary_intervention,,16 weeks; 4 weeks; 16-week,,8 g/day,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41599863,PubMed,41599863,"Efficacy and Safety of CKDB-322, a Combination of",primary_intervention,,12-week,1.0 x 10^9 CFU,200 mg,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41870630,PubMed,41870630,Sex-specific differences in salivary microbiota composition and their associations with metabolic health in adults with excess body weight: a secondary cross-sectional analysis.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41884209,PubMed,41884209,Urolithin A: a multi-target therapeutic candidate derived from the gut microbiota for obesity and metabolic dysfunction.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40601234,PubMed,40601234,"Emerging evidence and potential avenues to achieve durable outcomes in patients with obesity: the confluence of nutrition, and Microbiome on body composition.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:40806053,PubMed,40806053,Effect of Polyphenol-Rich Interventions on Gut Microbiota and Inflammatory or Oxidative Stress Markers in Adults Who Are Overweight or Obese: A Systematic Review and Meta-Analysis.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:38498828,PubMed,38498828,Effect of,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:39182247,PubMed,39182247,Examination of sex-specific interactions between gut microbiota and host metabolism after 12-week combined polyphenol supplementation in individuals with overweight or obesity.,primary_intervention,,12-week; 12 weeks,,80 mg,,,,,,,,,expansion_queue,pending,
PMID:39796506,PubMed,39796506,"Role of Increasing Body Mass Index in Gut Barrier Dysfunction, Systemic Inflammation, and Metabolic Dysregulation in Obesity.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:36615904,PubMed,36615904,Effects of Initial Combinations of Gemigliptin Plus Metformin Compared with Glimepiride Plus Metformin on Gut Microbiota and Glucose Regulation in Obese Patients with Type 2 Diabetes: The INTESTINE Study.,primary_intervention,,24 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:37602405,PubMed,37602405,"Short-term changes in dietary fat levels and starch sources affect weight management, glucose and lipid metabolism, and gut microbiota in adult cats.",primary_intervention,,,,50 g,,,,,,,,,expansion_queue,pending,
PMID:35866596,PubMed,35866596,Mild intermittent hypoxia exposure alters gut microbiota composition in men with overweight and obesity.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:31175629,PubMed,31175629,Understanding the Role of the Gut Microbiome and Microbial Metabolites in Obesity and Obesity-Associated Metabolic Disorders: Current Evidence and Perspectives.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40825719,PubMed,40825719,Pediatric metabolic dysfunction-associated steatotic liver disease and the gut microbiome: from research landscape to targeted modulation.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41297880,PubMed,41297880,"The role of the gut non-bacterial microbiome (virome, mycobiome, archaeome) and its impact on obesity.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41522487,PubMed,41522487,"The Gut Microbiota-Insulin Resistance Axis: Mechanisms, Clinical Implications, and Therapeutic Potential.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41750295,PubMed,41750295,Endotoxins and Metabolic Endotoxemia in Obesity and Associated Noncommunicable Diseases: A Focus on Sex Differences.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41762381,PubMed,41762381,Gut Microbiota and Metabolic Health: From Dysbiosis to Therapeutics.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41783752,PubMed,41783752,Gut Microbiota Has the Potential to Improve Sarcopenic Obesity in Menopausal Women by Regulating Estrogen.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41901529,PubMed,41901529,Heart-Gut Axis in Cardiometabolic Disease: Microbiome-Mediated Pathways Linking Metabolic Syndrome to Cardiovascular Risk.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42077461,PubMed,42077461,Faecal microbiota transplantation and glucolipid metabolic disorders: the interventional role of gut microbiota.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42221399,PubMed,42221399,Harnessing Microbiome Therapy to Treat Metabolic Syndrome.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42232906,PubMed,42232906,"From ""spleen governing muscle"" to gut microbiota: mechanisms of sarcopenic obesity in perimenopausal women.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:PMC13032950,publisher supplementary data,PMC13032950,The Role of Gut Microbiota in Postmenopausal Women: Implications for Lipid Metabolism and Targeted Nutritional Interventions,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:41486320,PubMed,41486320,Exploring Paraprobiotics and Postbiotics: A New Frontier in Obesity Treatment via Gut Microbiota Modulation.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:41520880,PubMed,41520880,The role of the gut microbiome in childhood obesity: Mechanistic insights and community-based interventions.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:41711285,PubMed,41711285,Children's gut microbiota predicts the efficacy of obesity treatment.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:41754080,PubMed,41754080,Associations Between Gut Microbiome Enterotypes and Body Weight Change During Whole Milk Consumption.,primary_intervention,,,,400 g/day,,,,,,,,,expansion_queue,pending,
PMID:42243519,PubMed,42243519,"Exercise reprograms the gut microbiota to enhance metabolic outcomes after bariatric surgery: a translational, cross-species study.",primary_intervention,,6-month,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40137132,PubMed,40137132,The Functions of Major Gut Microbiota in Obesity and Type 2 Diabetes.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40877311,PubMed,40877311,Long-term health outcomes in adolescents with obesity treated with faecal microbiota transplantation: 4-year follow-up.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40893881,PubMed,40893881,"Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD): the interplay of gut microbiome, insulin resistance, and diabetes.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40917104,PubMed,40917104,Exploring the Role of the Gut Microbiome Across the Lifespan: Implications for Aging and Metabolic Disorders.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41011021,PubMed,41011021,The Gut Microbiota Axis in Social Jetlag: A Novel Framework for Metabolic Dysfunction and Chronotherapeutic Innovation.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41302164,PubMed,41302164,Probiotics and Phytoantioxidants Target Coronary Endothelial Dysfunction in Irregular Sleep- and Obesity-Associated Cardiometabolic Syndrome.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41373658,PubMed,41373658,Gut Microbiota and Short-Chain Fatty Acids: Key Factors in Pediatric Obesity and Therapeutic Targets.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41374064,PubMed,41374064,Marine-Algal-Derived Postbiotics Modulating the Gut Microbiota-Adipose Tissue Axis in Obesity: A New Frontier.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:39137936,PubMed,39137936,"An encompassing review of meta-analyses and systematic reviews of the effect of oats on all-cause mortality, cardiovascular risk, diabetes risk, body weight/adiposity and gut health.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:40289103,PubMed,40289103,Gut microbiome links obesity to type 2 diabetes: insights from Mendelian randomization.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:40814108,PubMed,40814108,Postbiotics as a novel intervention for obesity management and improving metabolic parameters: a systematic review and meta-analysis of animal studies.,primary_intervention,,8 weeks,,100 mg,,,,,,,,,expansion_queue,pending,
PMID:41450549,PubMed,41450549,"Exploring the interplay between diet, obesity, mental health, and the gut microbiota: the MIND-GUT intervention study, study protocol.",primary_intervention,,12-week,,,,,,,,,,,expansion_queue,pending,
PMID:38828839,PubMed,38828839,Exploring causal effects of gut microbiota and metabolites on body fat percentage using two-sample Mendelian randomization.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:38975363,PubMed,38975363,"Dissecting the association between gut microbiota, body mass index and specific depressive symptoms: a mediation Mendelian randomisation study.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:39033197,PubMed,39033197,Enhancing gut microbiota and microbial function with inulin supplementation in children with obesity.,primary_intervention,,6 months,,,,,,,,,,,expansion_queue,pending,
PMID:39668899,PubMed,39668899,"Gut microbiota, physical activity and/or metabolic markers in healthy individuals - towards new biomarkers of health.",primary_intervention,,3-days,,,,,,,,,,,expansion_queue,pending,
PMID:36674104,PubMed,36674104,Effects of a Diet Containing Sources of Prebiotics and Probiotics and Modification of the Gut Microbiota on the Reduction of Body Fat.,primary_intervention,,3-month; 3 months,,400 g; 100 g; 150 g,,,,,,,,,expansion_queue,pending,
PMID:37083403,PubMed,37083403,Gut Microbiota and Serum Metabolites in Individuals with Class III Obesity Without Type 2 Diabetes Mellitus: Pilot Analysis.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:37602197,PubMed,37602197,Gut microbiome biomarkers in adolescent obesity: a regional study.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:37916149,PubMed,37916149,A specific gut microbiota signature is associated with an enhanced GLP-1 and GLP-2 secretion and improved metabolic control in patients with type 2 diabetes after metabolic Roux-en-Y gastric bypass.,primary_intervention,,12 months,,,,,,,,,,,expansion_queue,pending,
PMID:36615804,PubMed,36615804,"Effects of a Novel Infant Formula on Weight Gain, Body Composition, Safety and Tolerability to Infants: The INNOVA 2020 Study.",primary_intervention,,12 months; 21 days,,,,,,,,,,,expansion_queue,pending,
PMID:31250099,PubMed,31250099,Gut microbiota is associated with adiposity markers and probiotics may impact specific genera.,primary_intervention,,,2 x 10^10 CFU/day,,,,,,,,,,expansion_queue,pending,
PMID:31370223,PubMed,31370223,,primary_intervention,,12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:29568104,PubMed,29568104,Gut-microbiome-related LCT genotype and 2-year changes in body composition and fat distribution: the POUNDS Lost Trial.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:26792677,PubMed,26792677,Microbiota manipulation for weight change.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:27966574,PubMed,27966574,Acute increases in serum colonic short-chain fatty acids elicited by inulin do not increase GLP-1 or PYY responses but may reduce ghrelin in lean and overweight humans.,primary_intervention,,,,75 g; 24 g; 28.2 g,,,,,,,,,expansion_queue,pending,
PMID:28396144,PubMed,28396144,"Supplementation of Diet With Galacto-oligosaccharides Increases Bifidobacteria, but Not Insulin Sensitivity, in Obese Prediabetic Individuals.",primary_intervention,,12 weeks,,15 g,,,,,,,,,expansion_queue,pending,
PMID:24830782,PubMed,24830782,Probiotics during weaning: a follow-up study on effects on body composition and metabolic markers at school age.,primary_intervention,,13 months,,,,,,,,,,,expansion_queue,pending,
PMID:26259892,PubMed,26259892,"Effects of synbiotic on anthropometry, lipid profile and oxidative stress in obese children.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:24299712,PubMed,24299712,Effect of Lactobacillus rhamnosus CGMCC1.3724 supplementation on weight loss and maintenance in obese men and women.,primary_intervention,,24 weeks; 12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:25079040,PubMed,25079040,Effects of probiotic yogurt on fat distribution and gene expression of proinflammatory factors in peripheral blood mononuclear cells in overweight and obese people with or without weight-loss diet.,primary_intervention,,8 weeks; 8-week,,200 g/day,,,,,,,,,expansion_queue,pending,
PMID:23442391,PubMed,23442391,SPRING: an RCT study of probiotics in the prevention of gestational diabetes mellitus in overweight and obese women.,primary_intervention,,16 weeks; 28 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:23510724,PubMed,23510724,Effect of Lactobacillus salivarius Ls-33 on fecal microbiota in obese adolescents.,primary_intervention,,12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:22695039,PubMed,22695039,Probiotics to adolescents with obesity: effects on inflammation and metabolic syndrome.,primary_intervention,,12 weeks; 12-week,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40913714,PubMed,40913714,"Bridging the Gut Microbiota and the Brain, Kidney, and Cardiovascular Health: The Role of Probiotics.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41625558,PubMed,41625558,Obesity-induced cognitive impairment: Underlying mechanisms and therapeutic prospects.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41640966,PubMed,41640966,Fighting the epidemic of pediatric metabolic dysfunction-associated steatotic liver disease: Role of non-invasive diagnostics and early pharmacological intervention.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41677879,PubMed,41677879,Soy and the gut microbiome: a bi-directional relationship shaping nutrition and health.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41692128,PubMed,41692128,Diet and Exercise Interventions in Pediatric Cancer Survivors and Effects on Cardiometabolic Disease Risk and Inflammaging Biomarkers: A Systematic Review.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41718117,PubMed,41718117,"Childhood Obesity: A Multisystem Challenge Linking Hypertension, NAFLD, and Sleep Apnea.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41725786,PubMed,41725786,A Probiotic Nutritional Supplement Improves Glycemic Control and Biomarkers of Metabolic Syndrome in Patients With Type 2 Diabetes Mellitus.,primary_intervention,,6 weeks,,2 capsules,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41788191,PubMed,41788191,Causal Effects of Yogurt Intake on Gut Microbiota: A European Mendelian Randomization Study.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41799504,PubMed,41799504,The Role of the Gut Microbiome in Clinical Outcomes of Colorectal Cancer: A Systematic Review (2020-2025).,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41834856,PubMed,41834856,The role of Western diet and gut microbiota in the pathogenesis of cardiovascular diseases.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41869364,PubMed,41869364,Psoriasis: microbiome dysbiosis and pathogenic mechanisms.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41898712,PubMed,41898712,"GLP-1 Receptor Agonists at the Crossroads of Circadian Biology, Sleep, and Metabolic Disease.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41901072,PubMed,41901072,Linking Obesity and Depression Through the Gut-Brain Axis: The Impact of Short-Chain Fatty Acids and Inflammation.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41960437,PubMed,41960437,Unveiling the gut: microbiota and derived metabolites' role in the rising tide of precocious puberty.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42051455,PubMed,42051455,Gut microbiome dysbiosis in PCOS: from pathogenesis to microbiome-targeted therapies.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42063761,PubMed,42063761,"Interplay between circadian rhythms, gut microbiota, and MASLD: from mechanistic foundations to therapeutic opportunities.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42123927,PubMed,42123927,The Role of Microbiome and Diet on Disease Activity and Immune-Inflammatory Status in Rheumatoid Arthritis.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42133449,PubMed,42133449,Parental microbiome programming of early-life neurodevelopment: multi-niche contributions through the microbiome-gut-brain axis.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42180565,PubMed,42180565,"Gestational constipation and the gut microbiota: mechanisms, interventions, and implications for maternal and offspring health.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42196504,PubMed,42196504,Current Understanding of Probiotic Strains and Immune Function: From Gut Microbiota to Systemic Immunity.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42196944,PubMed,42196944,The Gut Microbiota-Polyphenol-NLRP3 Inflammasome Axis: A Key Regulatory Network Linking Diet to Chronic Inflammation.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42198214,PubMed,42198214,Edible Plant-Derived Exosome-like Nanoparticles as Prebiotic Nanocarriers: Gut Microbiota Modulation and Functional Food Potential.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42228606,PubMed,42228606,Microbial shifts in early life: the pediatric gut microbiome and its role in health and disease.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:PMC12938230,publisher supplementary data,PMC12938230,"Interplay of Microbiome, Oxidative Stress and Inflammation in Health and Disease",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:PMC12942818,publisher supplementary data,PMC12942818,Early-Life β-Lactam Exposure and the Developing Microbiome: Clinical Relevance and Controversies,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:PMC13093847,publisher supplementary data,PMC13093847,"Obesity and Natural Products: Mechanisms, Therapeutic Potential, and Future Directions",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:38341803,PubMed,38341803,The effect of oral synbiotics on the gut microbiota and inflammatory biomarkers in healthy adults: a systematic review and meta-analysis.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:39958467,PubMed,39958467,Synbiotics and Gut-Heart Axis in Cardiometabolic Disease.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40362809,PubMed,40362809,Small Intestinal Bacterial Overgrowth and Pediatric Obesity-A Systematic Review.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40362845,PubMed,40362845,The Influences of Oral Probiotics on the Immunometabolic Response During Pregnancy and Lactation: A Systematic Review.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40572244,PubMed,40572244,Modulating the Gut-Muscle Axis: Increasing SCFA-Producing Gut Microbiota Commensals and Decreasing Endotoxin Production to Mitigate Cancer Cachexia.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40573072,PubMed,40573072,Kidney-Gut Axis in Chronic Kidney Disease: Therapeutic Perspectives from Microbiota Modulation and Nutrition.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40606926,PubMed,40606926,"Gut microbiota in non-alcoholic fatty liver disease: Pathophysiology, diagnosis, and therapeutics.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40649724,PubMed,40649724,Gut Microbiota and Liver Health: Meta-Analysis of,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40650397,PubMed,40650397,The Genetic Blueprint of Obesity: From Pathogenesis to Novel Therapies.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40732011,PubMed,40732011,Microbiota-A Rescuing Modulator in Children Struggling with Functional Constipation.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40832705,PubMed,40832705,"Evolution of multidisciplinary obesity treatments: past, present, and future role of nutrition.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40861487,PubMed,40861487,Microbiota and enteric nervous system crosstalk in diabetic gastroenteropathy: bridging mechanistic insights to microbiome-based therapies.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40895298,PubMed,40895298,Meta-analysis of probiotic metabolites in the prevention of gestational weight gain and postpartum weight retention.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40943409,PubMed,40943409,"Gut Microbiota-Derived Metabolites in Atherosclerosis: Pathways, Biomarkers, and Targets.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41002774,PubMed,41002774,Effects of Dietary and Probiotic Interventions in Patients with Metabolic Syndrome and Obstructive Sleep Apnea.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41063745,PubMed,41063745,Synergistic Effects of Bioactive Compounds on Human Adiposity Mechanisms of Fat Loss and Fat Accumulation.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41103651,PubMed,41103651,"Insulin resistance, metabolic syndrome and polycystic ovaries: an intriguing conundrum.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41228392,PubMed,41228392,Nutrition and Gut Microbiome in the Prevention of Food Allergy.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41323139,PubMed,41323139,Diet and nutrition key factors for oral microbiota composition: a systematic review.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41346361,PubMed,41346361,Effect of probiotic-derived metabolites on hormonal and metabolic profiles in women with polycystic ovary syndrome: a systematic review and meta-analysis.,primary_intervention,,8 weeks,,3.2 mg,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41373754,PubMed,41373754,,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41377049,PubMed,41377049,"Gut microbiota dysbiosis in polycystic ovary syndrome: focus on diet, probiotics, and traditional Chinese medicine.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41624190,PubMed,41624190,Diet type and the oral microbiome.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:40388727,PubMed,40388727,Causal relationship between metabolic dysfunction-associated fatty liver disease and endotoxin biomarkers: A Mendelian randomization study.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:40783766,PubMed,40783766,"Distinct gut microbiota profiles and network properties in older Korean individuals with subjective cognitive decline, mild cognitive impairment, and Alzheimer's disease.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:39649015,PubMed,39649015,Impact of Probiotics and Prebiotics on Gut Microbiome and Hormonal Regulation.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:38769692,PubMed,38769692,"Impact of nocturnal hypoxia on glycaemic control, appetite, gut microbiota and inflammation in adults with type 2 diabetes mellitus: A single-blind cross-over trial.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:37016727,PubMed,37016727,The gut microbiome and regional fat distribution: Findings from the Baltimore Longitudinal Study of Aging.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:37630855,PubMed,37630855,Toward Precision Weight-Loss Dietary Interventions: Findings from the POUNDS Lost Trial.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:37807018,PubMed,37807018,Consumption of yacon flour and energy-restricted diet increased the relative abundance of intestinal bacteria in obese adults.,primary_intervention,,6-week,,25 g,,,,,,,,,expansion_queue,pending,
PMID:34535959,PubMed,34535959,Gut barrier and microbiota changes with glycine and branched-chain amino acid supplementation in chronic haemodialysis patients.,primary_intervention,,4 months; 1 month,,38 g; 1 g; 7 g,,,,,,,,,expansion_queue,pending,
PMID:32472285,PubMed,32472285,"Probiotics, Prebiotics, Synbiotics, Postbiotics, and Obesity: Current Evidence, Controversies, and Perspectives.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:31752378,PubMed,31752378,Role of Probiotics in Non-alcoholic Fatty Liver Disease: Does Gut Microbiota Matter?,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:29954454,PubMed,29954454,Probiotic Bifidobacterium strains and galactooligosaccharides improve intestinal barrier function in obese adults but show no synergism when used together as synbiotics.,primary_intervention,,3 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:30400274,PubMed,30400274,Potential Prebiotic Properties of Nuts and Edible Seeds and Their Relationship to Obesity.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:26843076,PubMed,26843076,Microbial transmission from mothers with obesity or diabetes to infants: an innovative opportunity to interrupt a vicious cycle.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:24969566,PubMed,24969566,Inulin-type fructans modulate intestinal Bifidobacterium species populations and decrease fecal short-chain fatty acids in obese women.,primary_intervention,,3 months,,16 g/day,,,,,,,,,expansion_queue,pending,
PMID:25809828,PubMed,25809828,Urinary (1)H-NMR-based metabolic profiling of children with NAFLD undergoing VSL#3 treatment.,primary_intervention,,4 months,,,,,,,,,,,expansion_queue,pending,
PMID:25830947,PubMed,25830947,Impact of probiotics during weaning on the metabolic and inflammatory profile: follow-up at school age.,primary_intervention,,13 months,,,,,,,,,,,expansion_queue,pending,
PMID:26084343,PubMed,26084343,Intake of Lactobacillus reuteri improves incretin and insulin secretion in glucose-tolerant humans: a proof of concept.,primary_intervention,,4 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:26413489,PubMed,26413489,Early probiotics to prevent childhood metabolic syndrome: A systematic review.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:24532292,PubMed,24532292,"Influence of diet on gut microbiota, inflammation and type 2 diabetes mellitus. First experience with macrobiotic Ma-Pi 2 diet.",primary_intervention,,21-day,,,,,,,,,,,expansion_queue,pending,
PMID:21505361,PubMed,21505361,Effects of Lactobacillus rhamnosus strain GG in pediatric obesity-related liver disease.,primary_intervention,,8 weeks,,,,,,,,,,,expansion_queue,pending,
