evidence_id,source_database,source_accession,title,intervention_component,suggested_intervention,suggested_duration,suggested_cfu,suggested_dose,final_species,final_strain,final_total_CFU_per_day,final_log10_CFU_per_day,final_prebiotic_type,final_prebiotic_dose_g_day,final_duration_weeks,final_dosage_form,reviewer,review_status,reviewer_note,pdf_source_file,pdf_match_score,pdf_pages,pdf_intervention_terms,pdf_duration_terms,pdf_cfu_terms,pdf_sample_size_terms,pdf_outcome_terms,pdf_text_excerpt,pdf_deep_species_strain_terms,pdf_deep_strain_codes,pdf_deep_dose_terms,pdf_deep_duration_terms,pdf_deep_sample_size_terms,pdf_deep_design_terms,pdf_deep_dosage_form_terms,pdf_deep_p_value_terms,pdf_deep_numeric_value_terms,pdf_deep_result_snippets,pdf_deep_methods_excerpt,pdf_deep_extraction_status,pdf_deep_error,download_deep_species_strain_terms,download_deep_strain_codes,download_deep_dose_terms,download_deep_duration_terms,download_deep_sample_size_terms,download_deep_design_terms,download_deep_dosage_form_terms,download_deep_p_value_terms,download_deep_numeric_value_terms,download_deep_result_snippets,download_deep_methods_excerpt,download_deep_extraction_status,download_deep_error,second_pass_source_file,second_pass_match_score,second_pass_pages_total,second_pass_intervention_snippets,second_pass_results_snippets,second_pass_anthropometric_snippets,second_pass_metabolic_snippets,second_pass_microbiome_snippets,second_pass_safety_snippets,second_pass_value_pvalue_candidates,second_pass_table_like_lines,second_pass_arm_terms,second_pass_dose_terms,second_pass_duration_terms,second_pass_sample_terms,second_pass_extraction_status,second_pass_error,priority_gaps_before_third_pass,third_pass_source_status,third_pass_fill_note,third_pass_result_snippets,third_pass_p_values,third_pass_numeric_values,third_pass_dose_terms,third_pass_duration_terms,third_pass_sample_terms,third_pass_nct_enrollment,third_pass_nct_study_design,third_pass_nct_interventions,third_pass_nct_primary_outcomes,third_pass_nct_secondary_outcomes,third_pass_nct_brief_summary
PMID:28792488,PubMed,28792488,Effect of Lactobacillus on body weight and body fat in overweight subjects: a systematic review of randomized controlled clinical trials.,primary_intervention,,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:27810310,PubMed,27810310,"Probiotic With or Without Fiber Controls Body Fat Mass, Associated With Serum Zonulin, in Overweight and Obese Adults-Randomized Controlled Trial.",primary_intervention,,6months,,12g,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT02217579,ClinicalTrials.gov,NCT02217579,Effect of Protein and Prebiotic Fiber Intake on Adiposity in Overweight and Obese Adults,primary_intervention,Protein; Prebiotic fiber; Protein plus prebiotic fiber; Control,12 weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT01004120,ClinicalTrials.gov,NCT01004120,Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults,primary_intervention,Bimuno; Maltodextrin,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT07593170,ClinicalTrials.gov,NCT07593170,AKK Study in Improving Obesity and Metabolic Status in Children and Adolescents,primary_intervention,AKK; Placebo (maltodextrin),,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT07559227,ClinicalTrials.gov,NCT07559227,"Gut, Immune, and Vascular Health in Metabolically Healthy Obesity",primary_intervention,Inulin Supplementation; Maltodextrin (Placebo); High-fat meal,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:41921070,PubMed,41921070,Anti-obesity effects of probiotics beyond BMI: a critical review of human clinical trials.,primary_intervention,,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:41938967,PubMed,41938967,Efficacy of probiotic supplementation for body weight management in overweight and obese adults: a meta-analysis of randomized controlled trials predominantly from East Asia.,primary_intervention,,,1 x 10^10 CFU/day,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:42074987,PubMed,42074987,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Effect of",primary_intervention,,12-week,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:42141362,PubMed,42141362,Effect of Sevelamer and B. longum on Insulin Sensitivity in Participants With Obesity: A Randomized Clinical Trial.,primary_intervention,,4 weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:41814326,PubMed,41814326,Effects of synbiotic supplementation on metabolic profiles in children with obesity: a randomized double-blinded placebo-controlled trial.,primary_intervention,,3 months; 3-month,,10 g,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:42120725,PubMed,42120725,Pasteurized Akkermansia muciniphila Muc,primary_intervention,,8-week; 24-week,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:41524907,PubMed,41524907,A multifaceted lifestyle program for weight loss in overweight adults: evidence from a randomised clinical trial.,primary_intervention,,8-week; 8 weeks; 4 weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:41410576,PubMed,41410576,Daily mango (,primary_intervention,,8 weeks,,400 g,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT06780007,ClinicalTrials.gov,NCT06780007,Weight Loss Effect of Akkermansia Muciniphila in Obese Patients,primary_intervention,Probiotic; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT07515443,ClinicalTrials.gov,NCT07515443,The Effects of a Commercially Available Synbiotic on the Gut Microbiome and Cardiometabolic Health: A Randomized Double-Blind Placebo-Controlled Trial,primary_intervention,Synbiotic; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:40987620,PubMed,40987620,Can pre-/pro and synbiotics affect cardiovascular risk factors in children and adolescence with overweight and obesity? A grade-assessed systematic review and meta-analysis of randomized controlled trials.,primary_intervention,,,,0.27 mg; 0.73 mg; 0.99 mg; 0.24 mg; 1.04 mg,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:40066582,PubMed,40066582,"Effects of probiotic supplementation on blood lipids ın hypercholesterolemic obese patients: a randomized, double-blind, placebo-controlled pilot trial.",primary_intervention,,8 weeks; 8-week,1.5 x 10^9 CFU,31.00 mg,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:39842252,PubMed,39842252,"Effect of caloric restriction with probiotic supplementation on body composition, quality of life, and psychobiological factors of obese men: A randomized, double-blinded placebo-controlled clinical trial.",primary_intervention,,12 weeks,,1 g,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:39981988,PubMed,39981988,"Nutraceutical Blends Promote Weight Loss, Inflammation Reduction, and Better Sleep: The Role of Faecalibacterium prausnitzii in Overweight Adults-A Double-Blind Trial.",primary_intervention,,90 days,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:40902730,PubMed,40902730,Can Probiotics Influence Adaptive Thermogenesis Induced by Continuous Energy Restriction after a 12-Week Intervention in Adult Males Living with Obesity? A Secondary Analysis of a Randomized Clinical Trial (São Paulo Clinical Study of Obesity and Intestinal Microbiota).,primary_intervention,,12-Week,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT06710106,ClinicalTrials.gov,NCT06710106,Effect of a Low-calorie Diet With a Prebiotic Supplement on Health of Overweight-obese Subjects.,primary_intervention,Prebiotic + hypocaloric diet; Placebo + hypocaloric diet,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT06305650,ClinicalTrials.gov,NCT06305650,Probiotic Influence on Obesity-Related Lipidemia,primary_intervention,Probiotic,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT05949255,ClinicalTrials.gov,NCT05949255,Probiotics and Insulin Resistance in Obese Asthmatics,primary_intervention,Probiotic; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT06213480,ClinicalTrials.gov,NCT06213480,Next-Generation Synbiotic in Individuals With Overweight or Obesity,primary_intervention,Synbiotic Group; Placebo Group,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:38999802,PubMed,38999802,"Preoperative Multistrain Probiotic Supplementation Does Not Affect Body Weight Changes or Cardiometabolic Risk Factors in Bariatrics: Randomized, Double-Blind, Placebo-Controlled Clinical Trial.",primary_intervention,,12-week; 6 months,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:39594072,PubMed,39594072,Modulation of Serum Metabolic Profiles by,primary_intervention,,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:39574069,PubMed,39574069,Strategic interventions in clinical randomized trials for metabolic dysfunction-associated steatotic liver disease (MASLD) and obesity in the pediatric population: a systematic review with meta-analysis and bibliometric analysis.,primary_intervention,,3 months,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:39117856,PubMed,39117856,"Effects of Probiotic Supplementation Added to a Weight Loss Program on Anthropometric Measures, Body Composition, Eating Behavior, and Related Hormone Levels in Patients with Food Addiction and Weight Regain After Bariatric Surgery: A Randomized Clinical Trial.",primary_intervention,,12 weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:39298907,PubMed,39298907,"The effect of microbiome-modulating therapeutics on glucose homeostasis in metabolic syndrome: A systematic review, meta-analysis, and meta-regression of clinical trials.",primary_intervention,,,,4.03 mg,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT06030999,ClinicalTrials.gov,NCT06030999,The Prevention And Treatment On Obesity And Weight Management By Oral Supplementation Of Probiotics And Prebiotics,primary_intervention,Study product A (Wonderlab wonder4shape); Study product B (Wonderlab wonder4shape); Study product C (placebo),,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT07492485,ClinicalTrials.gov,NCT07492485,Precision Nutrition Recommendations Generated by Metataxonomic Microbiome Testing Improve Food Group Choices and Intestinal Health Indicators in an Obese Population in Colombia,primary_intervention,Personalized dietary recommendations,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT07448220,ClinicalTrials.gov,NCT07448220,Study on the Efficacy of Probiotics in the Treatment of Childhood Obesity and Their Effects on Gut Microbiota,primary_intervention,Probiotic; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT06035718,ClinicalTrials.gov,NCT06035718,Effect of Transcranial Direct Current Stimulation (tDCS) and Probiotic Supplementation in Overweight Adults,primary_intervention,Probiotic Blend Capsule; tDCS; Sham tDCS,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:37929031,PubMed,37929031,Ameliorating effects of L-carnitine and synbiotic co-supplementation on anthropometric measures and cardiometabolic traits in women with obesity: a randomized controlled clinical trial.,primary_intervention,,8 weeks,,500 mg/day; 1 capsule/day,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:37875559,PubMed,37875559,"Evaluating probiotic efficacy on weight loss in adults with overweight through a double-blind, placebo-controlled randomized trial.",primary_intervention,,3-month; 3 months; 90 days,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:37239916,PubMed,37239916,"Potential Modulation of Inflammation and Physical Function by Combined Probiotics, Omega-3 Supplementation and Vitamin D Supplementation in Overweight/Obese Patients with Chronic Low-Grade Inflammation: A Randomized, Placebo-Controlled Trial.",primary_intervention,,8 weeks,,10 mg; 640 mg,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT05002153,ClinicalTrials.gov,NCT05002153,The Role of Microbiome in Recurrent Obesity,primary_intervention,Fecal microbiota transplantation (FMT); Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:35845797,PubMed,35845797,"Effects of Multispecies Synbiotic Supplementation on Anthropometric Measurements, Glucose and Lipid Parameters in Children With Exogenous Obesity: A Randomized, Double Blind, Placebo-Controlled Clinical Trial (Probesity-2 Trial).",primary_intervention,,12 weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:35264213,PubMed,35264213,The effects of the Green-Mediterranean diet on cardiometabolic health are linked to gut microbiome modifications: a randomized controlled trial.,primary_intervention,,,,28g/day,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:35807808,PubMed,35807808,Prolonged Isolated Soluble Dietary Fibre Supplementation in Overweight and Obese Patients: A Systematic Review with Meta-Analysis of Randomised Controlled Trials.,primary_intervention,,12 weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT05459909,ClinicalTrials.gov,NCT05459909,The Effect of Synbiotic and Diet Modification Among Overweight or Obese Hong Kong Chinese,primary_intervention,Synbiotic supplementation; Dietary intervention,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT05664321,ClinicalTrials.gov,NCT05664321,Influence of Adiposity and Other Factors on the Gut Microbiota Composition,primary_intervention,"Observational, case-control study",,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:31780038,PubMed,31780038,Clinical and psychological responses to synbiotic supplementation in obese or overweight adults: A randomized clinical trial.,primary_intervention,,8 weeks,,500 mg,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:31162597,PubMed,31162597,Glucose- and Lipid-Related Biomarkers Are Affected in Healthy Obese or Hyperglycemic Adults Consuming a Whole-Grain Pasta Enriched in Prebiotics and Probiotics: A 12-Week Randomized Controlled Trial.,primary_intervention,,12-Week,,100 mg,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:30924853,PubMed,30924853,Effects of oral supplementation with probiotics or synbiotics in overweight and obese adults: a systematic review and meta-analyses of randomized trials.,primary_intervention,,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT03477916,ClinicalTrials.gov,NCT03477916,Fecal Microbial Transplantation and Fiber Supplementation in Participants With Obesity and Metabolic Syndrome.,primary_intervention,FMT; Placebo FMT; Prebiotic Fiber; Cellulose,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT04042181,ClinicalTrials.gov,NCT04042181,"The Effects of Supplementation of a Probiotic, B. Longum, on BMI and Anthropometric Outcomes in Overweight/Obese Adults.",primary_intervention,Placebo; Bifidobacterium longum,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT02958644,ClinicalTrials.gov,NCT02958644,Effect of Synbiotic Supplement on the Body Mass Index of Participants With Severe Obesity,primary_intervention,Synbiotics; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT03266055,ClinicalTrials.gov,NCT03266055,Effects of Blueberry on Gut Microbiota and Metabolic Syndrome,primary_intervention,"50 g of blueberry powder, taken daily for 8 weeks; 50g of placebo blueberry powder, taken daily for 8 weeks",8 weeks,,50 g; 50g,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT03135041,ClinicalTrials.gov,NCT03135041,The Effect of Prebiotic Fibres on Weight Loss in an Overweight and Obese Population,primary_intervention,Fiber-containing dietary supplement; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT03883191,ClinicalTrials.gov,NCT03883191,Effect of a Three Combined Probiotics Supplementation on Weight Loss in Obese/Overweight Children,primary_intervention,"L. rhamnosus bv-77, B. animalis subsp. lactis CP-9 and L. salivarius AP-32 mix probiotics powder; Placebo",,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT03287726,ClinicalTrials.gov,NCT03287726,What is the Impact of Probiotics on Weight Loss Maintenance in Individuals With Obesity?,primary_intervention,probiotics; placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT02127125,ClinicalTrials.gov,NCT02127125,Mechanism of Microbiome-induced Insulin Resistance in Humans (Aim2),primary_intervention,Maltodextrin; Synbiotic; Sevelamer,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:24184299,PubMed,24184299,A randomized triple-masked controlled trial on the effects of synbiotics on inflammation markers in overweight children.,primary_intervention,,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT01870544,ClinicalTrials.gov,NCT01870544,"Does Weight Loss Surgery and Probiotic Supplementation Lead to a ""Lean"" Gut Microbiota?",primary_intervention,Lactobacillus Rhamnosus GG; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT05671731,ClinicalTrials.gov,NCT05671731,Combining Prebiotic and Diet/Physical Activity Educational Program Effects on Body Composition and Intestinal Microbiota in Children,primary_intervention,Beneo Synergy 1; Project FUN,12 weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT01650025,ClinicalTrials.gov,NCT01650025,"Effects of VSL#3 on Metabolic, Endocrine, Lipidomic and Inflammatory Parameters of Pediatric Patients With BMI>90°",primary_intervention,VSL#3 active probiotic; VSL#3 placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT00522353,ClinicalTrials.gov,NCT00522353,Prebiotic Fiber as a Modifier of Satiety Hormones and Body Weight in Overweight and Obese Adults,primary_intervention,Oligofructose; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT07565675,ClinicalTrials.gov,NCT07565675,The BALANCE Study - Improving Glucose Control Through Prebiotic Gut Health Drink in Postmenopausal Women,primary_intervention,ió everyday (a prebiotic- enriched gut health drink containing inulin); Placebo Comparator,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT07400367,ClinicalTrials.gov,NCT07400367,"Impact of a Probiotic Supplementation With Lifestyle Modification on Liver Steatosis, Fibrosis, and Metabolic Health in Patients With Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD)",primary_intervention,Probiotic product; Life style modification; placebo,12 weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT07386795,ClinicalTrials.gov,NCT07386795,The Efficacy and Safety of Microbiota Transplantation Combined With Prebiotics for Treatment of Functional Constipation,primary_intervention,FMT,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:42091844,PubMed,42091844,"Probiotic Effect on Quality of Life, Bowel Habits and Weight Loss after Different Types of Bariatric Surgeries, a Randomized Controlled Trial.",primary_intervention,,6-month; 6 months; 1 month; 3 months,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:10.21203/rs.3.rs-8449196/v1,publisher supplementary data,10.21203/rs.3.rs-8449196/v1,"Probiotic Effect on Quality of Life, Bowel Habits and Weight Loss after Different Types of Bariatric Surgeries, a Randomized Controlled Trial",primary_intervention,,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:42052391,PubMed,42052391,Distinct effects of a dairy probiotic drink and physical exercise on gut microbiota in pediatric acute lymphoblastic leukemia patients in remission: a randomized clinical trial.,primary_intervention,,8-week,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:41776555,PubMed,41776555,"Gut microbiota, a new approach to management of polycystic ovary syndrome: a systematic review, meta-analysis and meta-evidence of 26 randomized controlled trials.",primary_intervention,,8 weeks; 24 weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:42105359,PubMed,42105359,Monounsaturated Fatty Acid-Rich Foods and Gut Microbiota Composition: A Systematic Review of In Vivo Studies and Randomized Clinical Trials.,primary_intervention,,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT07097974,ClinicalTrials.gov,NCT07097974,Evaluation of the Efficacy of the Composite WM Formula in Body Weight Change,primary_intervention,WM formula liquid drink; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT06964932,ClinicalTrials.gov,NCT06964932,Probiotics in Obesity Management,primary_intervention,Probiotc; Placebo,,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT:NCT06815926,ClinicalTrials.gov,NCT06815926,Clinical Trial to Evaluate the Effect of a Probiotic Product on Weight,primary_intervention,Probiotic; Placebo,12-weeks,,,,,,,,,,,auto_prefill,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
