species,genus,category,source,obesity_signal,shap_importance,safety_tier,clinical_evidence,priority_tier,genome_accession,assembly_level,resolved_organism,safety_risk_class,safety_flags,recommended_action,needs_genome_confirmation,bsh_potential,butyrate_scfa_potential,propionate_potential,mucin_interaction,lactate_acetate,metabolic_guild,adverse_mechanism_flag,obesity_mechanism,functional_provenance
Bacteroides_stercoris,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0168,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_000154525.1,Scaffold,Bacteroides stercoris ATCC 43183,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Alistipes_putredinis,Alistipes,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0139,requires_genome_safety_review,screening_only,B_protective_screening,GCF_000154465.1,Scaffold,Alistipes putredinis DSM 17216,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_caccae,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0138,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_018292205.1,Complete Genome,Bacteroides caccae CL03T12C61,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_dorei,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0131,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_013009555.1,Complete Genome,Phocaeicola dorei,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_spiroforme,Clostridium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.013,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_025149465.1,Complete Genome,Thomasclavelia spiroformis DSM 1552,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_ovatus,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0121,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_001314995.1,Complete Genome,Bacteroides ovatus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Enorma_massiliensis,Enorma,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.012,requires_genome_safety_review,screening_only,B_protective_screening,GCF_000311845.1,Scaffold,Enorma massiliensis phI,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Ruminococcus_gnavus,Ruminococcus,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0119,requires_genome_safety_review,screening_only,B_protective_screening,GCF_009831375.1,Complete Genome,Mediterraneibacter gnavus ATCC 29149,elevated_pathogen_or_amr_genus,species_opportunist_concern,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,1,0,mucin_interaction,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Dorea_formicigenerans,Dorea,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0116,requires_genome_safety_review,screening_only,B_protective_screening,GCF_025150245.1,Complete Genome,Dorea formicigenerans,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Roseburia_sp_CAG_309,Roseburia,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0101,requires_genome_safety_lbp,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Erysipelatoclostridium_ramosum,Erysipelatoclostridium,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0092,requires_genome_safety_review,screening_only,B_protective_screening,GCF_016728785.1,Complete Genome,Thomasclavelia ramosa,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_thetaiotaomicron,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0084,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_014131755.1,Complete Genome,Bacteroides thetaiotaomicron,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_galacturonicus,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0084,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_003096855.1,Scaffold,Bacteroides galacturonicus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Victivallis_vadensis,Victivallis,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0084,requires_genome_safety_review,screening_only,B_protective_screening,GCF_003096415.1,Scaffold,Victivallis vadensis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Coprococcus_eutactus,Coprococcus,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0084,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_025149915.1,Complete Genome,Coprococcus eutactus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Parasutterella_excrementihominis,Parasutterella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0083,requires_genome_safety_review,screening_only,B_protective_screening,GCF_000205025.1,Scaffold,Parasutterella excrementihominis YIT 11859,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Parabacteroides_merdae,Parabacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0074,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_900445495.1,Contig,Parabacteroides merdae,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Prevotella_sp_CAG_279,Prevotella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0074,requires_genome_safety_review,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_aldenense,Clostridium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0069,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_052361165.1,Contig,Enterocloster aldenensis,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Odoribacter_splanchnicus,Odoribacter,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0067,requires_genome_safety_review,screening_only,B_protective_screening,GCF_900187175.1,Complete Genome,Odoribacter splanchnicus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Paraprevotella_clara,Paraprevotella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0062,requires_genome_safety_review,screening_only,B_protective_screening,GCF_000233955.1,Scaffold,Paraprevotella clara YIT 11840,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Butyrivibrio_crossotus,Butyrivibrio,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0061,requires_genome_safety_review,screening_only,B_protective_screening,GCF_025148445.1,Complete Genome,Eshraghiella crossota,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_cellulosilyticus,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.006,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_018292125.1,Complete Genome,Bacteroides cellulosilyticus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Desulfovibrio_piger,Desulfovibrio,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0059,requires_genome_safety_review,screening_only,B_protective_screening,GCF_937907355.1,Contig,Desulfovibrio piger,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,sulfate_reducer_H2S_proinflammatory,PRO-INFLAMMATORY metabolite producer (unfavorable - do not supplement),genus-level comparative-genomics prior (NOT de-novo annotation)
Mogibacterium_diversum,Mogibacterium,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0058,requires_genome_safety_review,screening_only,B_protective_screening,GCF_002998925.1,Complete Genome,Mogibacterium diversum,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_salyersiae,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0056,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_031172035.1,Complete Genome,Bacteroides salyersiae,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_citroniae,Clostridium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0041,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_040545455.1,Contig,Enterocloster citroniae,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_siraeum,Eubacterium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.004,requires_genome_safety_lbp,screening_only,B_protective_screening,GCA_025150425.1,Complete Genome,[Eubacterium] siraeum,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Agathobaculum_butyriciproducens,Agathobaculum,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.003,requires_genome_safety_review,screening_only,B_protective_screening,GCF_040093675.1,Contig,Agathobaculum butyriciproducens,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Intestinibacter_bartlettii,Intestinibacter,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.003,requires_genome_safety_review,screening_only,B_protective_screening,GCF_025148965.1,Complete Genome,Intestinibacter bartlettii,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Roseburia_hominis,Roseburia,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0024,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_000225345.1,Complete Genome,Roseburia hominis A2-183,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Ruminococcus_lactaris,Ruminococcus,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0024,requires_genome_safety_review,screening_only,B_protective_screening,GCF_025152405.1,Complete Genome,[Ruminococcus] lactaris ATCC 29176,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,1,0,mucin_interaction,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_faecis,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0024,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_020091505.1,Complete Genome,Bacteroides faecis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Oscillibacter_sp_PC13,Oscillibacter,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0023,requires_genome_safety_review,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_sp_CAG_167,Clostridium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0017,requires_genome_safety_lbp,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Desulfovibrionaceae_bacterium,Desulfovibrionaceae,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0017,requires_genome_safety_review,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,sulfate_reducer_H2S_proinflammatory,PRO-INFLAMMATORY metabolite producer (unfavorable - do not supplement),genus-level comparative-genomics prior (NOT de-novo annotation)
Firmicutes_bacterium_CAG_94,Firmicutes,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0014,requires_genome_safety_review,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_symbiosum,Clostridium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0012,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_040267475.1,Complete Genome,[Clostridium] symbiosum,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Anaerotruncus_colihominis,Anaerotruncus,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0011,requires_genome_safety_review,screening_only,B_protective_screening,GCF_025146135.1,Complete Genome,Anaerotruncus colihominis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Firmicutes_bacterium_CAG_145,Firmicutes,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0009,requires_genome_safety_review,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Gemella_sanguinis,Gemella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0007,requires_genome_safety_review,screening_only,B_protective_screening,GCF_053758955.1,Contig,Gemella sanguinis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Bifidobacterium_bifidum,Bifidobacterium,food_grade_probiotic,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,qps_gras_lower_barrier,screening_only,B_protective_screening,GCF_001025135.1,Complete Genome,Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456,low_qps_history,,lower_barrier; strain-level genome QC still recommended,False,1,0,0,0,2,lactate_acetate,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bifidobacterium_dentium,Bifidobacterium,food_grade_probiotic,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,qps_gras_lower_barrier,screening_only,B_protective_screening,GCF_001042595.1,Complete Genome,Bifidobacterium dentium JCM 1195 = DSM 20436,low_qps_history,,lower_barrier; strain-level genome QC still recommended,False,1,0,0,0,2,lactate_acetate,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Alistipes_onderdonkii,Alistipes,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_review,screening_only,B_protective_screening,GCF_006542645.1,Complete Genome,Alistipes onderdonkii subsp. vulgaris,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_nordii,Bacteroides,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_019930665.1,Complete Genome,Bacteroides nordii,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_asparagiforme,Clostridium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_025149125.1,Complete Genome,[Clostridium] asparagiforme DSM 15981,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Sellimonas_intestinalis,Sellimonas,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_review,screening_only,B_protective_screening,GCF_045061075.1,Complete Genome,Sellimonas intestinalis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Roseburia_sp_CAG_182,Roseburia,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_lbp,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Blautia_hydrogenotrophica,Blautia,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_034356035.1,Complete Genome,Blautia hydrogenotrophica DSM 10507,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_sp_OM08_24,Eubacterium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_lbp,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_sp_CAG_251,Eubacterium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_lbp,screening_only,B_protective_screening,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_lavalense,Clostridium,human_derived_ngp,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_lbp,screening_only,B_protective_screening,GCF_046603895.1,Complete Genome,Enterocloster lavalensis,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Eisenbergiella_massiliensis,Eisenbergiella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_review,screening_only,B_protective_screening,GCF_003435485.1,Scaffold,Eisenbergiella massiliensis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Monoglobus_pectinilyticus,Monoglobus,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_review,screening_only,B_protective_screening,GCF_002874775.1,Chromosome,Monoglobus pectinilyticus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Faecalitalea_cylindroides,Faecalitalea,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_genome_safety_review,screening_only,B_protective_screening,GCF_028321995.1,Scaffold,Faecalitalea cylindroides,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Haemophilus_parainfluenzae,Haemophilus,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.1456,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_016127215.1,Complete Genome,Haemophilus parainfluenzae,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_salivarius,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,depleted_in_obesity_protective,0.0935,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_000253315.1,Complete Genome,Streptococcus salivarius JIM8777,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_parasanguinis,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,enriched_in_obesity,0.0712,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_000164675.2,Complete Genome,Streptococcus parasanguinis ATCC 15912,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_australis,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,depleted_in_obesity_protective,0.0527,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_900476055.1,Complete Genome,Streptococcus australis,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Veillonella_atypica,Veillonella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0513,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_041431435.1,Contig,Veillonella atypica,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Haemophilus_sp_HMSC71H05,Haemophilus,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0407,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,,no_isolate_genome_MAG_or_unresolved,,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
