hypothesis_id,members,n_strains,mechanisms_covered,n_mechanisms,lactate_to_butyrate_crossfeeding,includes_qps_deliverable_anchor,includes_depleted_protective_taxon,design_complementarity_score,predicted_response_score,ranking_type,combination_safety_gate,rationale
MECHCOMBO_073,Bifidobacterium_longum; Lactobacillus_acidophilus; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_074,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Roseburia_intestinalis; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_075,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Roseburia_intestinalis; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_076,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Phascolarctobacterium_faecium; Akkermansia_muciniphila,4,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_077,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Roseburia_intestinalis; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_078,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_079,Bifidobacterium_longum; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_080,Bifidobacterium_longum; Phascolarctobacterium_faecium; Parabacteroides_distasonis; Akkermansia_muciniphila,4,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_081,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Parabacteroides_distasonis; Akkermansia_muciniphila,4,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_082,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_083,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_084,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_085,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_086,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_087,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_088,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_089,Bifidobacterium_longum; Roseburia_intestinalis; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_090,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Phascolarctobacterium_faecium; Akkermansia_muciniphila,4,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_091,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_092,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_093,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_094,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Parabacteroides_distasonis; Akkermansia_muciniphila,4,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_095,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Roseburia_intestinalis; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_096,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Roseburia_intestinalis; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_097,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Roseburia_intestinalis; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_098,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_099,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Roseburia_intestinalis; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_100,Lactobacillus_acidophilus; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_101,Lactobacillus_acidophilus; Roseburia_intestinalis; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_102,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_103,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_104,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_105,Lactobacillus_acidophilus; Roseburia_intestinalis; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_106,Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_107,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Roseburia_intestinalis; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_108,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Roseburia_intestinalis; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_109,Lactobacillus_acidophilus; Phascolarctobacterium_faecium; Parabacteroides_distasonis; Akkermansia_muciniphila,4,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_110,Lactobacillus_acidophilus; Roseburia_intestinalis; Phascolarctobacterium_faecium; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_111,Lactobacillus_acidophilus; Roseburia_intestinalis; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_112,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_113,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_114,Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_115,Bifidobacterium_longum; Lactobacillus_acidophilus; Phascolarctobacterium_faecium; Akkermansia_muciniphila,4,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_116,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_117,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_118,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_119,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_120,Bifidobacterium_longum; Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_121,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_122,Bifidobacterium_longum; Lactobacillus_acidophilus; Roseburia_intestinalis; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_123,Bifidobacterium_longum; Lactobacillus_acidophilus; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_124,Bifidobacterium_longum; Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_125,Bifidobacterium_longum; Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_126,Bifidobacterium_longum; Lactobacillus_acidophilus; Roseburia_intestinalis; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_127,Bifidobacterium_longum; Lactobacillus_acidophilus; Roseburia_intestinalis; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_128,Bifidobacterium_longum; Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_129,Bifidobacterium_longum; Lactobacillus_acidophilus; Parabacteroides_distasonis; Akkermansia_muciniphila,4,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_130,Bifidobacterium_longum; Lactobacillus_acidophilus; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_131,Bifidobacterium_longum; Roseburia_intestinalis; Phascolarctobacterium_faecium; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_132,Bifidobacterium_longum; Roseburia_intestinalis; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_133,Bifidobacterium_longum; Roseburia_intestinalis; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_134,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_135,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_136,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_137,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_138,Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_139,Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_140,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_141,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_142,Lacticaseibacillus_rhamnosus; Phascolarctobacterium_faecium; Parabacteroides_distasonis; Akkermansia_muciniphila,4,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_143,Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Phascolarctobacterium_faecium; Parabacteroides_distasonis,4,butyrate; lactate/BSH; propionate,3,no,yes,yes,5.0,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_144,Bifidobacterium_longum; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_145,Bifidobacterium_longum; Roseburia_intestinalis; Akkermansia_muciniphila,3,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_146,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_147,Bifidobacterium_longum; Phascolarctobacterium_faecium; Akkermansia_muciniphila,3,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_148,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_149,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Parabacteroides_distasonis,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
