rank,members,n_strains,axes,n_axes,diversity_mean,effect_mean_g,propionate_frac,culturability_mean,genus_diversity,spore_frac,composite_v2
418,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_dorei,3,propionate+mucin,2,0.249,0.215,1.0,0.9,0.67,0.0,0.6894
419,Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_dorei,3,propionate+mucin,2,0.244,0.184,1.0,0.85,1.0,0.0,0.6894
420,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.214,0.237,0.75,0.875,0.75,0.25,0.6893
421,Barnesiella_intestinihominis; Alistipes_indistinctus; Bacteroides_dorei; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.21,0.214,0.75,0.837,1.0,0.25,0.6893
422,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.215,0.249,0.6,0.85,1.0,0.4,0.6893
423,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_dorei; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.206,0.202,0.8,0.85,1.0,0.2,0.6893
424,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.218,0.212,0.8,0.86,0.8,0.2,0.6892
425,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_intestinalis,4,propionate+mucin,2,0.274,0.217,0.75,0.85,1.0,0.25,0.6891
426,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.238,0.228,0.6,0.79,1.0,0.4,0.6891
427,Alistipes_putredinis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,3,propionate+butyrate+mucin,3,0.217,0.23,0.67,0.833,1.0,0.33,0.689
428,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii,3,propionate+mucin,2,0.201,0.236,1.0,0.883,1.0,0.0,0.689
429,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.24,0.216,0.6,0.84,1.0,0.4,0.689
430,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_siraeum; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.262,0.22,0.5,0.812,1.0,0.5,0.6889
431,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei,4,propionate+mucin,2,0.237,0.222,1.0,0.875,0.75,0.0,0.6888
432,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.247,0.237,0.5,0.837,1.0,0.5,0.6888
433,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.219,0.245,0.6,0.84,1.0,0.4,0.6887
434,Odoribacter_splanchnicus; Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_intestinalis,4,propionate+mucin,2,0.259,0.199,1.0,0.838,0.75,0.0,0.6887
435,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.233,0.232,0.6,0.8,1.0,0.4,0.6886
436,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_dorei; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.224,0.202,0.8,0.86,0.8,0.2,0.6886
437,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.253,0.228,0.8,0.86,1.0,0.2,0.6886
438,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.233,0.25,0.6,0.86,0.8,0.4,0.6886
439,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Turicibacter_sanguinis,5,propionate+mucin,2,0.276,0.206,0.8,0.8,1.0,0.2,0.6885
440,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_siraeum; Alistipes_indistinctus,4,propionate+mucin,2,0.286,0.205,0.75,0.812,1.0,0.25,0.6884
441,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_intestinalis,5,propionate+mucin,2,0.251,0.227,1.0,0.86,0.6,0.0,0.6883
442,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,4,propionate+butyrate+mucin,3,0.216,0.234,0.75,0.863,0.75,0.25,0.6883
443,Odoribacter_splanchnicus; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,4,propionate+butyrate+mucin,3,0.213,0.211,0.75,0.825,1.0,0.25,0.6883
444,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_dorei,4,propionate+mucin,2,0.281,0.205,0.75,0.85,1.0,0.25,0.6883
445,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.196,0.215,0.8,0.85,1.0,0.2,0.6883
446,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.208,0.249,0.6,0.8,1.0,0.2,0.6883
447,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_dorei; Bacteroides_intestinalis,4,propionate+mucin,2,0.264,0.186,1.0,0.875,0.75,0.0,0.6883
448,Barnesiella_intestinihominis; Alistipes_putredinis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,4,propionate+butyrate+mucin,3,0.207,0.218,0.75,0.825,1.0,0.25,0.6881
449,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_dorei; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.255,0.225,0.5,0.837,1.0,0.5,0.6881
450,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Alistipes_indistinctus; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.257,0.226,0.6,0.8,0.8,0.4,0.6881
451,Odoribacter_splanchnicus; Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_dorei,4,propionate+mucin,2,0.266,0.188,1.0,0.838,0.75,0.0,0.688
452,Alistipes_putredinis; Bacteroides_dorei; Intestinimonas_butyriciproducens,3,propionate+butyrate+mucin,3,0.227,0.214,0.67,0.833,1.0,0.33,0.688
453,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_salyersiae,5,propionate+mucin,2,0.271,0.228,0.8,0.87,0.8,0.2,0.6879
454,Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae,3,propionate+mucin,2,0.231,0.237,1.0,0.9,0.67,0.0,0.6879
455,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_intestinalis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.196,0.214,0.8,0.85,1.0,0.2,0.6877
456,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus,3,propionate+mucin,2,0.288,0.225,0.67,0.817,1.0,0.33,0.6877
457,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei,5,propionate+mucin,2,0.257,0.218,1.0,0.86,0.6,0.0,0.6877
458,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.225,0.235,0.6,0.84,1.0,0.4,0.6876
459,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.228,0.254,0.6,0.87,0.8,0.4,0.6876
460,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_siraeum; Alistipes_indistinctus,5,propionate+mucin,2,0.295,0.204,0.8,0.81,0.8,0.2,0.6874
461,Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.2,0.253,0.75,0.875,0.75,0.25,0.6874
462,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.23,0.255,0.6,0.84,0.8,0.4,0.6873
463,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.2,0.233,0.8,0.86,0.8,0.2,0.6872
464,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_intestinalis; Bacteroides_salyersiae,4,propionate+mucin,2,0.25,0.202,1.0,0.875,0.75,0.0,0.6872
465,Barnesiella_intestinihominis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.227,0.259,0.5,0.85,1.0,0.5,0.6871
466,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.21,0.252,0.6,0.85,1.0,0.4,0.6871
467,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_dorei; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.202,0.204,0.8,0.85,1.0,0.2,0.6871
468,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.231,0.225,0.6,0.84,1.0,0.4,0.687
469,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.234,0.244,0.6,0.87,0.8,0.4,0.687
470,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.241,0.22,0.6,0.79,1.0,0.4,0.6868
471,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.235,0.219,0.6,0.84,1.0,0.4,0.6868
472,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Alistipes_indistinctus,4,propionate+mucin,2,0.3,0.218,0.75,0.812,0.75,0.25,0.6866
473,Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.208,0.241,0.75,0.875,0.75,0.25,0.6866
474,Barnesiella_intestinihominis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Alistipes_indistinctus,4,propionate+mucin,2,0.251,0.244,0.75,0.85,1.0,0.25,0.6866
475,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_cellulosilyticus,3,propionate+mucin,2,0.267,0.243,0.67,0.867,1.0,0.33,0.6865
476,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.249,0.23,0.8,0.86,1.0,0.2,0.6865
477,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,4,propionate+butyrate+mucin,3,0.188,0.237,0.75,0.85,1.0,0.25,0.6865
478,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_dorei; Bacteroides_salyersiae,4,propionate+mucin,2,0.258,0.19,1.0,0.875,0.75,0.0,0.6864
479,Odoribacter_splanchnicus; Eubacterium_eligens; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.233,0.223,0.6,0.83,1.0,0.4,0.6862
480,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.241,0.24,0.5,0.837,1.0,0.5,0.6862
481,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.236,0.224,0.6,0.8,1.0,0.4,0.6862
482,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.236,0.242,0.6,0.86,0.8,0.4,0.6862
483,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_intestinalis,4,propionate+mucin,2,0.277,0.207,0.75,0.85,1.0,0.25,0.6861
484,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.203,0.252,0.6,0.8,1.0,0.2,0.6861
485,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.228,0.229,0.6,0.83,1.0,0.4,0.6861
486,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Alistipes_indistinctus,5,propionate+mucin,2,0.268,0.235,0.8,0.84,0.8,0.2,0.686
487,Barnesiella_intestinihominis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,3,propionate+butyrate+mucin,3,0.222,0.218,0.67,0.833,1.0,0.33,0.686
488,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.199,0.207,0.8,0.85,1.0,0.2,0.686
489,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_intestinalis,5,propionate+mucin,2,0.25,0.219,1.0,0.89,0.6,0.0,0.6859
490,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Intestinimonas_butyriciproducens,3,propionate+butyrate+mucin,3,0.187,0.265,0.67,0.833,1.0,0.33,0.6857
491,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_dorei; Bacteroides_intestinalis,4,propionate+mucin,2,0.258,0.189,1.0,0.875,0.75,0.0,0.6857
492,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.178,0.235,0.8,0.85,1.0,0.2,0.6857
493,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.223,0.256,0.6,0.87,0.8,0.4,0.6855
494,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_dorei,4,propionate+mucin,2,0.285,0.195,0.75,0.85,1.0,0.25,0.6854
495,Alistipes_putredinis; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii,3,propionate+mucin,2,0.194,0.241,1.0,0.883,1.0,0.0,0.6854
496,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_dorei; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.249,0.228,0.5,0.837,1.0,0.5,0.6854
497,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_intestinalis; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.222,0.205,1.0,0.862,1.0,0.0,0.6853
498,Barnesiella_intestinihominis; Alistipes_indistinctus; Bacteroides_salyersiae; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.2,0.22,0.75,0.837,1.0,0.25,0.6852
499,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.204,0.244,0.75,0.875,0.75,0.25,0.6852
500,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.266,0.214,0.75,0.763,1.0,0.0,0.6852
501,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,4,propionate+butyrate+mucin,3,0.21,0.208,0.75,0.825,1.0,0.25,0.6852
502,Barnesiella_intestinihominis; Alistipes_putredinis; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.216,0.216,0.8,0.81,0.8,0.2,0.6851
503,Odoribacter_splanchnicus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,3,propionate+butyrate+mucin,3,0.221,0.216,0.67,0.833,1.0,0.33,0.685
504,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.229,0.247,0.6,0.87,0.8,0.4,0.6849
505,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_salyersiae,4,propionate+mucin,2,0.228,0.229,1.0,0.875,0.75,0.0,0.6847
506,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.213,0.244,0.6,0.85,1.0,0.4,0.6847
507,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_indistinctus; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.234,0.193,1.0,0.825,1.0,0.0,0.6847
508,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.236,0.223,0.6,0.79,1.0,0.4,0.6846
509,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_dorei; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.23,0.193,1.0,0.862,1.0,0.0,0.6846
510,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_intestinalis,3,propionate+mucin,2,0.277,0.227,0.67,0.867,1.0,0.33,0.6846
511,Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.211,0.244,0.8,0.85,0.6,0.2,0.6845
512,Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_intestinalis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.2,0.219,0.75,0.837,1.0,0.25,0.6844
513,Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.222,0.262,0.5,0.85,1.0,0.5,0.6844
514,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_salyersiae,5,propionate+mucin,2,0.249,0.223,1.0,0.86,0.6,0.0,0.6844
515,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Alistipes_indistinctus; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.254,0.194,1.0,0.82,0.8,0.0,0.6844
516,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.204,0.242,0.75,0.875,0.75,0.25,0.6844
517,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.214,0.233,0.8,0.88,0.6,0.2,0.6842
518,Barnesiella_intestinihominis; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.211,0.214,0.8,0.85,0.8,0.2,0.6842
519,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_salyersiae,4,propionate+mucin,2,0.272,0.211,0.75,0.85,1.0,0.25,0.6842
520,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_intestinalis; Bacteroides_salyersiae,4,propionate+mucin,2,0.254,0.192,1.0,0.875,0.75,0.0,0.6842
521,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.232,0.226,0.6,0.8,1.0,0.4,0.6841
522,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_intestinalis,5,propionate+mucin,2,0.261,0.236,0.8,0.87,0.8,0.2,0.6841
523,Odoribacter_splanchnicus; Bacteroides_dorei; Intestinimonas_butyriciproducens,3,propionate+butyrate+mucin,3,0.232,0.2,0.67,0.833,1.0,0.33,0.684
524,Barnesiella_intestinihominis; Eubacterium_eligens; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,4,propionate+butyrate+mucin,3,0.245,0.231,0.5,0.837,1.0,0.5,0.684
525,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_intestinalis,4,propionate+mucin,2,0.227,0.228,1.0,0.875,0.75,0.0,0.6839
526,Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_salyersiae,3,propionate+mucin,2,0.231,0.192,1.0,0.85,1.0,0.0,0.6839
527,Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei; Intestinimonas_butyriciproducens,5,propionate+butyrate+mucin,3,0.217,0.234,0.8,0.85,0.6,0.2,0.6839
528,Barnesiella_intestinihominis; Alistipes_indistinctus; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.217,0.227,0.67,0.8,1.0,0.33,0.6839
529,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_salyersiae,3,propionate+mucin,2,0.236,0.223,1.0,0.9,0.67,0.0,0.6839
530,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_intestinalis,5,propionate+mucin,2,0.249,0.222,1.0,0.86,0.6,0.0,0.6838
531,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.194,0.209,0.8,0.85,1.0,0.2,0.6838
532,Odoribacter_splanchnicus; Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_salyersiae,4,propionate+mucin,2,0.257,0.194,1.0,0.838,0.75,0.0,0.6838
533,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.223,0.23,0.6,0.84,1.0,0.4,0.6837
534,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_eligens; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.231,0.221,0.6,0.83,1.0,0.4,0.6837
535,Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_dorei; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.208,0.207,0.75,0.837,1.0,0.25,0.6837
536,Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.219,0.267,0.5,0.837,1.0,0.5,0.6837
537,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.226,0.249,0.6,0.87,0.8,0.4,0.6837
538,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.211,0.231,0.75,0.875,0.75,0.25,0.6837
539,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_putredinis; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.254,0.2,0.6,0.77,1.0,0.4,0.6836
540,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_dorei,5,propionate+mucin,2,0.267,0.226,0.8,0.87,0.8,0.2,0.6836
541,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_dorei,3,propionate+mucin,2,0.287,0.211,0.67,0.867,1.0,0.33,0.6836
542,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_dorei; Bacteroides_salyersiae,4,propionate+mucin,2,0.262,0.18,1.0,0.875,0.75,0.0,0.6835
543,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis,5,propionate+mucin,2,0.25,0.192,1.0,0.86,0.8,0.0,0.6835
544,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_intestinalis,4,propionate+mucin,2,0.271,0.21,0.75,0.85,1.0,0.25,0.6835
545,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_intestinalis,5,propionate+mucin,2,0.253,0.211,1.0,0.89,0.6,0.0,0.6835
546,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_cellulosilyticus; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.231,0.252,0.75,0.8,1.0,0.0,0.6834
547,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,4,propionate+butyrate+mucin,3,0.176,0.246,0.75,0.862,1.0,0.25,0.6834
548,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,4,propionate+butyrate+mucin,3,0.244,0.23,0.5,0.837,1.0,0.5,0.6832
549,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei,5,propionate+mucin,2,0.255,0.212,1.0,0.86,0.6,0.0,0.6832
550,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei,4,propionate+mucin,2,0.235,0.216,1.0,0.875,0.75,0.0,0.6832
551,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.226,0.248,0.6,0.87,0.8,0.4,0.6831
