combination_id,formulation_blocks,strains,total_strain_count,target_population,source_strain_ids,evidence_summary,evidence_doi_list,evidence_pmid_list,safety_gate,functional_modules,clinical_evidence_score,combination_design_score,synergy_score,split_evidence_penalty,original_formulation_recovery_score,complementarity_score,microbiome_matching_score,predicted_response_score,literature_evidence_score,validation_priority,recommended_prebiotic,notes,predicted_response_probability,response_model_level,response_model_source,response_model_pmids_used
MR3TO5_026,FORM_BB536_MCC1274; FORM_BC99; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Lactobacillus fermentum K8; Lactobacillus fermentum K11; Bifidobacterium breve MCC1274; Bacillus coagulans BC99,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,LF_K7; LF_K8; LF_K11; BB_MCC1274; BC_BC99,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38542727; 40416368,,37447365; 38542727; 40416368,pending_genome_safety_gate,BMI; SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; lipid; microbiome_shift; spore_former; visceral_fat; waist; weight; weight_subgroup,4.59,8.70,9.00,0.45,7.50,9.50,10.00,6.38,4.59,6.57,acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional; none specified,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6382,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38542727; 40416368
MR3TO5_027,FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Lactobacillus fermentum K8; Lactobacillus fermentum K11; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; lipid-risk subgroup,LF_K7; LF_K8; LF_K11; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38999741,,37447365; 38999741,pending_genome_safety_gate,BMI; SCFA_network; body_fat; carbohydrate_utilization; cross_feeding; lipid_metabolism; waist; weight,5.13,8.20,6.90,0.00,10.00,7.50,10.00,6.25,5.13,6.54,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6249,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38999741
MR3TO5_028,FORM_BB536_MCC1274; FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Lactobacillus fermentum K8; Lactobacillus fermentum K11; Bifidobacterium longum BB536; Lacticaseibacillus paracasei BEPC22,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,LF_K7; LF_K8; LF_K11; BL_BB536; LP_BEPC22,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38542727; 38999741,,37447365; 38542727; 38999741,pending_genome_safety_gate,BMI; SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; lipid; lipid_metabolism; visceral_fat; waist; weight,4.53,8.25,9.00,0.90,7.50,9.50,10.00,6.72,4.53,6.49,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6723,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38542727; 38999741
MR3TO5_029,FORM_BB536_MCC1274; FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Lactobacillus fermentum K8; Lactobacillus fermentum K11; Bifidobacterium longum BB536; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,LF_K7; LF_K8; LF_K11; BL_BB536; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38542727; 38999741,,37447365; 38542727; 38999741,pending_genome_safety_gate,BMI; SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; lipid; lipid_metabolism; visceral_fat; waist; weight,4.53,8.25,9.00,0.90,7.50,9.50,10.00,6.72,4.53,6.49,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6723,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38542727; 38999741
MR3TO5_030,FORM_BB536_MCC1274; FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Lactobacillus fermentum K8; Lactobacillus fermentum K11; Bifidobacterium breve MCC1274; Lacticaseibacillus paracasei BEPC22,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,LF_K7; LF_K8; LF_K11; BB_MCC1274; LP_BEPC22,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38542727; 38999741,,37447365; 38542727; 38999741,pending_genome_safety_gate,BMI; SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; lipid; lipid_metabolism; visceral_fat; waist; weight,4.53,8.25,9.00,0.90,7.50,9.50,10.00,6.72,4.53,6.49,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6723,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38542727; 38999741
MR3TO5_031,FORM_BB536_MCC1274; FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Lactobacillus fermentum K8; Lactobacillus fermentum K11; Bifidobacterium breve MCC1274; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,LF_K7; LF_K8; LF_K11; BB_MCC1274; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38542727; 38999741,,37447365; 38542727; 38999741,pending_genome_safety_gate,BMI; SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; lipid; lipid_metabolism; visceral_fat; waist; weight,4.53,8.25,9.00,0.90,7.50,9.50,10.00,6.72,4.53,6.49,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6723,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38542727; 38999741
MR3TO5_032,FORM_B420_LU; FORM_BC99; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Lactobacillus fermentum K8; Lactobacillus fermentum K11; Bifidobacterium animalis subsp. lactis B420; Bacillus coagulans BC99,5,overweight/obesity,LF_K7; LF_K8; LF_K11; BL_B420; BC_BC99,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 27810310; 37447365; 40416368,,27810310; 37447365; 40416368,pending_genome_safety_gate,BMI; SCFA_network; barrier; body_fat; carbohydrate_utilization; fiber_response; microbiome_shift; spore_former; waist; weight; weight_subgroup,4.94,8.11,6.20,0.00,7.50,9.50,10.00,6.08,4.94,6.39,acacia gum optional; probiotic arm strongest without synbiotic advantage; none specified; polydextrose/Litesse Ultra,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6084,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,27810310; 37447365; 40416368
MR3TO5_033,FORM_BB536_MCC1274; FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Bifidobacterium longum BB536; Bifidobacterium breve MCC1274; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,LF_K7; BL_BB536; BB_MCC1274; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38542727; 38999741,,37447365; 38542727; 38999741,pending_genome_safety_gate,BMI; SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; lipid; lipid_metabolism; visceral_fat; waist; weight,2.96,9.46,9.70,0.45,10.00,10.00,10.00,6.72,2.96,6.36,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6723,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38542727; 38999741
MR3TO5_034,FORM_BB536_MCC1274; FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K8; Bifidobacterium longum BB536; Bifidobacterium breve MCC1274; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,LF_K8; BL_BB536; BB_MCC1274; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38542727; 38999741,,37447365; 38542727; 38999741,pending_genome_safety_gate,BMI; SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; lipid; lipid_metabolism; visceral_fat; waist; weight,2.96,9.46,9.70,0.45,10.00,10.00,10.00,6.72,2.96,6.36,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6723,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38542727; 38999741
MR3TO5_035,FORM_BB536_MCC1274; FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K11; Bifidobacterium longum BB536; Bifidobacterium breve MCC1274; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,LF_K11; BL_BB536; BB_MCC1274; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38542727; 38999741,,37447365; 38542727; 38999741,pending_genome_safety_gate,BMI; SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; lipid; lipid_metabolism; visceral_fat; waist; weight,2.96,9.46,9.70,0.45,10.00,10.00,10.00,6.72,2.96,6.36,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6723,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38542727; 38999741
MR3TO5_036,FORM_BB536_MCC1274; FORM_BN202M; FORM_IDCC4301,Bifidobacterium lactis IDCC 4301; Bifidobacterium longum BB536; Bifidobacterium breve MCC1274; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,BL_IDCC4301; BL_BB536; BB_MCC1274; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 38542727; 38999741; 39051504,,38542727; 38999741; 39051504,pending_genome_safety_gate,SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; lipid; lipid_metabolism; visceral_fat,3.55,9.73,9.70,0.00,10.00,9.50,10.00,5.67,3.55,6.35,FOS/GOS optional; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.5671,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,38542727; 38999741; 39051504
MR3TO5_037,FORM_B420_LU; FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Lactobacillus fermentum K8; Lactobacillus fermentum K11; Bifidobacterium animalis subsp. lactis B420; Lacticaseibacillus paracasei BEPC22,5,overweight/obesity; lipid-risk subgroup,LF_K7; LF_K8; LF_K11; BL_B420; LP_BEPC22,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 27810310; 37447365; 38999741,,27810310; 37447365; 38999741,pending_genome_safety_gate,BMI; SCFA_network; barrier; body_fat; carbohydrate_utilization; cross_feeding; fiber_response; lipid_metabolism; waist; weight,4.88,7.66,6.20,0.45,7.50,9.50,10.00,6.42,4.88,6.32,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; polydextrose/Litesse Ultra,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6425,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,27810310; 37447365; 38999741
MR3TO5_038,FORM_B420_LU; FORM_BN202M; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Lactobacillus fermentum K8; Lactobacillus fermentum K11; Bifidobacterium animalis subsp. lactis B420; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; lipid-risk subgroup,LF_K7; LF_K8; LF_K11; BL_B420; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 27810310; 37447365; 38999741,,27810310; 37447365; 38999741,pending_genome_safety_gate,BMI; SCFA_network; barrier; body_fat; carbohydrate_utilization; cross_feeding; fiber_response; lipid_metabolism; waist; weight,4.88,7.66,6.20,0.45,7.50,9.50,10.00,6.42,4.88,6.32,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; polydextrose/Litesse Ultra,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6425,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,27810310; 37447365; 38999741
MR3TO5_039,FORM_BBR60; FORM_BN202M; FORM_IDCC4301; FORM_LF_K7_K8_K11,Lactobacillus fermentum K7; Bifidobacterium lactis IDCC 4301; Bifidobacterium breve BBr60; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; lipid-risk subgroup; glucose-risk subgroup,LF_K7; BL_IDCC4301; BB_BBr60; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38999741; 39051504; 39456659,,37447365; 38999741; 39051504; 39456659,pending_genome_safety_gate,BMI; SCFA_network; amino_acid_metabolism; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; glucose; lipid; lipid_metabolism; waist; weight,3.36,9.12,9.80,0.45,7.50,10.00,10.00,6.43,3.36,6.30,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6435,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38999741; 39051504; 39456659
MR3TO5_040,FORM_BBR60; FORM_BN202M; FORM_IDCC4301; FORM_LF_K7_K8_K11,Lactobacillus fermentum K8; Bifidobacterium lactis IDCC 4301; Bifidobacterium breve BBr60; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; lipid-risk subgroup; glucose-risk subgroup,LF_K8; BL_IDCC4301; BB_BBr60; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38999741; 39051504; 39456659,,37447365; 38999741; 39051504; 39456659,pending_genome_safety_gate,BMI; SCFA_network; amino_acid_metabolism; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; glucose; lipid; lipid_metabolism; waist; weight,3.36,9.12,9.80,0.45,7.50,10.00,10.00,6.43,3.36,6.30,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6435,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38999741; 39051504; 39456659
MR3TO5_041,FORM_BBR60; FORM_BN202M; FORM_IDCC4301; FORM_LF_K7_K8_K11,Lactobacillus fermentum K11; Bifidobacterium lactis IDCC 4301; Bifidobacterium breve BBr60; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; lipid-risk subgroup; glucose-risk subgroup,LF_K11; BL_IDCC4301; BB_BBr60; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 37447365; 38999741; 39051504; 39456659,,37447365; 38999741; 39051504; 39456659,pending_genome_safety_gate,BMI; SCFA_network; amino_acid_metabolism; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; glucose; lipid; lipid_metabolism; waist; weight,3.36,9.12,9.80,0.45,7.50,10.00,10.00,6.43,3.36,6.30,FOS/GOS optional; acacia gum optional; probiotic arm strongest without synbiotic advantage; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.6435,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,37447365; 38999741; 39051504; 39456659
MR3TO5_042,FORM_BB536_MCC1274; FORM_BBR60; FORM_BN202M,Bifidobacterium longum BB536; Bifidobacterium breve MCC1274; Bifidobacterium breve BBr60; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup; glucose-risk subgroup,BL_BB536; BB_MCC1274; BB_BBr60; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 38542727; 38999741; 39456659,,38542727; 38999741; 39456659,pending_genome_safety_gate,amino_acid_metabolism; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; glucose; lipid; lipid_metabolism; visceral_fat; weight,3.31,9.52,9.00,0.00,10.00,9.50,10.00,5.81,3.31,6.23,FOS/GOS optional; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.5813,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,38542727; 38999741; 39456659
MR3TO5_043,FORM_B420_LU; FORM_BB536_MCC1274; FORM_BN202M,Bifidobacterium longum BB536; Bifidobacterium breve MCC1274; Bifidobacterium animalis subsp. lactis B420; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup,BL_BB536; BB_MCC1274; BL_B420; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 27810310; 38542727; 38999741,,27810310; 38542727; 38999741,pending_genome_safety_gate,SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; fiber_response; lipid; lipid_metabolism; visceral_fat; waist,3.17,9.54,9.70,0.00,10.00,9.50,10.00,5.79,3.17,6.19,FOS/GOS optional; inulin/FOS optional; polydextrose/Litesse Ultra,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.5794,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,27810310; 38542727; 38999741
MR3TO5_044,FORM_B420_LU; FORM_BBR60; FORM_BN202M; FORM_IDCC4301,Bifidobacterium lactis IDCC 4301; Bifidobacterium animalis subsp. lactis B420; Bifidobacterium breve BBr60; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,5,overweight/obesity; lipid-risk subgroup; glucose-risk subgroup,BL_IDCC4301; BL_B420; BB_BBr60; LP_BEPC22; LPL_BELP53,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 27810310; 38999741; 39051504; 39456659,,27810310; 38999741; 39051504; 39456659,pending_genome_safety_gate,SCFA_network; amino_acid_metabolism; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; fiber_response; glucose; lipid; lipid_metabolism; waist; weight,3.57,9.19,9.80,0.00,7.50,9.50,10.00,5.74,3.57,6.19,FOS/GOS optional; inulin/FOS optional; polydextrose/Litesse Ultra,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.5738,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,27810310; 38999741; 39051504; 39456659
MR3TO5_045,FORM_BBR60; FORM_BN202M; FORM_IDCC4301,Bifidobacterium lactis IDCC 4301; Bifidobacterium breve BBr60; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,4,overweight/obesity; lipid-risk subgroup; glucose-risk subgroup,BL_IDCC4301; BB_BBr60; LP_BEPC22; LPL_BELP53,4-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 38999741; 39051504; 39456659,,38999741; 39051504; 39456659,pending_genome_safety_gate,SCFA_network; amino_acid_metabolism; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; glucose; lipid; lipid_metabolism; weight,3.66,9.39,9.80,0.00,7.50,9.50,10.00,5.39,3.66,6.18,FOS/GOS optional; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.5392,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,38999741; 39051504; 39456659
MR3TO5_046,FORM_BB536_MCC1274; FORM_BBR60; FORM_BN202M; FORM_IDCC4301,Bifidobacterium lactis IDCC 4301; Bifidobacterium longum BB536; Bifidobacterium breve MCC1274; Bifidobacterium breve BBr60; Lacticaseibacillus paracasei BEPC22,5,overweight/obesity; visceral fat accumulation; lipid-risk subgroup; glucose-risk subgroup,BL_IDCC4301; BL_BB536; BB_MCC1274; BB_BBr60; LP_BEPC22,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 38542727; 38999741; 39051504; 39456659,,38542727; 38999741; 39051504; 39456659,pending_genome_safety_gate,SCFA_network; amino_acid_metabolism; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; glucose; lipid; lipid_metabolism; visceral_fat; weight,3.44,8.77,9.80,0.45,7.50,9.00,10.00,5.96,3.44,6.06,FOS/GOS optional; inulin/FOS optional,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.5962,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,38542727; 38999741; 39051504; 39456659
MR3TO5_047,FORM_B420_LU; FORM_BN202M; FORM_IDCC4301,Bifidobacterium lactis IDCC 4301; Bifidobacterium animalis subsp. lactis B420; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53,4,overweight/obesity; lipid-risk subgroup,BL_IDCC4301; BL_B420; LP_BEPC22; LPL_BELP53,4-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 27810310; 38999741; 39051504,,27810310; 38999741; 39051504,pending_genome_safety_gate,SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; fiber_response; lipid; lipid_metabolism; waist,3.49,8.95,9.00,0.00,7.50,9.50,10.00,5.37,3.49,5.96,FOS/GOS optional; inulin/FOS optional; polydextrose/Litesse Ultra,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.5373,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,27810310; 38999741; 39051504
MR3TO5_048,FORM_BBR60; FORM_BC99; FORM_BN202M; FORM_IDCC4301,Bifidobacterium lactis IDCC 4301; Bifidobacterium breve BBr60; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53; Bacillus coagulans BC99,5,overweight/obesity; lipid-risk subgroup; glucose-risk subgroup,BL_IDCC4301; BB_BBr60; LP_BEPC22; LPL_BELP53; BC_BC99,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 38999741; 39051504; 39456659; 40416368,,38999741; 39051504; 39456659; 40416368,pending_genome_safety_gate,SCFA_network; amino_acid_metabolism; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; glucose; lipid; lipid_metabolism; microbiome_shift; spore_former; weight; weight_subgroup,3.23,9.56,9.80,0.00,7.50,10.00,10.00,4.52,3.23,5.83,FOS/GOS optional; inulin/FOS optional; none specified,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.4522,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,38999741; 39051504; 39456659; 40416368
MR3TO5_049,FORM_B420_LU; FORM_BC99; FORM_BN202M; FORM_IDCC4301,Bifidobacterium lactis IDCC 4301; Bifidobacterium animalis subsp. lactis B420; Lacticaseibacillus paracasei BEPC22; Lactiplantibacillus plantarum BELP53; Bacillus coagulans BC99,5,overweight/obesity; lipid-risk subgroup,BL_IDCC4301; BL_B420; LP_BEPC22; LPL_BELP53; BC_BC99,5-strain recombined candidate; combination evidence is discounted unless original tested companions are retained; PMIDs 27810310; 38999741; 39051504; 40416368,,27810310; 38999741; 39051504; 40416368,pending_genome_safety_gate,SCFA_network; barrier; bifidobacterium_niche; body_fat; carbohydrate_utilization; cross_feeding; fiber_response; lipid; lipid_metabolism; microbiome_shift; spore_former; waist; weight_subgroup,3.10,9.12,9.00,0.00,7.50,10.00,10.00,4.51,3.10,5.63,FOS/GOS optional; inulin/FOS optional; none specified; polydextrose/Litesse Ultra,"Recombination allowed: split members carry discounted evidence; synergy favors complementary functions, cross-feeding, fiber response, and retained tested companions. Genome AMR/virulence/MGE safety gate still required.",0.4508,study_endpoint_level_not_individual_microbiome,clinical_outcome.structured_effects,27810310; 38999741; 39051504; 40416368
