evidence_id,source_database,source_accession,source_url,title,abstract,publication_types,clinical_interventions,enrollment,phase,primary_outcomes,secondary_outcomes,arms,detail_status
PMID:40637175,PubMed,40637175,https://pubmed.ncbi.nlm.nih.gov/40637175/,Gut microbiome-based interventions for the management of obesity in children and adolescents aged up to 19 years.,"The epidemic of overweight and obesity affects more than 390 million children and adolescents aged 5 to 19 years and 37 million children under five years of age. Overweight and obesity are associated with both short- and long-term consequences, including chronic inflammation, metabolic diseases, as well as alterations in the gut microbiome composition. Gut microbiome-based approaches may impact microbiome-related metrics such as diversity or the abundance of intestinal bacteria, which may be linked to obesity-related outcomes. However, evidence regarding the effect of gut microbiome-based interventions for the management of obesity is limited.; To assess the effects of gut microbiome-based interventions in the management of overweight or obesity in children and adolescents in all their diversity aged 0 to 19 years.; We searched CENTRAL, MEDLINE, CINAHL, Web of Science Core Collection, BIOSIS Previews, Global Index Medicus (all regions), IBECS, SciELO, PAHO, PAHO IRIS, WHO IRIS, WHOLIS, Bibliomap, TRoPHI as well as ICTRP Search Portal and ClinicalTrials.gov. The date of the last search for all databases was 24 January 2025. We did not apply any language restrictions.; We included randomised controlled trials that evaluated gut microbiome-based interventions [i.e. prebiotics, probiotics, synbiotics, short-chain fatty acids (SCFAs), and faecal microbiota transplantation (FMT)] compared to standard-of-care, placebo, or control interventions in children and adolescents aged 0 to 19 years with overweight or obesity.; Two review authors independently screened titles and abstracts and full texts, extracted data, and assessed the risk of bias using the Cochrane Risk of Bias 2 tool and certainty of the evidence using Grading of Recommendations Assessment, Development and Evaluation (GRADE), a framework for assessing the certainty of evidence and making recommendations in systematic reviews. Random-effects meta-analyses were performed unless only one study per outcome was available, for which fixed-effect analyses were performed.; We found 17 studies (838 participants) from various countries, evaluating the effects of prebiotics, probiotics, synbiotics, SCFAs, and FMT on body mass index (BMI), body weight, waist circumference, total body fat percentage (%TBF), systolic and diastolic blood pressure, and adverse events. Of the 17 studies included, five studies were in adolescents aged 10 to 19 years, and 12 studies were in children and adolescents spanning both age groups, 0 to 19 years. Upon contacting authors for data grouped by age of the participants, no studies provided separate outcomes data for children and adolescents. The included studies were funded by either academic funding sources or grants from the public and private sectors. Additionally, 15 studies were classified as currently being conducted ('ongoing'). The certainty of evidence throughout was very low. In adolescents 10 to 19 years of age, probiotics compared to placebo or no intervention may have little to no effect on BMI, body weight, waist circumference, %TBF, blood pressure, and adverse events. Similarly, FMT compared to placebo may have little to no effect on waist circumference, %TBF, blood pressure, and adverse events in this age group. According to one study with 41 participants and in children and adolescents 0 to 19 years of age, intervention with prebiotics compared to placebo may result in a small reduction in BMI (mean difference = -0.70, 95% CI = -1.25 to -0.15) and body weight (mean difference = -1.5, 95% CI = -2.61 to -0.39). Prebiotics compared to placebo may have little to no effect on waist circumference, %TBF, systolic blood pressure, and adverse events. No data were available on the effect of prebiotics on diastolic blood pressure. Probiotics compared to placebo may have little to no effect on BMI, body weight, waist circumference, %TBF, blood pressure, and adverse events in children and adolescents (0 to 19 years). Synbiotics compared to placebo may result in a reduction in systolic blood pressure (mean difference = -40.00, 95% CI = -50.63 to -29.37) in children and adolescents (0 to 19 years); according to one study with 56 participants. The evidence is very uncertain about the effects of synbiotics compared to a placebo on BMI, body weight, waist circumference, blood pressure, and adverse events. No data were available on the effect of synbiotics compared to placebo on %TBF. Synbiotics, compared to probiotics, may have little to no effect on waist circumference, %TBF, and adverse events. No data were available on the effect of synbiotics compared to probiotics on BMI, body weight, and blood pressure. According to one study with 48 participants and very low-certainty of evidence, SCFAs compared to placebo may result in a reduction in waist circumference (mean difference = -5.08, 95% CI = -7.40 to -2.76) and BMI (mean difference = -2.26, 95% CI = -3.24 to -1.28) in children and adolescents (0-19 years). SCFAs compared to placebo may have little to no effect on adverse events. No data were available on the effect of SCFAs on body weight, %TBF, and blood pressure. Adverse events, i.e. abdominal cramps, abdominal discomfort, abdominal pain, diarrhoea, vomiting, and migraine, were reported in the prebiotics group but with very low incidence. Additionally, adverse events such as nausea and headache were reported in the SCFAs group, but with low incidence.; In adolescents aged 10 to 19 years, gut microbiome-based interventions may result in little to no difference in obesity-related outcomes. In children and adolescents aged 0 to 19 years, prebiotics may result in a small reduction in BMI and body weight; synbiotics may result in a reduction in systolic blood pressure, and SCFAs may result in a reduction in BMI and waist circumference, albeit the certainty of evidence was very low. The evidence was of very low certainty due to few studies per comparison, small sample sizes, short intervention durations, and insufficient reporting of adverse events. More rigorous research examining different types of gut microbiome-based interventions for the management of obesity is required in children and adolescents, both in clinical and community settings. Future trials should also report methods related to randomisation, blinding, and compliance, as well as include prespecified analysis plans.",Journal Article; Systematic Review,,,,,,,ok
PMID:41348832,PubMed,41348832,https://pubmed.ncbi.nlm.nih.gov/41348832/,"Human-derived fecal virome transplantation (FVT) reshapes the murine gut microbiota and virome, enhancing glucose regulation.","The gut microbiome, comprising bacteria, viruses, archaea, fungi, and protists, plays a crucial role in regulating host metabolism and health. This study explored the effects of fecal virome transplantation (FVT) from healthy human donors on metabolic syndrome (MetS) in a diet-induced obesity (DIO) mouse model, without diet change. Mice received a single oral dose of human-derived virus-like particles (VLPs) and continued on a high-fat diet (HFD) for 17 weeks. Despite persistent dietary stress, FVT significantly improved glucose tolerance. Longitudinal profiling by virome shotgun metagenomics and bacterial 16S rRNA sequencing revealed marked, durable shifts in both viral and bacterial community composition. Notable bacterial changes included a decrease in Akkermansia muciniphila and Peptococcaceae and increases in Allobaculum and Coprococcus; A. muciniphila positively correlated with glucose levels and negatively correlated with body weight. Together, these results suggests that human-derived virome can durably reshape gut microbial ecology and improve glucose metabolism in mice with obesity, even without dietary modification, offering a novel avenue for developing phage-based therapies. This proof-of-concept study provides foundational observations for using human-derived VLPs for FVT in standard laboratory mouse models, and provides a foundation for elucidating bacteria-phage interactions and their role in host metabolic health.",Journal Article,,,,,,,ok
PMID:41374064,PubMed,41374064,https://pubmed.ncbi.nlm.nih.gov/41374064/,Marine-Algal-Derived Postbiotics Modulating the Gut Microbiota-Adipose Tissue Axis in Obesity: A New Frontier.,"Background: Obesity is increasingly recognized as a metabolic disorder driven by gut microbiota dysbiosis and chronic low-grade inflammation within adipose tissue. Emerging evidence highlights the gut-adipose tissue axis as a critical mediator of energy balance and metabolic regulation. Marine algae-rich in polysaccharides, polyphenols, and carotenoids-offer bioactive compounds that modulate gut microbial composition and generate beneficial metabolites termed ""postbiotics."" Objective: This review aims to comprehensively summarize current advances in understanding how marine-algal-derived postbiotics influence the gut microbiota-adipose tissue axis and contribute to obesity prevention and management. Methods: A structured literature search was conducted across PubMed, Scopus, Web of Science, ScienceDirect, and SpringerLink for studies published between 2015 and October 2025. Eligible studies included in vitro, in vivo, and human trials examining the effects of marine-algal compounds on gut microbiota composition, short-chain fatty acid (SCFA) production, adipose inflammation, and metabolic outcomes. Results: Marine-algal polysaccharides (fucoidan, alginate, laminarin, carrageenan, and ulvan) act as fermentable fibers that enhance SCFA production and enrich beneficial taxa such as Akkermansia, Lactobacillus, and Bacteroides, while reducing endotoxin-producing bacteria. Polyphenols and carotenoids (fucoxanthin, phlorotannins, astaxanthin) directly target adipogenesis, oxidative stress, and adipose browning. Animal studies consistently demonstrate reduced body weight, improved insulin sensitivity, and decreased inflammation following algae supplementation. Human trials-though limited-confirm safety and show microbiota modulation with modest weight loss. Conclusions: Marine-algal-derived postbiotics represent a promising, natural, and sustainable strategy to target the gut microbiota-adipose tissue axis in obesity. They offer multi-targeted mechanisms through microbial and host pathways, supporting their integration into functional food and nutraceutical development. Further clinical research and regulatory standardization are warranted to translate these findings into evidence-based interventions.",Journal Article; Review,,,,,,,ok
EUROPEPMC:37771199,PubMed,37771199,https://europepmc.org/article/MED/37771199,Human gut microbiome: Therapeutic opportunities for metabolic syndrome-Hype or hope?,"Shifts in gut microbiome composition and metabolic disorders are associated with one another. Clinical studies and experimental data suggest a causal relationship, making the gut microbiome an attractive therapeutic goal. Diet, intake of probiotics or prebiotics and faecal microbiome transplantation (FMT) are methods to alter a person's microbiome composition. Although FMT may allow establishing a proof of concept to use microbiome modulation to treat metabolic disorders, studies show mixed results regarding the effects on metabolic parameters as well as on the composition of the microbiome. This review summarizes the current knowledge on diet, probiotics, prebiotics and FMT to treat metabolic diseases, focusing on studies that also report alterations in microbiome composition. Furthermore, clinical trial results on the effects of common drugs used to treat metabolic diseases are synopsized to highlight the bidirectional relationship between the microbiome and metabolic diseases. In conclusion, there is clear evidence that microbiome modulation has the potential to influence metabolic diseases; however, it is not possible to distinguish which intervention is the most successful. In addition, a clear commitment from all stakeholders is necessary to move forward in the direction of developing targeted interventions for microbiome modulation.",Journal Article; Review,,,,,,,ok
EUROPEPMC:39421246,PubMed,39421246,https://europepmc.org/article/MED/39421246,"Probiotics, prebiotics, synbiotics and other microbiome-based innovative therapeutics to mitigate obesity and enhance longevity via the gut-brain axis.","The global prevalence of obesity currently exceeds 1 billion people and is accompanied by an increase in the aging population. Obesity and aging share many hallmarks and are leading risk factors for cardiometabolic disease and premature death. Current anti-obesity and pro-longevity pharmacotherapies are limited by side effects, warranting the development of novel therapies. The gut microbiota plays a major role in human health and disease, with a dysbiotic composition evident in obese and aged individuals. The bidirectional communication system between the gut and the central nervous system, known as the gut-brain axis, may link obesity to unhealthy aging. Modulating the gut with microbiome-targeted therapies, such as biotics, is a novel strategy to treat and/or manage obesity and promote longevity. Biotics represent material derived from living or once-living organisms, many of which have therapeutic effects. Pre-, pro-, syn- and post-biotics may beneficially modulate gut microbial composition and function to improve obesity and the aging process. However, the investigation of biotics as next-generation therapeutics has only just begun. Further research is needed to identify therapeutic biotics and understand their mechanisms of action. Investigating the function of the gut-brain axis in obesity and aging may lead to novel therapeutic strategies for obese, aged and comorbid (e.g., sarcopenic obese) patient populations. This review discusses the interrelationship between obesity and aging, with a particular emphasis on the gut microbiome, and presents biotics as novel therapeutic agents for obesity, aging and related disease states.",Journal Article; Review,,,,,,,ok
PMID:38409604,PubMed,38409604,https://pubmed.ncbi.nlm.nih.gov/38409604/,Resistant starch intake facilitates weight loss in humans by reshaping the gut microbiota.,"Emerging evidence suggests that modulation of gut microbiota by dietary fibre may offer solutions for metabolic disorders. In a randomized placebo-controlled crossover design trial (ChiCTR-TTRCC-13003333) in 37 participants with overweight or obesity, we test whether resistant starch (RS) as a dietary supplement influences obesity-related outcomes. Here, we show that RS supplementation for 8 weeks can help to achieve weight loss (mean -2.8 kg) and improve insulin resistance in individuals with excess body weight. The benefits of RS are associated with changes in gut microbiota composition. Supplementation with Bifidobacterium adolescentis, a species that is markedly associated with the alleviation of obesity in the study participants, protects male mice from diet-induced obesity. Mechanistically, the RS-induced changes in the gut microbiota alter the bile acid profile, reduce inflammation by restoring the intestinal barrier and inhibit lipid absorption. We demonstrate that RS can facilitate weight loss at least partially through B. adolescentis and that the gut microbiota is essential for the action of RS.",Randomized Controlled Trial; Journal Article,,,,,,,ok
PMID:38940505,PubMed,38940505,https://pubmed.ncbi.nlm.nih.gov/38940505/,Role of the intestinal microbiota in contributing to weight disorders and associated comorbidities.,"SUMMARYThe gut microbiota is a major factor contributing to the regulation of energy homeostasis and has been linked to both excessive body weight and accumulation of fat mass (i.e., overweight, obesity) or body weight loss, weakness, muscle atrophy, and fat depletion (i.e., cachexia). These syndromes are characterized by multiple metabolic dysfunctions including abnormal regulation of food reward and intake, energy storage, and low-grade inflammation. Given the increasing worldwide prevalence of obesity, cachexia, and associated metabolic disorders, novel therapeutic strategies are needed. Among the different mechanisms explaining how the gut microbiota is capable of influencing host metabolism and energy balance, numerous studies have investigated the complex interactions existing between nutrition, gut microbes, and their metabolites. In this review, we discuss how gut microbes and different microbiota-derived metabolites regulate host metabolism. We describe the role of the gut barrier function in the onset of inflammation in this context. We explore the importance of the gut-to-brain axis in the regulation of energy homeostasis and glucose metabolism but also the key role played by the liver. Finally, we present specific key examples of how using targeted approaches such as prebiotics and probiotics might affect specific metabolites, their signaling pathways, and their interactions with the host and reflect on the challenges to move from bench to bedside.",Journal Article; Review,,,,,,,ok
PMID:38953736,PubMed,38953736,https://pubmed.ncbi.nlm.nih.gov/38953736/,"Beneficial effects of a new probiotic formulation on adipocytokines, appetite-regulating hormones, and metabolic parameters in obese women.","Obesity is often accompanied by low-grade chronic inflammation and metabolic syndrome. It has been established that microbiota influences many physiological processes, including the development of obesity, and dysbiosis has been observed in obese individuals. In this study, we aimed to evaluate the impact of a new probiotic formulation, containing two probiotic strains and the bioactive compound octacosanol, on body weight, metabolic parameters, and concentrations of certain adipocytokines and appetite-regulating hormones in obese women. This double blind placebo-controlled supplementary intervention study included twenty-five women in the intervention group and twenty-three in the placebo group, and it lasted 12 weeks. Daily oral supplementation included 7 × 1010 CFU of Lactiplantibacillus plantarum 299v (DSM9843), 5 × 109 CFU of Saccharomyces cerevisiae var. boulardii (DBVPG6763), and 40 mg of octacosanol or placebo. Body weight, metabolic parameters, adipocytokines, and appetite-regulating hormones were assessed before (T0) and after the intervention (T1). After the intervention, significantly lower median concentrations of CRP (p = 0.005) and IL-6 (p = 0.012) were measured in the intervention group than the baseline, while the median concentrations of ghrelin (p = 0.026) and HDL-cholesterol (p = 0.03) were significantly increased. The intervention group had lower CRP levels (p = 0.023) and higher ghrelin levels (p = 0.006) than the placebo group. Significant changes in BMI between groups were not observed. In summary, although the new probiotic formulation showed beneficial effects on IL-6, CRP, HDL, and ghrelin levels, its potential effects on regulating triglyceride, insulin, and glucose levels require further studies before the novel dietary intervention could be considered a useful adjuvant therapy and an effective strategy for the management of obesity and obesity-associated comorbidities.",Journal Article; Randomized Controlled Trial,,,,,,,ok
PMID:39125666,PubMed,39125666,https://pubmed.ncbi.nlm.nih.gov/39125666/,Metabolic Syndrome and Psoriasis: Pivotal Roles of Chronic Inflammation and Gut Microbiota.,"In recent years, the incidence of metabolic syndrome (MS) has increased due to lifestyle-related factors in developed countries. MS represents a group of conditions that increase the risk of diabetes, cardiovascular diseases, and other severe health problems. Low-grade chronic inflammation is now considered one of the key aspects of MS and could be defined as a new cardiovascular risk factor. Indeed, an increase in visceral adipose tissue, typical of obesity, contributes to the development of an inflammatory state, which, in turn, induces the production of several proinflammatory cytokines responsible for insulin resistance. Psoriasis is a chronic relapsing inflammatory skin disease and is characterized by the increased release of pro-inflammatory cytokines, which can contribute to different pathological conditions within the spectrum of MS. A link between metabolic disorders and Psoriasis has emerged from evidence indicating that weight loss obtained through healthy diets and exercise was able to improve the clinical course and therapeutic response of Psoriasis in patients with obesity or overweight patients and even prevent its occurrence. A key factor in this balance is the gut microbiota; it is an extremely dynamic system, and this makes its manipulation through diet possible via probiotic, prebiotic, and symbiotic compounds. Given this, the gut microbiota represents an additional therapeutic target that can improve metabolism in different clinical conditions.",Journal Article; Review,,,,,,,ok
PMID:39400776,PubMed,39400776,https://pubmed.ncbi.nlm.nih.gov/39400776/,Impact of bariatric surgery on gut microbiota composition in obese patients compared to healthy controls.,"Bariatric surgery is vital for sustainable weight loss and metabolic improvement in obese individuals, but its effects on gut microbiota and their role in these benefits require further investigation. Investigate the temporal changes in gut microbiota in obese patients undergoing bariatric surgery (gastric sleeve gastrectomy or Roux-en-Y Gastric Bypass (RYGB)) compared to healthy controls, aiming to understand their role in weight loss and metabolic health improvement. A case-control study included 30 obese patients aged 65-95 undergoing bariatric surgery, and 18 matched healthy controls. Selection criteria were based on age, race, BMI, history of antibiotics, probiotics, and prebiotics usage. Stool samples were collected at baseline, three months, and six months post-surgery for DNA extraction and quantitative real-time PCR analysis to assess gut microbiota changes. Physical activity and dietary intake were evaluated using standardized questionnaires. Statistical analyses were performed using R. Post-surgery, patients showed significant reductions in weight and BMI, with changes in dietary habits and physical activity. Quantitative real-time PCR analysis revealed substantial alterations in bacterial groups such as Bacteroides and Fusobacterium. However, some groups showed no significant changes, indicating a complex interaction between gut microbiota and bariatric surgery. Notable correlations were found between body weight, BMI, and specific bacterial groups like the C. cluster IV and Lactobacillus, particularly in RYGB patients. Bariatric surgery significantly alters gut microbiota, aiding weight loss and metabolic regulation in obese patients. Understanding these changes is crucial for developing effective obesity management strategies, requiring further research to optimize outcomes.",Journal Article,,,,,,,ok
EUROPEPMC:37661739,PubMed,37661739,https://europepmc.org/article/MED/37661739,Questioning the foundations of the gut microbiota and obesity.,"The role of the gut microbiota in determining body fatness has been a prominent area of research and has received significant public attention. Based largely on animal studies, recent attempts to translate these findings into interventions in humans have not been successful. This review will outline the key mouse research that initiated this area of study, examine whether those results warranted the initial enthusiasm and progress into human studies, and examine whether later follow-up research supported earlier conclusions. It will look at whether the absence of a gut microbiota protects germ-free mice from obesity, whether microbiota can transfer obesity into germ-free mice, the evidence for the role of immune system activation as a causal mechanism linking the gut microbiota to body weight, and consider the evidence for effects of individual bacterial species. Finally, it will examine the outcomes of randomized controlled trials of microbiota transfer in human participants that have not shown effects on body weight. With a more critical reading, early studies did not show as large an effect as first appeared and later research, including human trials, has failed to support a role of the gut microbiota in shaping body weight. This article is part of a discussion meeting issue 'Causes of obesity: theories, conjectures and evidence (Part II)'.",Journal Article; Review,,,,,,,ok
PMID:37474971,PubMed,37474971,https://pubmed.ncbi.nlm.nih.gov/37474971/,Effects of synbiotic supplementation on intestinal microbiota composition in children and adolescents with exogenous obesity: (Probesity-2 trial).,"Gut microbiota manipulation may be a potential therapeutic target to reduce host energy storage. There is limited information about the effects of probiotics/synbiotics on intestinal microbiota composition in children and adolescents with obesity. The objective of this randomized double-blind placebo-controlled trial was to test the effects of a multispecies synbiotic on intestinal microbiota composition in children and adolescents with exogenous obesity.; Children with exogenous obesity were managed with a standard diet and increased physical activity and were randomly allocated into two groups at a ratio of 1:1; the 1st group received synbiotic supplementation (probiotic mixture including Lactobacillus acidophilus, Lacticaseibacillus. rhamnosus, Bifidobacterium bifidum, Bifidobacterium longum, Enterococcus faecium (total 2.5 × 109 CFU/sachet) and fructo-oligosaccharides (FOS; 625 mg/sachet) for 12 weeks; the 2nd group received placebo once daily for 12 weeks. Fecal samples were obtained before and at the end of the 12-week intervention to characterize the changes in the gut microbiota composition. Detailed metagenomic and bioinformatics analyses were performed.; Before the intervention, there were no significant differences in alpha diversity indicators between the synbiotic and placebo groups. After 12 weeks of intervention, the observed taxonomic units and Chao 1 were lower in the synbiotic group than at baseline (p < 0.001 for both). No difference for alpha diversity indicators was observed in the placebo group between baseline and 12 weeks of intervention. At the phylum level, the intestinal microbiota composition of the study groups was similar at baseline. The major phyla in the synbiotic group were Firmicutes (66.7%) and Bacteroidetes (18.8%). In the synbiotic group, the Bacteroidetes phylum was higher after 12 weeks than at baseline (24.0% vs. 18.8%, p < 0.01). In the synbiotic group, the Firmicutes/Bacteroidetes ratio was 3.54 at baseline and 2.75 at 12 weeks of intervention (p < 0.05). In the placebo group, the Firmicutes/Bacteroidetes ratio was 4.70 at baseline and 3.54 at 12 weeks of intervention (p < 0.05). After 12 weeks of intervention, the Firmicutes/Bacteroidetes ratio was also lower in the synbiotic group than in the placebo group (p < 0.05). In the synbiotic group, compared with the baseline, we observed a statistically significant increase in the genera Prevotella (5.28-14.4%, p < 0.001) and Dialister (9.68-13.4%; p < 0.05). Compared to baseline, we observed a statistically significant increase in the genera Prevotella (6.4-12.4%, p < 0.01) and Oscillospira (4.95% vs. 5.70%, p < 0.001) in the placebo group. In the synbiotic group, at the end of the intervention, an increase in Prevotella, Coprococcus, Lachnospiraceae (at the genus level) and Prevotella copri, Coprococcus eutactus, Ruminococcus spp. at the species level compared to baseline (predominance of Eubacterium dolichum, Lactobacillus ruminis, Clostridium ramosum, Bulleidia moorei) was observed. At the end of the 12th week of the study, when the synbiotic and placebo groups were compared, Bacteroides eggerthi species were dominant in the placebo group, while Collinsella stercoris species were dominant in the synbiotic group.; This study is the first pediatric obesity study to show that a synbiotic treatment is associated with both changes intestinal microbiota composition and decreases in BMI. Trial identifier: NCT05162209 (www.; gov).",Journal Article,,,,,,,ok
PMID:37562188,PubMed,37562188,https://pubmed.ncbi.nlm.nih.gov/37562188/,Does gut microbiota affect the success of weight loss? Evidence and speculation.,"Obesity is a chronic state of excessive fat accumulation in the body, characterized by significant relapse and complicated by a range of health consequences. In the treatment of obesity, a holistic approach including diet, physical activity, pharmacotherapy, bariatric surgery, and psychological support is recommended. The implications of gut microbiota (GM) as a pathogenic factor in excess body weight have been discussed, and microbial-targeted therapies-including probiotics, prebiotics, and synbiotics-are considered adjuvant in obesity management. Many studies have focused on assessing the effectiveness of probiotics, prebiotics, or synbiotics in weight control, although with inconclusive results, mainly because of the significant heterogeneity of the studies (with different strains, doses, forms, interventional durations, and outcomes). It is also unclear whether using probiotics or synbiotics accompanied by weight loss dietary interventions or as a part of bariatric surgery will be more effective in obesity management, not only in the short-term but also for long-term weight loss maintenance. The aim of this study was to collect and compare the available scientific data on the effectiveness of probiotic or synbiotic supplementation (as a single therapy versus as part of dietary interventions, pharmacotherapy, or bariatric therapy) on weight control in obesity.","Journal Article; Review; Research Support, Non-U.S. Gov't",,,,,,,ok
PMID:37642346,PubMed,37642346,https://pubmed.ncbi.nlm.nih.gov/37642346/,"Gut microbiome diversity, variability, and latent community types compared with shifts in body weight during the freshman year of college in dormitory-housed adolescents.","Significant human gut microbiome changes during adolescence suggest that microbial community evolution occurs throughout important developmental periods including the transition to college, a typical life phase of weight gain. In this observational longitudinal study of 139 college freshmen living in on-campus dormitories, we tracked changes in the gut microbiome via 16S amplicon sequencing and body weight across a single academic year. Participants were grouped by weight change categories of gain (WG), loss (WL), and maintenance (WM). Upon assessment of the community structure, unweighted and weighted UniFrac metrics revealed significant shifts with substantial variation explained by individual effects within weight change categories. Genera that positively contributed to these associations with weight change included Bacteroides, Blautia, and Bifidobacterium in WG participants and Prevotella and Faecalibacterium in WL and WM participants. Moreover, the Prevotella/Bacteroides ratio was significantly different by weight change category, with WL participants displaying an increased ratio. Importantly, these genera did not display co-dominance nor ease of transition between Prevotella- and Bacteroides-dominated states. We further assessed the overall taxonomic variation, noting the increased stability of the WL compared to the WG microbiome. Finally, we found 30 latent community structures within the microbiome with significant associations with waist circumference, sleep, and dietary factors, with alcohol consumption chief among them. Our findings highlight the high level of individual variation and the importance of initial gut microbiome community structure in college students during a period of major lifestyle changes. Further work is needed to confirm these findings and explore mechanistic relationships between gut microbes and weight change in free-living individuals.","Observational Study; Journal Article; Research Support, N.I.H., Extramural",,,,,,,ok
PMID:37915619,PubMed,37915619,https://pubmed.ncbi.nlm.nih.gov/37915619/,A nutritional supplement taken during preconception and pregnancy influences human milk macronutrients in women with overweight/obesity and gestational diabetes mellitus.,"Maternal overweight/obesity and gestational diabetes mellitus (GDM) are associated with an increased risk of their offspring developing overweight/obesity or type 2 diabetes later in life. However, the impacts of maternal overweight/obesity and dysglycemia on human milk (HM) macronutrient composition are not well understood.; Through a double-blind randomised controlled trial, we investigated the effects of maternal supplementation from preconception throughout pregnancy until birth on HM macronutrient concentrations, in association with maternal and infant factors including maternal pre-pregnancy body mass index (BMI) and GDM status. In addition, we aimed to characterise longitudinal changes in HM macronutrients.; The control supplement contained calcium, iodine, iron, β-carotene, and folic acid. The intervention supplement additionally contained zinc, vitamins B2, B6, B12, and D3, probiotics, and myo-inositol. HM samples were collected across seven time points from 1 week to 12 months from Singapore and/or New Zealand. HM macronutrient concentrations were measured using a MIRIS Human Milk Analyser. Potential differences in HM macronutrient concentrations were assessed using linear mixed models with a repeated measures design.; Overall, HM macronutrient concentrations were similar between control and intervention groups. Among the control group, overweight/obesity and GDM were associated with higher HM fat and energy concentrations over the first 3 months. Such associations were not observed among the intervention group. Of note, mothers with GDM in the intervention group had lower HM fat by 10% (p = 0.049) and energy by 6% (p = 0.029) than mothers with GDM in the control group. Longitudinal changes in HM macronutrient concentrations over 12 months of lactation in New Zealand showed that HM fat and energy decreased in the first 6 months then increased until 12 months. HM lactose gradually decreased from 1 week to 12 months while crude protein decreased from 1 week to 6 months then remained relatively constant until 12 months of lactation.; Maternal overweight/obesity or GDM were associated with increased HM fat and energy levels. We speculate the intervention taken during preconception and pregnancy altered the impact of maternal BMI or GDM status on HM macronutrient composition. Further studies are required to identify the mechanisms underlying altered HM macronutrient concentration in the intervention group and to determine any long-term effects on offspring health.; ClinicalTrials.gov, NCT02509988, Universal Trial Number U1111-1171-8056. Registered on 16 July 2015. This is an academic-led study by the EpiGen Global Research Consortium.",Journal Article,,,,,,,ok
EUROPEPMC:34973469,PubMed,34973469,https://europepmc.org/article/MED/34973469,Microbiota and body weight control: Weight watchers within?,"Despite several decades of research, managing body weight remains an unsolved clinical problem. Health problems associated with dysregulated body weight, such as obesity and cachexia, exhibit several gut microbiota alterations. There is an increased interest in utilising the gut microbiota for body weight control, as it responds to intervention and plays an important role in energy extraction from food, as well as biotransformation of nutrients.; This review provides an overview of the role of the gut microbiota in the physiological and metabolic alterations observed in two body weight dysregulation-related disorders, namely obesity and cachexia. Second, we assess the available evidence for different strategies, including caloric restriction, intermittent fasting, ketogenic diet, bariatric surgery, probiotics, prebiotics, synbiotics, high-fibre diet, and fermented foods - effects on body weight and gut microbiota composition. This approach was used to give insights into the possible link between body weight control and gut microbiota configuration.; Despite extensive associations between body weight and gut microbiota composition, limited success could be achieved in the translation of microbiota-related interventions for body weight control in humans. Manipulation of the gut microbiota alone is insufficient to alter body weight and future research is needed with a combination of strategies to enhance the effects of lifestyle interventions.","Journal Article; Research Support, Non-U.S. Gov't; Review",,,,,,,ok
EUROPEPMC:36313072,PubMed,36313072,https://europepmc.org/article/MED/36313072,Gut microbiota and obesity: New insights.,"Obesity is a pathology whose incidence is increasing throughout the world. There are many pathologies associated with obesity. In recent years, the influence of the microbiota on both health and pathological states has been known. There is growing information related to changes in the microbiome and obesity, as well as its associated pathologies. Changes associated with age, exercise, and weight changes have been described. In addition, metabolic changes associated with the microbiota, bariatric surgery, and fecal matter transplantation are described. In this review, we summarize the biology and physiology of microbiota in obese patients, its role in the pathophysiology of several disorders associated, and the emerging therapeutic applications of prebiotics, probiotics, and fecal microbiota transplantation.",Journal Article; Review,,,,,,,ok
