evidence_id,source_database,source_accession,source_url,title,abstract,publication_types,clinical_interventions,enrollment,phase,primary_outcomes,secondary_outcomes,arms,detail_status
NCT:NCT07371325,ClinicalTrials.gov,NCT07371325,https://clinicaltrials.gov/study/NCT07371325,Efficacy of Pediococcus Acidilactici as add-on to Antipsychotic Drugs on Metabolic Syndrome Disturbances in First-episode Psychosis and Schizophrenia Spectrum Disorders.,,,"Pediococcus acidilactici, pA1c®HI postbiotic supplementation taking participants; Atypical antipsychotics (AAP)",36,NA,Metabolic Disturbances; Metabolic Disturbances; Metabolic Disturbances; Metabolic Disturbances; Metabolic Disturbances; Metabolic Disturbances; Metabolic Disturbances; Metabolic Disturbances,Clinical Measures; Clinical Measures; Clinical Measures; Clinical measures; Clinical Measures; Clinical Measures; Clinical Measures; Anthropometric Parameters; Anthropometric Parameters; Anthropometric Parameters; Anthropometric Parameters; Anthropometric Parameters; Anthropometric Parameters; Anthropometric Parameters,FEP and postbiotic; SSD and postbiotic; FEP and placebo; SSD and placebo,ok
PMID:38732635,PubMed,38732635,https://pubmed.ncbi.nlm.nih.gov/38732635/,Metabolic Status Influences Probiotic Efficacy for Depression-PRO-DEMET Randomized Clinical Trial Results.,"Probiotics may represent a safe and easy-to-use treatment option for depression or its metabolic comorbidities. However, it is not known whether metabolic features can influence the efficacy of probiotics treatments for depression. This trial involved a parallel-group, prospective, randomized, double-blind, controlled design. In total, 116 participants with depression received a probiotic preparation containing Lactobacillus helveticus Rosell®-52 and Bifidobacterium longum Rosell®-175 or placebo over 60 days. The psychometric data were assessed longitudinally at five time-points. Data for blood pressure, body weight, waist circumference, complete blood count, serum levels of C-reactive protein, cholesterol, triglycerides, and fasting glucose were measured at the beginning of the intervention period. There was no advantage of probiotics usage over placebo in the depression score overall (PRO vs. PLC: F(1.92) = 0.58; p = 0.45). However, we found a higher rate of minimum clinically important differences in patients supplemented with probiotics than those allocated to placebo generally (74.5 vs. 53.5%; X2(1,n = 94) = 4.53; p = 0.03; NNT = 4.03), as well as in the antidepressant-treated subgroup. Moreover, we found that the more advanced the pre-intervention metabolic abnormalities (such as overweight, excessive central adipose tissue, and liver steatosis), the lower the improvements in psychometric scores. A higher baseline stress level was correlated with better improvements. The current probiotic formulations may only be used as complementary treatments for depressive disorders. Metabolic abnormalities may require more complex treatments. ClinicalTrials.gov identifier: NCT04756544.",Journal Article; Randomized Controlled Trial,,,,,,,ok
PMID:39313030,PubMed,39313030,https://pubmed.ncbi.nlm.nih.gov/39313030/,"The effects of chicory inulin-type fructans supplementation on weight management outcomes: systematic review, meta-analysis, and meta-regression of randomized controlled trials.","Excess body weight and adiposity can adversely affect metabolic health. Prebiotics such as inulin-type fructans (ITFs) from chicory root are known to modulate gut microbiota and may improve body weight regulation.; This study aimed to assess evidence for chicory ITF supplementation to support weight management.; Eligible articles (initial search to 2021, updated to February 2023) were searched from EMBASE, MEDLINE (PubMed), and Cochrane Library. Data on primary (body weight) and secondary outcomes [body mass index (BMI), total fat mass, body fat percentage, and waist circumference] were extracted by 2 reviewers independently. Random-effects model using inverse-variance method was used. Subgroup analysis (health status and ITF type) and meta-regression (dose and duration) were evaluated.; A total of 32 eligible studies were included. Chicory ITF significantly reduced body weight [mean difference (MD): -0.97 kg; 95% CI: -1.34, -0.59); n = 1184] compared with placebo. ITF favored overall effects reduction in BMI (MD: -0.39 kg/m2; 95% CI: -0.57, -0.20; n = 985), fat mass (MD: -0.37 kg; 95% CI: -0.61, -0.13; n = 397), waist circumference (MD: -1.03 cm; 95% CI: -1.69, -0.37; n = 604), and for intervention duration of >8 wk, body fat percentage (MD: -0.78%; 95% CI: -1.17, -0.39; n = 488). Except for considerable heterogeneity in body weight (I2: 73%) and body fat percentage (I2: 75%), all other outcomes had negligible to moderate heterogeneity. Significant reduction in body weight, BMI, and waist circumference was evident irrespective of participants' health status. There was minimal evidence that dose, duration, or type of ITF influenced the magnitude of reductions in outcomes.; Chicory ITF supplementation may benefit weight management by reducing body weight, BMI, fat mass, waist circumference, and, to a certain extent, body fat percentage. This systematic review with meta-analysis was registered at PROSPERO as CRD42020184908.","Journal Article; Meta-Analysis; Systematic Review; Research Support, Non-U.S. Gov't",,,,,,,ok
PMID:39599701,PubMed,39599701,https://pubmed.ncbi.nlm.nih.gov/39599701/,"Effectiveness of Probiotics, Prebiotics, and Synbiotics in Managing Insulin Resistance and Hormonal Imbalance in Women with Polycystic Ovary Syndrome (PCOS): A Systematic Review of Randomized Clinical Trials.","Background/Objectives: Polycystic ovary syndrome is a common endocrine disorder in women of reproductive age characterized by insulin resistance and hormonal imbalances. Recent research suggests that probiotics and synbiotics may improve these parameters by modulating the gut microbiota. This study systematically reviewed randomized clinical trials evaluating the impact of probiotic, prebiotic, and synbiotic supplementation on insulin resistance and hormonal parameters in women with PCOS. Methods: Exhaustive searches were conducted in PubMed, Cochrane CENTRAL, Scopus, Web of Science, and Embase, following PRISMA guidelines. Randomized trials assessing supplementation with probiotics, prebiotics, or synbiotics for at least 8 weeks in women diagnosed with PCOS according to the Rotterdam criteria were included. Data on participants, interventions, and outcomes related to insulin resistance and hormones were extracted. Results: Eleven studies from Iran involving overweight or obese women aged 15 to 48 were included. Probiotic and synbiotic supplementation showed significant improvements in insulin resistance (reductions in HOMA-IR, fasting glucose, and insulin), lipid profiles (decreased LDL and triglycerides; increased HDL), and hormonal balance (increased SHBG, decreased total testosterone). Synbiotics had more pronounced effects than probiotics or prebiotics alone. Adherence was high, and side effects were minimal. Conclusions: Despite promising results, limitations such as small sample sizes, homogeneous populations, and short intervention durations limit the generalization of the findings. Larger, longer, multicenter trials with diverse populations and standardized methodologies are needed to confirm the efficacy and safety of synbiotics in managing PCOS. Integrating these interventions could improve clinical management and quality of life for affected women, but additional evidence is required to support widespread use.",Journal Article; Systematic Review,,,,,,,ok
EUROPEPMC:38260154,PubMed,38260154,https://europepmc.org/article/MED/38260154,Effect of supplementation with probiotics or synbiotics on cardiovascular risk factors in patients with metabolic syndrome: a systematic review and meta-analysis of randomized clinical trials.,"The effectiveness of probiotics or synbiotics in adults with metabolic syndromes (MetS) remains controversial, this meta-analysis will further analyze the effects of probiotics or synbiotics on cardiovascular factors in adults with MetS.; We searched Web of Science, PubMed, Embase, Cochrane Library and other databases for randomized controlled trials (RCTs) on the effects of probiotics or synbiotics on MetS in adults up to July 2023, and used RevMan 5.4.0 software for statistical analysis.; This analysis included eleven RCTs (n = 608 participants), and the results showed that compared with the control group, supplementation with probiotics or synbiotics reduced body mass index (weighted mean difference, WMD = -0.83, 95% CI = [-1.21, -0.44], P <0.0001, n = 9), low-density lipoprotein (LDL-c) (standard mean difference, SMD = -0.24, 95% CI = [-0.41, -0.08], P = 0.004, n = 10), fasting blood glucose (FBG)(SMD = -0.17, 95% CI = [-0.33, -0.01], P = 0.03, n = 11), but had no beneficial effect on systolic blood pressure (SBP) (WMD = 1.24, 95% CI = [-2.06, 4.54], P = 0.46, n = 8) in MetS patients.; Supplementation with probiotics or synbiotics can reduce BMI, LDL-c, FBG in patients with MetS, but our findings did not demonstrate a favorable effect on reducing SBP. Future studies with larger samples and longer intervention periods are needed.",Meta-Analysis; Systematic Review; Journal Article,,,,,,,ok
NCT:NCT06032988,ClinicalTrials.gov,NCT06032988,https://clinicaltrials.gov/study/NCT06032988,Effect of Probiotic Supplements on Metabolic Control of People With Type 2 Diabetes Mellitus in Greece,,,LactoLevure,90,NA,Effects of probiotics supplementation on glycemic control (HbA1c),"Effects of probiotics supplementation on fasting blood glucose (FBG); Effects of probiotics supplementation on lipid parameters (Total cholesterol, Triglycerides, HDL-C, LDL-C); Effects of probiotics supplementation on liver function tests (AST, ALT, γGT, Alkaline Phosphatase); Effects of probiotics supplementation on adiposity measures (BMI, Waist circumference); Effects of probiotics supplementation on changes in gut microbiota diversity (alpha- and beta-diversity)",LactoLevure; Placebo,ok
PMID:37880791,PubMed,37880791,https://pubmed.ncbi.nlm.nih.gov/37880791/,The effects of intermittent fasting diet alone or in combination with probiotic supplementation in comparison with calorie-restricted diet on metabolic and hormonal profile in patients with polycystic ovary syndrome: study protocol for a randomized clinical trial.,"Polycystic ovary syndrome (PCOS) is one of the most common endocrine disorders in females characterized by ovulatory dysfunction, hyperandrogenism, and other metabolic disorders. Both intermittent fasting and specific probiotics have been suggested to help improve patients with PCOS through changes in gut microbial composition, circadian clock, and metabolic regulation. Therefore, the present study aims to investigate the effects of intermittent fasting alone or in combination with probiotic supplementation compared to the calorie-restricted (CR) diet on anthropometric measures, metabolic status, inflammation, and oxidative stress in women with PCOS.; We will carry out a randomized clinical trial for 8 weeks. Participants will be randomly assigned (1:1:1) to one of the three groups: (1) a 14:10 early time-restricted feeding (TRF) diet with probiotic supplementation (n = 30); (2) a 14:10 early TRF diet with placebo supplementation (n = 30); (3) a CR diet (energy-restricted 25% of required calories) with placebo supplementation as a control group (n = 30). The primary outcomes will be changes in body weight and insulin resistance. However, glycemic control, lipid profile, metabolic parameters, sex hormone-binding globulin, dehydroepiandrosterone, anti-Mullerian hormone, free androgen index, hirsutism, acne, antioxidant and oxidant status, inflammation, anthropometric measures, mental health, sleep quality, appetite, eating behavior, food craving, and blood pressure are secondary outcomes. All outcomes of this study will be evaluated in pre- and post-intervention.; We hypothesized that 10-h TRE administered alone or in combination with probiotic supplementation to overweight and obese PCOS subjects would lead to weight loss and improved metabolic, hormonal, inflammatory, and antioxidant markers compared to control subjects following a standard 3-meal-per-day CR diet.; The current trial received approval from the Medical Ethics Committee of Tehran University of Medical Sciences, Tehran, Iran (IR.TUMS.MEDICNE.REC.1401.425).; Iranian Registry of Clinical Trials IRCT20121110011421N5. Registered on 3 October 2022.",Clinical Trial Protocol; Journal Article,,,,,,,ok
NCT:NCT05364814,ClinicalTrials.gov,NCT05364814,https://clinicaltrials.gov/study/NCT05364814,Use of Probiotic Yogurt in Obese Women,,,,21,,Determining Change in Obesity,Changes on the Gastrointestinal System,Obese Group,ok
PMID:32759229,PubMed,32759229,https://pubmed.ncbi.nlm.nih.gov/32759229/,Effects of synbiotic supplementation on the components of metabolic syndrome in military personnel: a double-blind randomised controlled trial.,"Metabolic syndrome comprises a set of risk factors for chronic diseases including abdominal obesity, increased fasting blood glucose (FBG), altered lipid profile and elevated blood pressure (BP). Due to high prevalence of metabolic syndrome and its complications in the military personnel, the relevant problems should be identified and controlled. Therefore, the present study was conducted to determine the effect of synbiotic supplements on the components of metabolic syndrome in the military personnel with metabolic syndrome.; Sixty military personnel with metabolic syndrome were included in this double-blind randomised controlled clinical trial. During the intervention, they were asked to consume one capsule of synbiotic supplement or placebo per day for 8 weeks. Body Mass Index (BMI), waist circumference, BP, FBG and lipid profile were measured before and after the intervention.; The results of the study showed that the synbiotic supplementation had a large significant adjusted effect on the BMI (Cohen's d=0.82 (95% CI 0.29 to 1.34)). It also had a medium significant adjusted effect on the FBG (Cohen's d=0.52 (95% CI 0.004 to 1.03)) as well as triglyceride (Cohen's d=0.65 (95% CI 0.13 to 1.17)).; Findings of the study revealed that synbiotic supplementation may lead to a significant improvement in the BMI, triglyceride and FBG levels in the military personnel. Thus, consumption of synbiotic supplements is recommended as an adjuvant therapy in the military personnel with metabolic syndrome.",Journal Article; Randomized Controlled Trial,,,,,,,ok
PMID:33054635,PubMed,33054635,https://pubmed.ncbi.nlm.nih.gov/33054635/,"The combined effects of probiotics and restricted calorie diet on the anthropometric indices, eating behavior, and hormone levels of obese women with food addiction","Food addiction (FA) is an important contributor to obesity. Alterations in gut microbiota (GM) diversity and composition have also been proposed to play a pivotal role in obesity pathogenesis. This trial aimed to assess the effects of probiotic supplementation on the anthropometric indices, eating behavior, and hormone levels of obese women with FA.; This randomized, double-blind, placebo-controlled clinical trial was conducted among obese women with FA. Participants (n = 62) received a restricted calorie diet (RCD) plus either probiotic, or placebo for 12 weeks. Anthropometric measurements, biochemical markers, eating behavior and appetite were assessed during the study period.; Probiotics administration significantly reduced weight, body mass index (BMI), waist circumference (WC), waist to hip ratio (WHR), body fat percentage (BFP), and trunk fat percentage (TFP) compared to the placebo group (p < 0.001). Also, a significant improvement was observed in eating behavior in the probiotic group compared to the placebo group (p < 0.001).Serum levels of oxytocin increased and NPY decreased significantly in the probiotic group compared to the placebo group (p = 0.02, p = 0.002, respectively). Moreover, leptin level significantly decreased in the probiotic group compared to the baseline values (p < 0.001), while probiotics did not cause a greater significant reduction in leptin level, compared to the placebo group.; Multi-probiotic supplementation may have beneficial effects on anthropometric indices, eating behavior, and some appetite-regulating hormones in obese women with FA.Trial registration: Iranian Registry of Clinical Trials identifier: IRCT20131228015968N5.",Journal Article; Randomized Controlled Trial,,,,,,,ok
PMID:35332040,PubMed,35332040,https://pubmed.ncbi.nlm.nih.gov/35332040/,A randomised controlled trial of a probiotic and a prebiotic examining metabolic and mental health outcomes in adults with pre-diabetes.,"To evaluate the effect of the probiotic Lactobacillus rhamnosus HN001 and/or cereal enriched with oat-derived beta-glucan (OBG) on metabolic and mental health outcomes when administered to adults with pre-diabetes.; 2×2 factorial design randomised, parallel-groups placebo-controlled; double-blinded for probiotic, single-blinded for cereals.; Community-dwelling adults aged 18-80 years with pre-diabetes: glycated haemoglobin (HbA1c) 41-49 mmol/mol.; Capsules containing Lactobacillus rhamnosus (HN001) (6×109 colony-forming units/day), or placebo capsules; and cereal containing 4 g/day OBG or calorie-matched control cereal, taken daily, for 6 months. Study groups were: (A) HN001 capsules+OBG cereal; (B) HN001 capsules+control cereal; (C) placebo capsules+OBG cereal and (D) placebo capsules+control cereal.; Primary outcome: HbA1c at 6 months.; fasting plasma glucose, fasting insulin, homeostatic model assessment of insulin resistance, fasting lipids, blood pressure, body weight, waist circumference, body mass index and mental well-being.; 153 participants were randomised. There was complete HbA1c outcome data available for 129 participants. At 6 months the mean (SD) HbA1c was 45.9 (4.4) mmol/mol, n=66 for HN001, and 46.7 (4.3) mmol/mol, n=63 for placebo capsules; 46.5 (4.0) mmol/mol, n=67 for OBG and 46.0 (4.6) mmol/mol n=62 for control cereal. The estimated difference between HN001-placebo capsules was -0.83, 95% CI -1.93 to 0.27 mmol/mol, p=0.63, and between OBG-control cereals -0.17, 95% CI -1.28 to 0.94 mmol/mol, p=0.76. There was no significant interaction between treatments p=0.79. There were no differences between groups or significant interactions between treatments for any of the secondary outcomes.; This study found no evidence of clinical benefit from the supplementation with either HN001 and/or cereal containing 4 g OBG on HbA1c and all secondary outcomes relevant to adults with pre-diabetes.; Australian New Zealand Clincial Trials Registry number ACTRN12617000990325.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,,,,,ok
NCT:NCT04767789,ClinicalTrials.gov,NCT04767789,https://clinicaltrials.gov/study/NCT04767789,Clinical Trial to Evaluate the Efficacy and Safety of the Probiotic Strains Limosilactocillus Reuteri DSM 32910 and Lacticaseibacillus Paracasei DSM 32851 on Glucose Homeostatis in Prediabetic Adults,,,NZ-GHMH-01; Placebo,100,NA,Glycated Hemoglobin A1c (HbA1c),Glycated Hemoglobin A1c (HbA1c); Glucose kinetic parameters: ΔPeak and Cmax; Glucose kinetic parameters: T max; Incremental Area Under the Curve (iAUC) of glucose; Incremental Area Under the Curve (iAUC) of insulinemia; Homeostasis Model of Assessment - insulin resistance (HOMA-IR); Quantitative Insulin sensitivity Check Index (QUICKI); Insulin Sensitivity Index (ISI); Fasting Plasma Glucose (FPG); Fasting insulinemia; Glycemia; Glucagon Like Peptide 1 (GLP-1); Weight; Body Mass Index (BMI); Waist and Hip; Anthropometric ratios; Liver function; Total bilirubin; Triglycerides; Lipid homeostasis; high-sensitivity C-reactive Protein (CRPhs); Cytokines; Tumor Necrosis Factors alpha (TNFα); Overall health; Blood metabolites; Gastrointestinal Symptoms,NZ-GHMH-01; Placebo,ok
PMID:32140184,PubMed,32140184,https://pubmed.ncbi.nlm.nih.gov/32140184/,"Effect of probiotics on obesity-related markers per enterotype: a double-blind, placebo-controlled, randomized clinical trial.","Prevention and improvement of disease symptoms are important issues, and probiotics are suggested as a good treatment for controlling the obesity. Human gut microbiota has different community structures. Because gut microbial composition is assumed to be linked to probiotic function, this study evaluated the efficacy of probiotics on obesity-related clinical markers according to gut microbial enterotype.; Fifty subjects with body mass index over 25 kg/m2 were randomly assigned to either the probiotic or placebo group. Each group received either unlabeled placebo or probiotic capsules for 12 weeks. Body weight, waist circumference, and body composition were measured every 3 weeks. Using computed tomography, total abdominal fat area and visceral fat area were measured. Blood and fecal samples were collected before and after the intervention for biochemical parameters and gut microbial compositions analysis.; Gut microbial compositions of all the subjects were classified into two enterotypes according to Prevotella/Bacteroides ratio. The fat percentage, blood glucose, and insulin significantly increased in the Prevotella-rich enterotype of the placebo group. The obesity-related markers, such as waist circumference, total fat area, visceral fat, and ratio of visceral to subcutaneous fat area, were significantly reduced in the probiotic group. The decrease of obesity-related markers was greater in the Prevotella-rich enterotype than in the Bacteroides-rich enterotype.; Administration of probiotics improved obesity-related markers in obese people, and the efficacy of probiotics differed per gut microbial enterotype and greater responses were observed in the Prevotella-dominant enterotype.",Journal Article,,,,,,,ok
PMID:33113929,PubMed,33113929,https://pubmed.ncbi.nlm.nih.gov/33113929/,The Role of Dietary Fibre in Modulating Gut Microbiota Dysbiosis in Patients with Type 2 Diabetes: A Systematic Review and Meta-Analysis of Randomised Controlled Trials.,"The prevalence of type 2 diabetes is on the increase worldwide, and it represents about 90% of adults who are diagnosed with diabetes. Overweight and obesity, lifestyle, genetic predisposition and gut microbiota dysbiosis have been implicated as possible risk factors in the development of type 2 diabetes. In particular, low intake of dietary fibre and consumption of foods high in fat and sugar, which are common in western lifestyle, have been reported to contribute to the depletion of specific bacterial taxa. Therefore, it is possible that intake of high dietary fibre may alter the environment in the gut and provide the needed substrate for microbial bloom.; The current review is a systematic review and meta-analysis which evaluated the role of dietary fibre in modulating gut microbiota dysbiosis in patients with type 2 diabetes.; This is a systematic review and meta-analysis of randomised controlled trials which relied on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) framework. Electronic searches were conducted using EBSCOHost with links to Health Sciences Research Databases, EMBASE and Google Scholar. The reference lists of articles were also searched for relevant studies. Searches were conducted from date of commencement of the database to 5 August 2020. The search strategy was based on the Population, Intervention, Comparator, Outcomes, Studies (PICOS) framework and involved the use of synonyms and medical subject headings (MesH). Search terms were combined with Boolean operators (OR/AND).; Nine studies which met the inclusion criteria were selected for the systematic review and meta-analysis, and four distinct areas were identified: the effect of dietary fibre on gut microbiota; the role of dietary fibre on short-chain fatty acids (SCFAs); glycaemic control; and adverse events. There was significant difference (p < 0.01) in the relative abundance of Bifidobacterium with a mean difference of 0.72 (95% CI, 0.56, 0.89) between the dietary fibre group compared with placebo. In relation to the meta-analysis for SCFAs, while there was significant difference (p = 0.02) between the dietary fibre group and placebo with a standardised mean difference of 0.5 (95% CI, 0.08, 0.91) regarding total SCFAs, the differences were not significant (p > 0.05) in relation to acetic acid, propionic acid and butyric acid. There was only significant improvement (p = 0.002) with respect to glycated haemoglobin with a mean difference of -0.18 (95% CI, -0.29, -0.06) between the dietary fibre group and placebo group. Differences between the two groups were not significant (p > 0.05) in relation to fasting blood glucose and homeostatic model assessment of insulin resistance (HOMA-IR). Furthermore, there were no significant differences between the two groups in subjects who reported adverse events. It is possible that the promotion of SCFA producers in greater diversity and abundance by dietary fibre in this review led to improvement in glycated haemoglobin, partly due to increased glucagon-like peptide-1 (GLP-1) production. In addition, Bifidobacterium lactis has been reported to increase glycogen synthesis, decrease expression of hepatic gluconeogenesis genes, improve translocation of glucose transport-4 and promote glucose uptake. It is also possible that the reduction in body weight of participants in the intervention group compared with control may have contributed to the observed improvement in glycated haemoglobin.; This systematic review and meta-analysis have demonstrated that dietary fibre can significantly improve (p < 0.05) the relative abundance of Bifidobacterium, total SCFAs and glycated haemoglobin. However, dietary fibre did not appear to have significant effect (p > 0.05) on fasting blood glucose, HOMA-IR, acetic acid, propionic acid, butyric acid and adverse events.",Journal Article; Meta-Analysis; Systematic Review,,,,,,,ok
PMID:30641692,PubMed,30641692,https://pubmed.ncbi.nlm.nih.gov/30641692/,The effect of probiotic supplementation on glycemic control and lipid profile in patients with type 2 diabetes: A randomized placebo controlled trial.,"The role of gut microbiota in the pathogenesis of diabetes is increasing; this study investigates the effect of multi-strain probiotics on fasting plasma glucose (FPG), plasma insulin and lipid profile among patients.; This randomized double blind controlled trial was performed among 60 patients; individuals were randomly assigned into 2 groups of 30 participants in order to take either probiotic supplements or placebo for 6 weeks. The probiotic supplement consisted of 7 viable strains Lactobacillus, Bifidobacterium and Streptococcus. Nutrient intakes were estimated using a 3-day and 24 hour-dietary recall at the beginning and end of study. Fasting blood samples were taken before and after intervention to measure the levels of FPG, plasma insulin and lipid profiles.; Within group comparisons showed significant decrease and increase in the levels of FPG (P = 0.001) and HDL-C (P = 0.002) in probiotic group, respectively. No significant alterations were observed for within and between group comparisons in the levels of insulin, triglycerides, total cholesterol, insulin resistance and anthropometric measurements, including weight, waist circumference and body mass index (all P > 0.05).; This study showed a significant decrease in FPG level by multi-strain probiotic supplements in within group comparison; though, further studies are needed to confirm results. (IRCT Code: IRCT2013100714925N1).",Journal Article; Randomized Controlled Trial,,,,,,,ok
PMID:30928918,PubMed,30928918,https://pubmed.ncbi.nlm.nih.gov/30928918/,"Impact of bacterial probiotics on obesity, diabetes and non-alcoholic fatty liver disease related variables: a systematic review and meta-analysis of randomised controlled trials.","To systematically review the effect of oral intake of bacterial probiotics on 15 variables related to obesity, diabetes and non-alcoholic fatty liver disease.; Systematic review and meta-analysis.; Medline, EMBASE and COCHRANE from 1990 to June 2018.; Randomised controlled trials (≥14 days) excluding hypercholesterolaemia, alcoholic liver disease, polycystic ovary syndrome and children <3 years.; One hundred and five articles met inclusion criteria, representing 6826 subjects. In overweight but not obese subjects, probiotics induced improvements in: body weight (k=25 trials, d=-0.94 kg mean difference, 95% CI -1.17 to -0.70, I²=0.0%), body mass index (k=32, d=-0.55 kg/m², 95% CI -0.86 to -0.23, I²=91.9%), waist circumference (k=13, d=-1.31 cm, 95% CI -1.79 to -0.83, I²=14.5%), body fat mass (k=11, d=-0.96 kg, 95% CI -1.21 to -0.71, I²=0.0%) and visceral adipose tissue mass (k=5, d=-6.30 cm², 95% CI -9.05 to -3.56, I²=0.0%). In type 2 diabetics, probiotics reduced fasting glucose (k=19, d=-0.66 mmol/L, 95% CI -1.00 to -0.31, I²=27.7%), glycated haemoglobin (k=13, d=-0.28 pp, 95% CI -0.46 to -0.11, I²=54.1%), insulin (k=13, d=-1.66 mU/L, 95% CI -2.70 to -0.61, I²=37.8%) and homeostatic model of insulin resistance (k=10, d=-1.05 pp, 95% CI -1.48 to -0.61, I²=18.2%). In subjects with fatty liver diseases, probiotics reduced alanine (k=12, d=-10.2 U/L, 95% CI -14.3 to -6.0, I²=93.50%) and aspartate aminotransferases (k=10, d=-9.9 U/L, 95% CI -14.1 to -5.8, I²=96.1%). These improvements were mostly observed with bifidobacteria (Bifidobacterium breve, B. longum), Streptococcus salivarius subsp. thermophilus and lactobacilli (Lactobacillus acidophilus, L. casei, L. delbrueckii) containing mixtures and influenced by trials conducted in one country.; The intake of probiotics resulted in minor but consistent improvements in several metabolic risk factors in subjects with metabolic diseases.; CRD42016033273.","Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",,,,,,,ok
PMID:31358022,PubMed,31358022,https://pubmed.ncbi.nlm.nih.gov/31358022/,"Food 4 Health - He Oranga Kai: Assessing the efficacy, acceptability and economic implications of Lactobacillus rhamnosus HN001 and β-glucan to improve glycated haemoglobin, metabolic health, and general well-being in adults with pre-diabetes: study protocol for a 2 × 2 factorial design, parallel group, placebo-controlled randomized controlled trial, with embedded qualitative study and economic analysis.","The rates of pre-diabetes and type 2 diabetes mellitus are increasing worldwide, producing significant burdens for individuals, families, and healthcare systems. In New Zealand, type 2 diabetes mellitus and pre-diabetes disproportionally affect Māori, Pacific, and South Asian peoples. This research evaluates the efficacy, acceptability, and economic impact of a probiotic capsule and a prebiotic cereal intervention in adults with pre-diabetes on metabolic and mental health and well-being outcomes.; Eligible adults (n = 152) aged 18-80 years with pre-diabetes (glycated haemoglobin 41-49 mmol/mol) will be enrolled in a 2 × 2 factorial design, randomised, parallel-group, placebo-controlled trial. Computer-generated block randomization will be performed independently. Interventions are capsulated Lactobacillus rhamnosus HN001 (6 × 109 colony-forming units/day) (A) and cereal containing 4 g β-glucan (B), placebo capsules (O1), and calorie-matched control cereal (O2). Eligible participants will receive 6 months intervention in the following groups: AB, AO1, BO2, and O1O2. The primary outcome is glycated haemoglobin after 6 months. Follow-up at 9 months will assess the durability of response. Secondary outcomes are glycated haemoglobin after 3 and 9 months, fasting glucose, insulin resistance, blood pressure, body weight, body mass index, and blood lipid levels. General well-being and quality of life will be measured by the Short-Form Health Survey 36 and Depression Anxiety Stress Scale 21 at 6 and 9 months. Outcome assessors will be blind to capsule allocation. An accompanying qualitative study will include 24 face-to-face semistructured interviews with an ethnically balanced sample from the β-glucan arms at 2 months, participant focus groups at 6 months, and three health professional focus groups. These will explore how interventions are adopted, their acceptability, and elicit factors that may support the uptake of interventions. A simulation model of the pre-diabetic New Zealand population will be used to estimate the likely impact in quality-adjusted life years and health system costs of the interventions if rolled out in New Zealand.; This study will examine the efficacy of interventions in a population with pre-diabetes. Qualitative components provide rich description of views on the interventions. When combined with the economic analysis, the study will provide insights into how to translate the interventions into practice.; Australian New Zealand Clinical Trials Registry, ACTRN12617000990325. Prospectively registered on 10 July 2017.",Clinical Trial Protocol; Journal Article,,,,,,,ok
NCT:NCT03630588,ClinicalTrials.gov,NCT03630588,https://clinicaltrials.gov/study/NCT03630588,Effect of the Consumption of an Enriched Surimi in Abdominal Visceral Adiposity,,,Surimi intervention; Placebo,120,PHASE2,Changes in abdominal visceral fat (measured in mm2),"Changes in parameters of body composition (weight, measured in kg); Changes in parameters of body composition (height, measured in meters); Changes in parameters of body composition (BMI); Changes in parameters of body composition (waist circumference, measured in centimeters); Changes in blood pressure (measured in mmHg); Changes in plasmatic parameters (glucose, total cholesterol, LDL and HDL cholesterol, triglycerides, non-esterified fatty acids, Apo B100, Apo A1 and Insulin, measured in mg/dL)",Placebo; Surimi intervention,ok
