evidence_id,source_database,source_accession,title,sample_size_hint,duration_hint,cfu_hint,dose_hint,bmi_hint,p_value_hint,intervention_hint,primary_outcome_hint,body_weight_effect_hint,bmi_effect_hint,waist_effect_hint,body_fat_effect_hint,glucose_effect_hint,lipid_effect_hint,microbiome_effect_hint,manual_extraction_note
PMID:20216555,PubMed,20216555,Regulation of abdominal adiposity by probiotics (Lactobacillus gasseri SBT2055) in adults with obese tendencies in a randomized controlled trial.,n=87; n=43; n=44,12 weeks,,200 g/day,,P<0.01; P<0.001,,,"Body weight and other measures also decreased significantly (P<0.001) as follows: body weight, 1.4% (-1.1 (-1.5, -0.7) kg); BMI, 1.5% (-0.4 (-0.5, -0.2) kg/m(2)); waist, 1.8% (-1.7 (-2.1, -1.4) cm); hip, 1.5% (-1.5 (-1.8, -1.1) cm).","Body weight and other measures also decreased significantly (P<0.001) as follows: body weight, 1.4% (-1.1 (-1.5, -0.7) kg); BMI, 1.5% (-0.4 (-0.5, -0.2) kg/m(2)); waist, 1.8% (-1.7 (-2.1, -1.4) cm); hip, 1.5% (-1.5 (-1.8, -1.1) cm).","Body weight and other measures also decreased significantly (P<0.001) as follows: body weight, 1.4% (-1.1 (-1.5, -0.7) kg); BMI, 1.5% (-0.4 (-0.5, -0.2) kg/m(2)); waist, 1.8% (-1.7 (-2.1, -1.4) cm); hip, 1.5% (-1.5 (-1.8, -1.1) cm).","Abdominal fat area was determined by computed tomography.; In the active FM group, abdominal visceral and subcutaneous fat areas significantly (P<0.01) decreased from baseline by an average of 4.6% (mean (confidence interval): -5.8 (-10.0, -1.7) cm(2)) and 3.3% (-7.4 (-11.6, -3.1) cm(2)), respectively.",,,,Review source text before entering numeric values into final tables.
NCT:NCT00522353,ClinicalTrials.gov,NCT00522353,Prebiotic Fiber as a Modifier of Satiety Hormones and Body Weight in Overweight and Obese Adults,48,,,,,,Oligofructose; Placebo,Body weight,,,,,,,,Review source text before entering numeric values into final tables.
EUROPEPMC:10.21203/rs.3.rs-8449196/v1,publisher supplementary data,10.21203/rs.3.rs-8449196/v1,"Probiotic Effect on Quality of Life, Bowel Habits and Weight Loss after Different Types of Bariatric Surgeries, a Randomized Controlled Trial",,,,,,,,,,,,,,,,Review source text before entering numeric values into final tables.
EUROPEPMC:41612500,PubMed,41612500,Multi-strain synbiotic and lifestyle modifications on patients with metabolic dysfunction-associated steatotic liver disease (MASLD): a randomized double-blinded placebo-controlled trial.,,12 weeks,,500 mg,,,,,"All patients were evaluated both at the beginning and the end of the trial in terms of anthropometric parameters (weight, BMI, and WC), hematological parameters (Hb and Plt), coagulation status (PT and INR), lipid profile (TG, TC, HDL-C, and LDL-C), FBS, liver function (ALT and AST), and liver inflammatory biomarkers (TNF-α and IL-6).; No significant changes were observed in anthropometric measures either within or between groups during the study period.","All patients were evaluated both at the beginning and the end of the trial in terms of anthropometric parameters (weight, BMI, and WC), hematological parameters (Hb and Plt), coagulation status (PT and INR), lipid profile (TG, TC, HDL-C, and LDL-C), FBS, liver function (ALT and AST), and liver inflammatory biomarkers (TNF-α and IL-6).; No significant changes were observed in anthropometric measures either within or between groups during the study period.",,,,"All patients were evaluated both at the beginning and the end of the trial in terms of anthropometric parameters (weight, BMI, and WC), hematological parameters (Hb and Plt), coagulation status (PT and INR), lipid profile (TG, TC, HDL-C, and LDL-C), FBS, liver function (ALT and AST), and liver inflammatory biomarkers (TNF-α and IL-6).; No significant changes were observed in anthropometric measures either within or between groups during the study period.",,Review source text before entering numeric values into final tables.
EUROPEPMC:41736436,PubMed,41736436,Combined acupuncture and herb treatment improves intestinal flora inabdominally obese subjects based on 16s rRNA sequencing: a randomized controlled trial.,,12 weeks,,,,P < 0.05,,,,,Gut microbiota was analyzed via 16S rRNA sequencing for diversity and abundance.; Combined needle-herb therapy significantly reduced waist circumference (P < 0.05).,,,,Gut microbiota was analyzed via 16S rRNA sequencing for diversity and abundance.; Combined needle-herb therapy significantly reduced waist circumference (P < 0.05).,Review source text before entering numeric values into final tables.
EUROPEPMC:41924306,PubMed,41924306,"Oleoylethanolamide supplementation enriches Akkermansia muciniphila and modulates intestinal barrier function in adults with obesity: A randomized, double-blind, placebo-controlled trial.",57 adults; n = 28; n = 29,12 weeks,,300 mg; 250 mg/day,BMI 30-40,,,,,,,,,,"muciniphila, while improving gut barrier biomarkers and immune function without disrupting microbiome stability.",Review source text before entering numeric values into final tables.
NCT:NCT07386795,ClinicalTrials.gov,NCT07386795,The Efficacy and Safety of Microbiota Transplantation Combined With Prebiotics for Treatment of Functional Constipation,19,,,,,,FMT,Change in complete spontaneous bowel movements (CSBM),,,,,,,,Review source text before entering numeric values into final tables.
EUROPEPMC:40951500,PubMed,40951500,Probiotic,058 individuals,,,2.11 μg; 0.71 μg,,p<0.00001; p=0.0003; p=0.005; p=0.004,,,"Primary outcomes included changes in body mass index (BMI), body weight, waist and hip circumferences, visceral and subcutaneous fat areas, and total body fat content.","Primary outcomes included changes in body mass index (BMI), body weight, waist and hip circumferences, visceral and subcutaneous fat areas, and total body fat content.","Primary outcomes included changes in body mass index (BMI), body weight, waist and hip circumferences, visceral and subcutaneous fat areas, and total body fat content.","Primary outcomes included changes in body mass index (BMI), body weight, waist and hip circumferences, visceral and subcutaneous fat areas, and total body fat content.",,,,Review source text before entering numeric values into final tables.
EUROPEPMC:41413231,PubMed,41413231,"The promising effects of a multi-species synbiotic preparation on metabolic profile in elderly patients with type 2 diabetes and high cardiovascular risk: a randomized, triple-blind, placebo-controlled trial.",,4 months,,10.83 mg; 11.78 mg; 22.83 mg,,p < 0.001; p = 0.002; p = 0.012; p = 0.017; p = 0.003; p = 0.001,,,"The mean weight [-1.16 kg (-1.36 to -0.97)], body mass index (BMI) [-0.44 kg/m2 (-0.36 to -0.51)], and BFM [-0.99 kg (-1.05 to -0.93)] decreased significantly in the synbiotic group compared to the placebo group in the linear mixed analysis of covariance analysis (all p < 0.001).","The mean weight [-1.16 kg (-1.36 to -0.97)], body mass index (BMI) [-0.44 kg/m2 (-0.36 to -0.51)], and BFM [-0.99 kg (-1.05 to -0.93)] decreased significantly in the synbiotic group compared to the placebo group in the linear mixed analysis of covariance analysis (all p < 0.001).",,,"The mean serum Low-density-Lipoprotein (LDL-C) [-10.83 mg/dl (-14.78 to -6.88)], and total cholesterol [-11.78 mg/dl (-16.44 to -7.11)], vascular cell adhesion molecule 1 (VCAM-1) [-85.70 ng/L (-150.14 to -21.26)], fasting plasma glucose (FPG) [-22.83 mg/dl (-31.30 to -14.36)], and homeostatic model assessment for insulin resistance (HOMA-IR.) [-1.31 (-1.75 to -0.86)] improved in the synbiotic group significantly compared to the placebo group (p = 0.002, p = 0.012, p = 0.017, p < 0.001, p = 0.00","The mean serum Low-density-Lipoprotein (LDL-C) [-10.83 mg/dl (-14.78 to -6.88)], and total cholesterol [-11.78 mg/dl (-16.44 to -7.11)], vascular cell adhesion molecule 1 (VCAM-1) [-85.70 ng/L (-150.14 to -21.26)], fasting plasma glucose (FPG) [-22.83 mg/dl (-31.30 to -14.36)], and homeostatic model assessment for insulin resistance (HOMA-IR.) [-1.31 (-1.75 to -0.86)] improved in the synbiotic group significantly compared to the placebo group (p = 0.002, p = 0.012, p = 0.017, p < 0.001, p = 0.00",,Review source text before entering numeric values into final tables.
NCT:NCT05802121,ClinicalTrials.gov,NCT05802121,Akkermansia Muciniphilia and Metabolic Side Effects of ADT,30,,,,,,Apple Cider Vinegar,Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Side effects and tolerability,,,,,Akkermansia Muciniphilia and Metabolic Side Effects of ADT  Apple Cider Vinegar Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Side effects and tolerability Metabolic parameters: fasting plasma glucose; Metabolic parameters: fasting plasma glucose; Metabolic parameters: HbA1C; Metabolic parameters: HbA1c; Metabolic parameters: triglycerides; Metaboli,Akkermansia Muciniphilia and Metabolic Side Effects of ADT  Apple Cider Vinegar Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Fecal Akkermansia muciniphilia counts; Side effects and tolerability Metabolic parameters: fasting plasma glucose; Metabolic parameters: fasting plasma glucose; Metabolic parameters: HbA1C; Metabolic parameters: HbA1c; Metabolic parameters: triglycerides; Metaboli,,Review source text before entering numeric values into final tables.
NCT:NCT06823557,ClinicalTrials.gov,NCT06823557,Investigation of the Mechanisms of the Gut-brain Axis in Binge Eating and Obesity.,104,,,,,,Psychobiotic treatment; Placebo treatment,Gut Microbiota outcomes - Gut-Bacteria Composition; Gut Microbiota outcomes - Molecules released by the gut-bacteria; Psycho-behavioral outcomes - Three Factor Eating Questionnaire-21; Psycho-behavioral outcomes - Eating Expectancy Inventory; Psycho-behavioral outcomes - Negative urgency subscale; Psycho-behavioral outcomes - Difficulties in Emotion Regulation Scale; Psycho-behavioral outcomes - Distress Tolerance Scale; Neurofunctioning outcomes - Default mode network; Neurofunctioning outcomes - Salience network; Neurofunctioning outcomes - Meso/Paralimbic network; Neurofunctioning outcomes - Executive network; Appetitive hormones outcomes - Ghrelin; Appetitive hormones outcomes - Glucagon-Like Peptide 1; Appetitive hormones outcomes - Peptide YY; Appetitive hormones outcomes - Leptin; Appetitive hormones outcomes - Insulin; Appetitive hormones outcomes - Cortisol,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT06901440,ClinicalTrials.gov,NCT06901440,Bariatric Surgery for Obesity,25 adults,,,,BMI ≥30,,,Compare liver status regarding steatosis & Correlate changes with weight loss and glycemic control,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT06964932,ClinicalTrials.gov,NCT06964932,Probiotics in Obesity Management,61,,,,,,Probiotc; Placebo,Change in body weight before and after intervention,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT06987279,ClinicalTrials.gov,NCT06987279,Lactobacillus Plantarum and Hormonal Regulation in Obese Women,100,,,,,,Probiotic; Maltodextrin,The changes of estradiol before and after the intervention,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT07097974,ClinicalTrials.gov,NCT07097974,Evaluation of the Efficacy of the Composite WM Formula in Body Weight Change,0,,,,,,WM formula liquid drink; Placebo,Change from baseline in weight at weeks 2 and 4; Change from plasma GLP-1 concentration (pmol/L) in baseline at weeks 2 and 4; Change from baseline in blood glucose at weeks 2 and 4,,,,,,,,Review source text before entering numeric values into final tables.
EUROPEPMC:38674828,PubMed,38674828,"A 12-Week, Single-Centre, Randomised, Double-Blind, Placebo-Controlled, Parallel-Design Clinical Trial for the Evaluation of the Efficacy and Safety of",100 participants,12-Week; 12 weeks,,,,p = 0.016; p = 0.02; p = 0.025; p = 0.023; p = 0.003; p = 0.014,,,,,,"In this double-blind, randomised clinical trial, we aimed to evaluate the efficacy and safety of SKO-001 in reducing body fat.",,"Body fat percentage (p = 0.016), body fat mass (p = 0.02), low-density lipoprotein-cholesterol levels (p = 0.025), and adiponectin levels (p = 0.023) were lower in the SKO-001 group than in the placebo group after 12 weeks of SKO-001 consumption.","Lactiplantibacillus plantarum SKO-001, a probiotic strain isolated from Angelica gigas, has been reported to reduce obesity by controlling the gut microbiome.",Review source text before entering numeric values into final tables.
NCT:NCT06554314,ClinicalTrials.gov,NCT06554314,Effect of Probiotics on Regulating Gut Health and Blood Lipid in Adults,50,,,,,,probiotics,Change from baseline serum lipids at week 4,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT06578143,ClinicalTrials.gov,NCT06578143,Effects of Synbiotics on Obesity,80,,,,,,Placebo; Synbiotics,Body fat percentage,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT06722443,ClinicalTrials.gov,NCT06722443,Impact of Nutritional Intervention With Probiotics and Prebiotics on Obesity.,230,,,,,,Probiotic; Prebiotic; Synbiotic,Evaluation of the composition of the intestinal microbiome using metagenomic analysis; Evaluation of the treatment using integrated data analysis,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT06729671,ClinicalTrials.gov,NCT06729671,A Probiotic Strategy for Antipsychotic-induced Metabolic Dysfunction,70,,,,,,Bifidobacterium longum APC1472 hydroxypropylmethylcellulose (HPMC) capsule; maltodextrin,Bifidobacterium longum on weight gain; Bifidobacterium longum on glucose levels.,,,Bifidobacterium longum on waist-to-hip ratio; Bifidobacterium longum on metabolic syndrome markers; Bifidobacterium longum on cortisol awakening response; Bifidobacterium longum on treatment adherence; Bifidobacterium longum on changes in food intake behavior placebo; active,,,,,Review source text before entering numeric values into final tables.
NCT:NCT06795607,ClinicalTrials.gov,NCT06795607,Effect of the Probiotic SF68® on Body Composition and Low-to-moderate Cardiovascular Risk,40,,,,,,Probiotic; Placebo,Waist circumference,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT06974994,ClinicalTrials.gov,NCT06974994,Resilience to Antibiotic-induced Obesogenic Microbiota: Discovering Mechanism of Microbiota Modulation,125,24 months,,,,,Synbiotic Supplement; Placebo,BMI at 24 months of age,,,,,,,,Review source text before entering numeric values into final tables.
PMID:38653887,PubMed,38653887,"Impact of Probiotics on Gastrointestinal Function and Metabolic Status After Roux-en-Y Gastric Bypass: A Double-Blind, Randomized Trial.",,1 week; 6 months; 3 months,,,,P < 0.001; P = 0.02; P = 0.001; P = 0.03,,,"Analysis of the GIQLI questionnaire before and 6 months after interventions also revealed significant improvement in the GIQLI score in both groups (P < 0.001 for probiotics and P = 0.03 for placebo).; Probiotic supplement administration following RYGB improves patients' vitamin and metabolic profile, as well as GI function, although it cannot significantly affect weight loss.",GIQLI questionnaire was also used at the beginning and 6 months after the intervention to evaluate GI symptoms.; We observed significantly reduced BMI in both groups after surgeries (P < 0.001).,,,"The levels of FBS and HbA1C were significantly lower in the probiotic group compared to the placebo in 3 months (P = 0.02 and P = 0.001, respectively) and 6 months (P < 0.001 for both) after the intervention.",,,Review source text before entering numeric values into final tables.
EUROPEPMC:38140284,PubMed,38140284,"Effect of Continuous Ingestion of Bifidobacteria and Inulin on Reducing Body Fat: A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Comparison Study.",n = 120,12 weeks,,100 g; 2.0 g,,,,,,"lactis correlated only with BMI, suggesting that increases in both contributed to the decrease in VFA.",,"Effect of Continuous Ingestion of Bifidobacteria and Inulin on Reducing Body Fat: A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Comparison Study.",,The intervention significantly increased the total number of bifidobacteria and affected the levels of several lipid markers.,,Review source text before entering numeric values into final tables.
NCT:NCT04809688,ClinicalTrials.gov,NCT04809688,Saskatoon Berry on Metabolism and Gut Microbiota in Healthy Subjects,20,,,,,,Saskatoon berry; Dried Saskatoon berry,Fasting plasma glucose; Total serum cholesterol,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05791604,ClinicalTrials.gov,NCT05791604,The Intervention of Obesity in Children With Prader-Willi Syndrome Using Prebiotics and Probiotics,60,,,,,,"probiotics including B. lactis B420, B. lactis HN019, B. animalis Bb-12, L. rhamnosus GG; Prebiotics with galactomannan and oligofructose",Body mass index,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05821010,ClinicalTrials.gov,NCT05821010,Synbiotics and Fecal Microbiota Transplantation to Treat Non-Alcoholic Steatohepatitis,48,,,,,,Lyophilized fecal microbiota transplantation capsules; Placebo capsules; A. soehngenii; Pasteurized A. muciniphila; B. animalis subsp. lactis; Fructo-oligosaccharides,Liver histology,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05826184,ClinicalTrials.gov,NCT05826184,Time Restricted Eating With or Without a Fiber Supplement for Weight Management in Pediatric Cancer Survivors,13,,,,,,Time restircted eating; Time restricted eating + prebiotic,feasibility of TRE in pediatric cancer survivors; acceptance of TRE in pediatric cancer survivors; Adherence to TRE,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05832190,ClinicalTrials.gov,NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,5,3-month; 3 months; 6 months,,,,,Standard of care; Biotin supplement; Fiber supplement,3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions,"Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before ","Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before ","Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before ","Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before ","Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before ","Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before ","Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before ",Review source text before entering numeric values into final tables.
NCT:NCT06612164,ClinicalTrials.gov,NCT06612164,"Effects of Kefir Consumption on Health Outcomes: Gastrointestinal System, Immunity, Biochemical Parameters, Body Composition, Sleep Quality and Mental Well Being in Healthy Adults",65,,,,,,kefir,Evaluation of Gastrointestinal Health; Body Composition and Anthropometric Measurements; Mental Health; Immunity and Systemic-Inflammation,,,,,,,,Review source text before entering numeric values into final tables.
PMID:37248499,PubMed,37248499,"The impact of Hafnia alvei HA4597™ on weight loss and glycaemic control after bariatric surgery - study protocol for a triple-blinded, blocked randomized, 12-month, parallel-group, placebo-controlled clinical trial.",,12-month; 90 days; 12 months,5 x 10^7 CFU,2 capsules,BMI ≥ 35; BMI ≥ 40,,,,"Although bariatric surgery is an effective treatment for obesity with a great impact on weight loss, some subjects show weight regain due to increased energy intake after the surgery.",,,,,,"Thus, modulating gut microbiota with probiotics that could improve appetite regulation as a complementary approach to post-operative diet (i.e.",Review source text before entering numeric values into final tables.
NCT:NCT04962633,ClinicalTrials.gov,NCT04962633,Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status,40,,,,,,Probiotic Pasta; Control Pasta,Changes in fasting inflammatory blood markers; Changes in fasting plasma lipids; Changes in fasting plasma glucose,Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status  Probiotic Pasta; Control Pasta Changes in fasting inflammatory blood markers; Changes in fasting plasma lipids; Changes in fasting plasma glucose Changes in small intestine permeability; Changes in colonic permeability; Changes in stool consistency; Changes in stool weight; Changes in stool frequency; Changes in gastrointestinal functionality; Changes in faecal microbiome; Variation of p,Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status  Probiotic Pasta; Control Pasta Changes in fasting inflammatory blood markers; Changes in fasting plasma lipids; Changes in fasting plasma glucose Changes in small intestine permeability; Changes in colonic permeability; Changes in stool consistency; Changes in stool weight; Changes in stool frequency; Changes in gastrointestinal functionality; Changes in faecal microbiome; Variation of p,Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status  Probiotic Pasta; Control Pasta Changes in fasting inflammatory blood markers; Changes in fasting plasma lipids; Changes in fasting plasma glucose Changes in small intestine permeability; Changes in colonic permeability; Changes in stool consistency; Changes in stool weight; Changes in stool frequency; Changes in gastrointestinal functionality; Changes in faecal microbiome; Variation of p,,Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status  Probiotic Pasta; Control Pasta Changes in fasting inflammatory blood markers; Changes in fasting plasma lipids; Changes in fasting plasma glucose Changes in small intestine permeability; Changes in colonic permeability; Changes in stool consistency; Changes in stool weight; Changes in stool frequency; Changes in gastrointestinal functionality; Changes in faecal microbiome; Variation of p,Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status  Probiotic Pasta; Control Pasta Changes in fasting inflammatory blood markers; Changes in fasting plasma lipids; Changes in fasting plasma glucose Changes in small intestine permeability; Changes in colonic permeability; Changes in stool consistency; Changes in stool weight; Changes in stool frequency; Changes in gastrointestinal functionality; Changes in faecal microbiome; Variation of p,Dietary Intervention With Probiotic Pasta and Evaluation of the Effects on Metabolic and Inflammatory Status  Probiotic Pasta; Control Pasta Changes in fasting inflammatory blood markers; Changes in fasting plasma lipids; Changes in fasting plasma glucose Changes in small intestine permeability; Changes in colonic permeability; Changes in stool consistency; Changes in stool weight; Changes in stool frequency; Changes in gastrointestinal functionality; Changes in faecal microbiome; Variation of p,Review source text before entering numeric values into final tables.
NCT:NCT05255367,ClinicalTrials.gov,NCT05255367,Effect of (Poly)Phenolic on Cardiometabolic Risk of Postmenopausal Women,26,,,,,,(poly)phenols rich foods,Changes in serum levels of glucose and insulin.; Changes in plasmatic lipid profile.; Changes in blood pressure.; Changes in biomarkers of inflammation in plasma.; Changes in biomarkers of oxidative stress in urine.,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05353504,ClinicalTrials.gov,NCT05353504,Impact of Microbiome-changing Interventions on Food Decision-making,90,,,,,,Inulin; Lifestyle intervention; Placebo,blood-oxygenation-level-dependent (BOLD) activity during food wanting,,Impact of Microbiome-changing Interventions on Food Decision-making  Inulin; Lifestyle intervention; Placebo blood-oxygenation-level-dependent (BOLD) activity during food wanting microbial alpha and beta diversity; fMRI BOLD activity memory performance; satiety; ghrelin; leptin; GLP-1; PYY; insulin; HbA1c; inflammatory markers; microbial metabolic markers in blood; body mass index; waist hip ratio; body fat; food craving; executive attention performance prebiotic dietary supplement; behavioural ,Impact of Microbiome-changing Interventions on Food Decision-making  Inulin; Lifestyle intervention; Placebo blood-oxygenation-level-dependent (BOLD) activity during food wanting microbial alpha and beta diversity; fMRI BOLD activity memory performance; satiety; ghrelin; leptin; GLP-1; PYY; insulin; HbA1c; inflammatory markers; microbial metabolic markers in blood; body mass index; waist hip ratio; body fat; food craving; executive attention performance prebiotic dietary supplement; behavioural ,Impact of Microbiome-changing Interventions on Food Decision-making  Inulin; Lifestyle intervention; Placebo blood-oxygenation-level-dependent (BOLD) activity during food wanting microbial alpha and beta diversity; fMRI BOLD activity memory performance; satiety; ghrelin; leptin; GLP-1; PYY; insulin; HbA1c; inflammatory markers; microbial metabolic markers in blood; body mass index; waist hip ratio; body fat; food craving; executive attention performance prebiotic dietary supplement; behavioural ,Impact of Microbiome-changing Interventions on Food Decision-making  Inulin; Lifestyle intervention; Placebo blood-oxygenation-level-dependent (BOLD) activity during food wanting microbial alpha and beta diversity; fMRI BOLD activity memory performance; satiety; ghrelin; leptin; GLP-1; PYY; insulin; HbA1c; inflammatory markers; microbial metabolic markers in blood; body mass index; waist hip ratio; body fat; food craving; executive attention performance prebiotic dietary supplement; behavioural ,,Impact of Microbiome-changing Interventions on Food Decision-making  Inulin; Lifestyle intervention; Placebo blood-oxygenation-level-dependent (BOLD) activity during food wanting microbial alpha and beta diversity; fMRI BOLD activity memory performance; satiety; ghrelin; leptin; GLP-1; PYY; insulin; HbA1c; inflammatory markers; microbial metabolic markers in blood; body mass index; waist hip ratio; body fat; food craving; executive attention performance prebiotic dietary supplement; behavioural ,Review source text before entering numeric values into final tables.
NCT:NCT05417360,ClinicalTrials.gov,NCT05417360,Akkermansia and Weight Maintenance,90,,,,,,Akkermansia muciniphila; Placebo,Body weight,Akkermansia and Weight Maintenance  Akkermansia muciniphila; Placebo Body weight Body composition; Body fat distribution; Glucose metabolism; Insulin sensitivity; Lipid profile; Adipose tissue activity; Gut barrier function; Psychological well-being - mental health; Psychological well-being - sleep quality; Psychological well-being - stress; Psychological well-being - General; Gastrointestinal symptoms - bowel movements; Gastrointestinal symptoms; Heart rate; Blood pressure; Renal function; Live,,,Akkermansia and Weight Maintenance  Akkermansia muciniphila; Placebo Body weight Body composition; Body fat distribution; Glucose metabolism; Insulin sensitivity; Lipid profile; Adipose tissue activity; Gut barrier function; Psychological well-being - mental health; Psychological well-being - sleep quality; Psychological well-being - stress; Psychological well-being - General; Gastrointestinal symptoms - bowel movements; Gastrointestinal symptoms; Heart rate; Blood pressure; Renal function; Live,Akkermansia and Weight Maintenance  Akkermansia muciniphila; Placebo Body weight Body composition; Body fat distribution; Glucose metabolism; Insulin sensitivity; Lipid profile; Adipose tissue activity; Gut barrier function; Psychological well-being - mental health; Psychological well-being - sleep quality; Psychological well-being - stress; Psychological well-being - General; Gastrointestinal symptoms - bowel movements; Gastrointestinal symptoms; Heart rate; Blood pressure; Renal function; Live,Akkermansia and Weight Maintenance  Akkermansia muciniphila; Placebo Body weight Body composition; Body fat distribution; Glucose metabolism; Insulin sensitivity; Lipid profile; Adipose tissue activity; Gut barrier function; Psychological well-being - mental health; Psychological well-being - sleep quality; Psychological well-being - stress; Psychological well-being - General; Gastrointestinal symptoms - bowel movements; Gastrointestinal symptoms; Heart rate; Blood pressure; Renal function; Live,Akkermansia and Weight Maintenance  Akkermansia muciniphila; Placebo Body weight Body composition; Body fat distribution; Glucose metabolism; Insulin sensitivity; Lipid profile; Adipose tissue activity; Gut barrier function; Psychological well-being - mental health; Psychological well-being - sleep quality; Psychological well-being - stress; Psychological well-being - General; Gastrointestinal symptoms - bowel movements; Gastrointestinal symptoms; Heart rate; Blood pressure; Renal function; Live,Review source text before entering numeric values into final tables.
