"evidence_id","source_database","source_accession","doi","pmid","title","year","evidence_type","priority","relevance_score","study_tag","intervention_type_hint","taxa_hint","outcome_hint","needs_manual_review","source_url","queue_rank","queue_reason"
"EUROPEPMC:41999447","PubMed","41999447","10.1007/s12325-026-03577-5","41999447","Reconsidering Obesity in India Through a Gut-Metabolic Lens: Mechanistic Insights and the Emerging Role of Synbiotics in Individuals with the Thin-Fat Phenotype.","2026","literature","medium","2","needs_manual_classification","synbiotic","","glucose","true","https://europepmc.org/article/MED/41999447","4","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:42015346","PubMed","42015346","10.1080/19490976.2026.2644677","42015346","Gut microbiome and metabolic health: mechanisms and precision interventions.","2026","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/42015346","5","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:42051485","PubMed","42051485","10.3389/fimmu.2026.1803488","42051485","Targeted regulation of adipose tissue macrophages from an immunometabolic perspective: a novel therapeutic approach for obesity-related metabolic disorders.","2026","literature","medium","2","needs_manual_classification","","","glucose","true","https://europepmc.org/article/MED/42051485","6","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:42072163","PubMed","42072163","10.3390/antiox15040522","42072163","Microbiota-Gut-Brain Axis Disruption, Neuroinflammation, and Potential Antioxidant-Based Treatments in Metabolic Diseases.","2026","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/42072163","7","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:42131482","PubMed","42131482","10.3389/fphys.2026.1766078","42131482","Bioactive compounds as therapeutic modulators of metabolic syndrome: targeting inflammation and gut microbiota regulation.","2026","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/42131482","8","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:42197000","PubMed","42197000","10.3390/nu18101540","42197000","Gut Microbiome Dysbiosis in Metabolic Syndrome: Current Evidence and Emerging Perspectives.","2026","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/42197000","9","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:42212103","PubMed","42212103","10.3389/fped.2026.1773294","42212103","Gut microbiota and pediatric metabolic dysfunction-associated steatotic liver disease: clinical evidence and therapeutic implications.","2026","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/42212103","10","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:42221502","PubMed","42221502","10.3389/fmicb.2026.1809114","42221502","Therapeutic potential of natural compounds from medicinal and food homology substances targeting gut microbiota in lipid metabolism disorders.","2026","literature","medium","2","needs_manual_classification","","","lipid;microbiome","true","https://europepmc.org/article/MED/42221502","11","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=lipid;microbiome"
"PMID:41205303","PubMed","41205303","10.1016/j.micres.2025.128393","41205303","Bacteroides acidifaciens alleviates high-fat diet-induced obesity-related osteoporosis by regulating gut microbiota and bile acid metabolism via the gut-bone axis.","2026","literature","medium","2","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41205303/","12","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:41499920","PubMed","41499920","10.1016/j.clnu.2025.106558","41499920","Gut microbiota composition and derived enterotypes are associated with ponderal status in preschool children. Childhood obesity risk assessment longitudinal study (CORALS) cohort.","2026","literature","medium","2","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41499920/","13","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:41812148","PubMed","41812148","10.1093/nutrit/nuaf255","41812148","Effects of Polyphenols on Gut Health and Inflammation in Overweight and Obese Populations: A Systematic Review and Meta-analysis of Dose, Duration, and Food Matrix.","2026","literature","medium","2","meta_analysis_or_systematic_review","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/41812148/","14","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight"
"PMID:41871887","PubMed","41871887","10.1111/jog.70244","41871887","Effects of Nutritional Supplement Intake on Pregnancy Outcomes in Overweight and Obese Women: A Systematic Review and Meta-Analysis.","2026","literature","medium","2","meta_analysis_or_systematic_review","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/41871887/","15","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight"
"PMID:41882376","PubMed","41882376","10.1038/s41390-026-04877-w","41882376","Genetically mediated causal relationship between gut microbiota composition and childhood obesity.","2026","literature","medium","2","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41882376/","16","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:41961895","PubMed","41961895","10.1111/jpc.70344","41961895","Effects of Probiotic and Synbiotic Supplementation on Metabolic and Hepatic Outcomes in Children and Adolescents With Obesity, Including Those With Obesity-Related Metabolic Dysfunction-Associated Steatotic Liver Disease: A Systematic Review and Meta-Analysis.","2026","literature","medium","2","meta_analysis_or_systematic_review","probiotic;synbiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/41961895/","17","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"PMID:42157654","PubMed","42157654","10.1002/mnfr.70495","42157654","Gut Microbiota as a Mediator of Sarcopenic Obesity: Mechanisms, Modifiable Factors, and Healthcare Burden.","2026","literature","medium","2","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/42157654/","18","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:39159270","PubMed","39159270","10.1111/febs.17249","39159270","Obesity and the gut microbiota: implications of neuroendocrine and immune signaling.","2025","literature","medium","2","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/39159270","19","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:39944116","PubMed","39944116","10.1017/gmb.2024.12","39944116","The effect of probiotics, prebiotics and synbiotics on gut microbial community profile in overweight and obese Latin American and Caribbean populations: a systematic review of human trials.","2025","literature","medium","2","meta_analysis_or_systematic_review","probiotic;prebiotic;synbiotic","","weight","true","https://europepmc.org/article/MED/39944116","20","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight"
"EUROPEPMC:40295195","PubMed","40295195","10.4014/jmb.2501.01024","40295195","Microbiome, Potential Therapeutic Agents: New Players of Obesity Treatment.","2025","literature","medium","2","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/40295195","21","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41080326","PubMed","41080326","10.7759/cureus.92020","41080326","Gut Microbiota Modulation in Type 2 Diabetes and Cardiometabolic Risk: A Systematic Review.","2025","literature","medium","2","meta_analysis_or_systematic_review","","","glucose;microbiome","true","https://europepmc.org/article/MED/41080326","22","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=glucose;microbiome"
"EUROPEPMC:41133047","PubMed","41133047","10.7759/cureus.92881","41133047","Efficacy of Gut Microbiome-Targeted Therapies in Modulating Systemic Inflammation and Low-Grade Chronic Inflammatory States in Adults With Metabolic Disorders: A Systematic Review.","2025","literature","medium","2","meta_analysis_or_systematic_review","","","glucose;microbiome","true","https://europepmc.org/article/MED/41133047","23","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=glucose;microbiome"
"EUROPEPMC:41220421","PubMed","41220421","10.1155/sci5/3367875","41220421","Therapeutic Potential Targeting Gut Microbiota Modulation With Emphasis on <i>Lactobacillus</i> spp. in Common Metabolic Disorders: A Systematic Review.","2025","literature","medium","2","meta_analysis_or_systematic_review","","Lactobacillus","glucose;microbiome","true","https://europepmc.org/article/MED/41220421","24","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; taxa=Lactobacillus; outcomes=glucose;microbiome"
"EUROPEPMC:41246285","PubMed","41246285","10.3389/fmedt.2025.1695329","41246285","Microbiome-based therapeutics for metabolic disorders: harnessing microbial intrusions for treatment.","2025","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/41246285","25","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:41373952","PubMed","41373952","10.3390/nu17233661","41373952","Obesity and Diabetes in Mexico: An Approach to the Intestinal Microbiota.","2025","literature","medium","2","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41373952","26","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41426235","PubMed","41426235","10.2147/tcrm.s540144","41426235","Modulating Metabolic Health and Physiological Functions: Advances in Dietary Interventions Targeting Gut Microbiota.","2025","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/41426235","27","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"PMID:39984625","PubMed","39984625","10.1038/s41598-025-90820-8","39984625","Effects of oral supplementation of probiotics on body weight and visceral fat in obese patients: a meta-analysis and systematic review.","2025","literature","medium","2","meta_analysis_or_systematic_review","probiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/39984625/","28","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight"
"PMID:39997695","PubMed","39997695","10.3390/metabo15020070","39997695","Synergistic Effects of Probiotics and Lifestyle Interventions on Intestinal Microbiota Composition and Clinical Outcomes in Obese Adults.","2025","literature","medium","2","needs_manual_classification","probiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/39997695/","29","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:40192559","PubMed","40192559","10.1089/jmf.2023.0233","40192559","The Effect of Prebiotics and Probiotics (Synbiotics) on Weight Loss and Biochemical Parameters in Obese Individuals.","2025","literature","medium","2","needs_manual_classification","probiotic;prebiotic;synbiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/40192559/","30","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=weight"
"PMID:40434504","PubMed","40434504","10.1007/s12602-025-10605-3","40434504","Harnessing Probiotics: Exploring the Role of the Gut Microbiome in Combating Obesity.","2025","literature","medium","2","needs_manual_classification","probiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/40434504/","31","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:40637175","PubMed","40637175","10.1002/14651858.CD015875","40637175","Gut microbiome-based interventions for the management of obesity in children and adolescents aged up to 19 years.","2025","literature","medium","2","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/40637175/","32","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:41348832","PubMed","41348832","10.1371/journal.pone.0337760","41348832","Human-derived fecal virome transplantation (FVT) reshapes the murine gut microbiota and virome, enhancing glucose regulation.","2025","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41348832/","33","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"PMID:41374064","PubMed","41374064","10.3390/nu17233774","41374064","Marine-Algal-Derived Postbiotics Modulating the Gut Microbiota-Adipose Tissue Axis in Obesity: A New Frontier.","2025","literature","medium","2","needs_manual_classification","postbiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41374064/","34","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:37771199","PubMed","37771199","10.1002/edm2.436","37771199","Human gut microbiome: Therapeutic opportunities for metabolic syndrome-Hype or hope?","2024","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/37771199","35","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:39421246","PubMed","39421246","10.20517/mrr.2024.05","39421246","Probiotics, prebiotics, synbiotics and other microbiome-based innovative therapeutics to mitigate obesity and enhance longevity via the gut-brain axis.","2024","literature","medium","2","needs_manual_classification","probiotic;prebiotic;synbiotic","","microbiome","true","https://europepmc.org/article/MED/39421246","36","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:38409604","PubMed","38409604","10.1038/s42255-024-00988-y","38409604","Resistant starch intake facilitates weight loss in humans by reshaping the gut microbiota.","2024","literature","medium","2","needs_manual_classification","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/38409604/","37","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=weight;microbiome"
"PMID:38940505","PubMed","38940505","10.1128/cmr.00045-23","38940505","Role of the intestinal microbiota in contributing to weight disorders and associated comorbidities.","2024","literature","medium","2","needs_manual_classification","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/38940505/","38","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=weight;microbiome"
"PMID:38953736","PubMed","38953736","10.1039/d4fo01269k","38953736","Beneficial effects of a new probiotic formulation on adipocytokines, appetite-regulating hormones, and metabolic parameters in obese women.","2024","literature","medium","2","needs_manual_classification","probiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/38953736/","39","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose"
"PMID:39125666","PubMed","39125666","10.3390/ijms25158098","39125666","Metabolic Syndrome and Psoriasis: Pivotal Roles of Chronic Inflammation and Gut Microbiota.","2024","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/39125666/","40","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"PMID:39400776","PubMed","39400776","10.1186/s13568-024-01769-2","39400776","Impact of bariatric surgery on gut microbiota composition in obese patients compared to healthy controls.","2024","literature","medium","2","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/39400776/","41","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:37661739","PubMed","37661739","10.1098/rstb.2022.0221","37661739","Questioning the foundations of the gut microbiota and obesity.","2023","literature","medium","2","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/37661739","42","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:37474971","PubMed","37474971","10.1186/s13099-023-00563-y","37474971","Effects of synbiotic supplementation on intestinal microbiota composition in children and adolescents with exogenous obesity: (Probesity-2 trial).","2023","literature","medium","2","needs_manual_classification","synbiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/37474971/","43","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:37562188","PubMed","37562188","10.1016/j.nut.2023.112111","37562188","Does gut microbiota affect the success of weight loss? Evidence and speculation.","2023","literature","medium","2","needs_manual_classification","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/37562188/","44","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=weight;microbiome"
"PMID:37642346","PubMed","37642346","10.1080/19490976.2023.2250482","37642346","Gut microbiome diversity, variability, and latent community types compared with shifts in body weight during the freshman year of college in dormitory-housed adolescents.","2023","literature","medium","2","needs_manual_classification","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/37642346/","45","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=weight;microbiome"
"PMID:37915619","PubMed","37915619","10.3389/fnut.2023.1282376","37915619","A nutritional supplement taken during preconception and pregnancy influences human milk macronutrients in women with overweight/obesity and gestational diabetes mellitus.","2023","literature","medium","2","needs_manual_classification","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/37915619/","46","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=weight"
"EUROPEPMC:34973469","PubMed","34973469","10.1016/j.molmet.2021.101427","34973469","Microbiota and body weight control: Weight watchers within?","2022","literature","medium","2","needs_manual_classification","","","weight;microbiome","true","https://europepmc.org/article/MED/34973469","47","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=weight;microbiome"
"EUROPEPMC:36313072","PubMed","36313072","10.3389/fnut.2022.1018212","36313072","Gut microbiota and obesity: New insights.","2022","literature","medium","2","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/36313072","48","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:35467389","PubMed","35467389","10.1128/spectrum.00837-22","35467389","Whole-Genome Shotgun Metagenomic Sequencing Reveals Distinct Gut Microbiome Signatures of Obese Cats.","2022","literature","medium","2","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/35467389/","49","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:36091491","PubMed","36091491","10.1016/j.xinn.2022.100304","36091491","Multi-omic analyses identify mucosa bacteria and fecal metabolites associated with weight loss after fecal microbiota transplantation.","2022","literature","medium","2","needs_manual_classification","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/36091491/","50","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=weight;microbiome"
"PMID:36281657","PubMed","36281657","10.1039/d2fo02185d","36281657","Algal polysaccharides and derivatives as potential therapeutics for obesity and related metabolic diseases.","2022","literature","medium","2","needs_manual_classification","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/36281657/","51","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose"
"PMID:36530587","PubMed","36530587","10.2147/DMSO.S378396","36530587","Microbiome-Targeted Therapies as an Adjunct to Traditional Weight Loss Interventions: A Systematic Review and Meta-Analysis.","2022","literature","medium","2","meta_analysis_or_systematic_review","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/36530587/","52","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight;microbiome"
"EUROPEPMC:33722164","PubMed","33722164","10.1080/19490976.2021.1894070","33722164","The impact of the gut microbiota on the reproductive and metabolic endocrine system.","2021","literature","medium","2","needs_manual_classification","","","glucose;microbiome","true","https://europepmc.org/article/MED/33722164","53","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=glucose;microbiome"
"EUROPEPMC:34065217","PubMed","34065217","10.3390/microorganisms9051098","34065217","<i>Akkermansia muciniphila,</i> a New Generation of Beneficial Microbiota in Modulating Obesity: A Systematic Review.","2021","literature","medium","2","meta_analysis_or_systematic_review","","Akkermansia","microbiome","true","https://europepmc.org/article/MED/34065217","54","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; taxa=Akkermansia; outcomes=microbiome"
"EUROPEPMC:34836254","PubMed","34836254","10.3390/nu13113999","34836254","Impact of Exercise on Gut Microbiota in Obesity.","2021","literature","medium","2","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/34836254","55","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"PMID:33459204","PubMed","33459204","10.3920/BM2020.0111","33459204","Probiotics as a therapeutic strategy in obesity and overweight: a systematic review.","2021","literature","medium","2","meta_analysis_or_systematic_review","probiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/33459204/","56","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight"
"PMID:34684633","PubMed","34684633","10.3390/nu13103627","34684633","Effects of Probiotics and Synbiotics on Weight Loss in Subjects with Overweight or Obesity: A Systematic Review.","2021","literature","medium","2","meta_analysis_or_systematic_review","probiotic;synbiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/34684633/","57","priority=medium; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight"
"PMID:34946095","PubMed","34946095","10.3390/microorganisms9122493","34946095","Metagenome-Scale Metabolic Network Suggests Folate Produced by Bifidobacterium longum Might Contribute to High-Fiber-Diet-Induced Weight Loss in a Prader-Willi Syndrome Child.","2021","literature","medium","2","needs_manual_classification","","Bifidobacterium","weight;glucose","true","https://pubmed.ncbi.nlm.nih.gov/34946095/","58","priority=medium; relevance=2; study_tag=needs_manual_classification; taxa=Bifidobacterium; outcomes=weight;glucose"
"PMID:31064150","PubMed","31064150","10.3390/nu11051017","31064150","Mulberry Leaf Polyphenols and Fiber Induce Synergistic Antiobesity and Display a Modulation Effect on Gut Microbiota and Metabolites.","2019","literature","medium","2","needs_manual_classification","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/31064150/","59","priority=medium; relevance=2; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41276282","PubMed","41276282","","41276282","Aging and the microbiome: implications for health and disease.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41276282","60","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41596930","PubMed","41596930","10.3390/foods15020332","41596930","<i>Lacticaseibacillus rhamnosus</i> CU262 Attenuates High-Fat Diet-Induced Obesity via Gut-Liver Axis Reprogramming.","2026","literature","medium","1","needs_manual_classification","","Lacticaseibacillus","","true","https://europepmc.org/article/MED/41596930","61","priority=medium; relevance=1; study_tag=needs_manual_classification; taxa=Lacticaseibacillus"
"EUROPEPMC:41599808","PubMed","41599808","10.3390/nu18020195","41599808","About Unsuccessful Responders to Diet and Physical Activity Interventions: A Focus on Energy Balance and Body-Weight Loss.","2026","literature","medium","1","needs_manual_classification","","","weight","true","https://europepmc.org/article/MED/41599808","62","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=weight"
"EUROPEPMC:41683193","PubMed","41683193","10.3390/nu18030369","41683193","Gut Microbiota Impact on Cognitive Function in Humans.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41683193","63","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41703894","PubMed","41703894","10.1002/bcp.70487","41703894","GLP-1 agonists and the gut microbiome: A bidirectional relationship.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41703894","64","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41745391","PubMed","41745391","10.3390/jpm16020099","41745391","Probiotics as Microbiome Modulators in Male Infertility: Rethinking Dysbiosis Across the Gut-Testis Axis.","2026","literature","medium","1","needs_manual_classification","probiotic","","microbiome","true","https://europepmc.org/article/MED/41745391","65","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41746476","PubMed","41746476","10.1007/s13668-026-00732-w","41746476","The Gut-Brain Axis in Obesity: Mechanisms, Development, and Therapeutic Perspectives.","2026","literature","medium","1","needs_manual_classification","","","","true","https://europepmc.org/article/MED/41746476","66","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:41769660","PubMed","41769660","10.3389/fnut.2026.1729480","41769660","Retrospective insights into probiotic and prebiotic interventions: associations with gut microbiota profiles and nutritional outcomes.","2026","literature","medium","1","needs_manual_classification","probiotic;prebiotic","","microbiome","true","https://europepmc.org/article/MED/41769660","67","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41774188","PubMed","41774188","10.1007/s00018-025-06022-y","41774188","Microbes, mood, and metabolism/obesity: Pharmacological insights into the gut-obesity-depression triad.","2026","literature","medium","1","needs_manual_classification","","","","true","https://europepmc.org/article/MED/41774188","68","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:41782088","PubMed","41782088","10.1186/s12902-025-02153-2","41782088","The relationship between intestinal flora and androgen level, glucose and lipid metabolism, inflammatory response and reproductive hormones: a systematic review and meta-analysis.","2026","literature","medium","1","meta_analysis_or_systematic_review","","","lipid;glucose","true","https://europepmc.org/article/MED/41782088","69","priority=medium; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=lipid;glucose"
"EUROPEPMC:41783897","PubMed","41783897","10.1515/mr-2025-0048","41783897","Obesity: current developments in mechanisms, diagnosis, classification and the evolution of personalized management.","2026","literature","medium","1","needs_manual_classification","","","","true","https://europepmc.org/article/MED/41783897","70","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:41788730","PubMed","41788730","10.3389/fmed.2026.1728174","41788730","Impact of sleeve gastrectomy on bone metabolism in obese patients: from mechanisms to clinical prevention.","2026","literature","medium","1","needs_manual_classification","","","","true","https://europepmc.org/article/MED/41788730","71","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:41798990","PubMed","41798990","10.3389/frtra.2026.1703048","41798990","Microbiota management: a perspective for kidney transplant patients.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41798990","72","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41841409","PubMed","41841409","10.1002/smll.202514910","41841409","Bioengineered Probiotic-Prebiotic Hierarchical Microspheres With pH-Responsive Architecture Reprogram Immunometabolism in Obesity-Related Disorders.","2026","literature","medium","1","needs_manual_classification","probiotic;prebiotic","","","true","https://europepmc.org/article/MED/41841409","73","priority=medium; relevance=1; study_tag=needs_manual_classification"
"EUROPEPMC:41880417","PubMed","41880417","10.1590/s0004-2803.24612025-087","41880417","EXPLORING THE IMPACT OF GUT MICROBIOTA MODULATION ON COLORECTAL CANCER THERAPY: A BIBLIOMETRIC ANALYSIS OF PROBIOTIC AND PREBIOTIC INTERVENTIONS.","2026","literature","medium","1","needs_manual_classification","probiotic;prebiotic","","microbiome","true","https://europepmc.org/article/MED/41880417","74","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41883787","PubMed","41883787","10.3389/fmicb.2026.1782361","41883787","Maternal probiotic and prebiotic supplementation on glucose metabolism in pregnant women and their offspring: effects and related mechanisms.","2026","literature","medium","1","needs_manual_classification","probiotic;prebiotic","","glucose","true","https://europepmc.org/article/MED/41883787","75","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:41884636","PubMed","41884636","10.3389/fcvm.2026.1757348","41884636","Engineered bacteria: a novel era for metabolic, cardiovascular and cerebrovascular diseases therapy.","2026","literature","medium","1","needs_manual_classification","","","glucose","true","https://europepmc.org/article/MED/41884636","76","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:41901168","PubMed","41901168","10.3390/nu18060993","41901168","Anti-Obesogenic Effects of Culinary Herbs Through Modulation of Inflammation and Metabolic Pathways.","2026","literature","medium","1","needs_manual_classification","","","glucose","true","https://europepmc.org/article/MED/41901168","77","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=glucose"
"EUROPEPMC:41906418","PubMed","41906418","10.1080/19490976.2026.2647535","41906418","Dysregulated eating behaviour and microbiota-based interventions targeting eating disorders and food addiction.","2026","literature","medium","1","needs_manual_classification","","","microbiome","true","https://europepmc.org/article/MED/41906418","78","priority=medium; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"EUROPEPMC:41971399","PubMed","41971399","10.1016/j.fochx.2026.103798","41971399","Fermentation method outweighs geographic origin in shaping kefir's <i>in vitro</i> anti-obesity potential and probiotic properties.","2026","literature","medium","1","needs_manual_classification","probiotic","","","true","https://europepmc.org/article/MED/41971399","79","priority=medium; relevance=1; study_tag=needs_manual_classification"
