candidate_id,search_query,source_database,source_accession,source_url,organism_name,assembly_name,assembly_level,refseq_category,taxid,submitter,release_date,query_match_score,manual_review_flag,extraction_note,curator,extraction_date,file
ASSEMBLY:GCF_052377865.1,Akkermansia muciniphila,NCBI Genome,GCF_052377865.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_052377865.1/,Akkermansia muciniphila (verrucomicrobia),ASM5237786v1,Complete Genome,na,239935,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_akkermansia_muciniphila_candidates.csv
ASSEMBLY:GCF_047716065.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_047716065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_047716065.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4771606v1,Complete Genome,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_047716045.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_047716045.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_047716045.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4771604v1,Complete Genome,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_044866785.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_044866785.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_044866785.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4486678v1,Complete Genome,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_044502405.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_044502405.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_044502405.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4450240v1,Complete Genome,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040084745.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040084745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040084745.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),BGI-N3_B.animalis_subsp. lactis_v1,Chromosome,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_038086955.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_038086955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_038086955.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM3808695v1,Complete Genome,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_036923305.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_036923305.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_036923305.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM3692330v1,Complete Genome,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_000172535.2,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_000172535.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_000172535.2/,Bifidobacterium animalis subsp. lactis HN019 (high G+C Gram-positive bacteria),ASM17253v2,Complete Genome,na,486409,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_054604265.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_054604265.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_054604265.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM5460426v1,Complete Genome,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_054072915.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_054072915.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_054072915.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM5407291v1,Complete Genome,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_049204815.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_049204815.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049204815.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4920481v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_049204795.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_049204795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049204795.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4920479v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_049192035.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_049192035.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049192035.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4919203v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_049192025.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_049192025.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049192025.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4919202v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_049192005.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_049192005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049192005.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4919200v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_049191975.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_049191975.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049191975.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4919197v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_049191795.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_049191795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049191795.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4919179v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_049191485.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_049191485.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049191485.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4919148v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040795585.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040795585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040795585.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4079558v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040795545.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040795545.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040795545.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4079554v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040795525.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040795525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040795525.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4079552v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040795505.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040795505.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040795505.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4079550v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040795485.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040795485.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040795485.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4079548v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040795465.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040795465.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040795465.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4079546v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040795425.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040795425.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040795425.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4079542v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040795435.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040795435.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040795435.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4079543v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040795405.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040795405.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040795405.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4079540v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040425675.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040425675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040425675.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4042567v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040151175.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040151175.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040151175.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4015117v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040151095.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040151095.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040151095.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4015109v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_040150835.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_040150835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_040150835.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM4015083v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_000414215.2,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_000414215.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_000414215.2/,Bifidobacterium animalis subsp. lactis Bl12 (high G+C Gram-positive bacteria),ASM41421v2,Complete Genome,na,1281781,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_039503425.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_039503425.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_039503425.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM3950342v1,Scaffold,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_038994465.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_038994465.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_038994465.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM3899446v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_038994445.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_038994445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_038994445.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM3899444v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_038994355.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_038994355.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_038994355.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM3899435v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_038994305.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_038994305.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_038994305.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM3899430v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_038994215.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_038994215.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_038994215.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM3899421v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_038756885.1,Bifidobacterium animalis subsp. lactis,NCBI Genome,GCF_038756885.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_038756885.1/,Bifidobacterium animalis subsp. lactis (high G+C Gram-positive bacteria),ASM3875688v1,Contig,na,302911,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_bifidobacterium_animalis_lactis_candidates.csv
ASSEMBLY:GCF_965614495.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_965614495.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_965614495.1/,Lacticaseibacillus rhamnosus (firmicutes),LRE052741_assembly,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_054131685.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_054131685.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_054131685.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM5413168v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_052567965.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_052567965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_052567965.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM5256796v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_051549825.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_051549825.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051549825.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM5154982v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_051200805.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_051200805.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051200805.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM5120080v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_051123815.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_051123815.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051123815.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM5112381v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_050706795.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_050706795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050706795.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM5070679v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_050367955.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_050367955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050367955.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM5036795v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_049810295.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_049810295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049810295.1/,Lacticaseibacillus rhamnosus GG (firmicutes),ASM4981029v1,Chromosome,na,568703,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_048629835.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_048629835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_048629835.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM4862983v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_048629795.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_048629795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_048629795.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM4862979v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_048629445.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_048629445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_048629445.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM4862944v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_048629435.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_048629435.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_048629435.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM4862943v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_048629105.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_048629105.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_048629105.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM4862910v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_048015625.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_048015625.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_048015625.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM4801562v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_047778005.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_047778005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_047778005.1/,Lacticaseibacillus rhamnosus (firmicutes),ASM4777800v1,Complete Genome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_046244375.1,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_046244375.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_046244375.1/,Lacticaseibacillus rhamnosus (firmicutes),SA74,Chromosome,na,47715,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
ASSEMBLY:GCF_000173255.5,Lacticaseibacillus rhamnosus,NCBI Genome,GCF_000173255.5,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_000173255.5/,Lacticaseibacillus rhamnosus HN001 (firmicutes),ASM17325v3,Complete Genome,na,486408,,,1.0,query_terms_matched,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26,data\strain_genome\ncbi_assembly_lacticaseibacillus_rhamnosus_candidates.csv
